t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,tau_u_plan,tau_r_plan,T1_plan,T2_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_applied,tau_r_applied,T1_applied,T2_applied
18.166667,10.560114,0.438890,0.326665,0.673857,-0.034401,0.086055,23.817861,0.844303,6.682312,5.226618,13.343750,1.065400,0.648434,0.873234,-0.085147,0.163611,23.817861,0.844303,6.682312,5.226618
18.200000,10.581723,0.445032,0.329543,0.672270,-0.034565,0.086638,23.759922,0.849710,6.672490,5.207471,13.368606,1.080765,0.653903,0.871753,-0.085528,0.164548,23.759922,0.849710,6.672490,5.207471
18.233333,10.603266,0.451213,0.332440,0.670683,-0.034730,0.087223,23.702063,0.855131,6.662697,5.188334,13.393346,1.096226,0.659404,0.870271,-0.085909,0.165489,23.702063,0.855131,6.662697,5.188334
18.266667,10.624742,0.457435,0.335358,0.669096,-0.034895,0.087811,23.644288,0.860563,6.652937,5.169207,13.417970,1.111783,0.664936,0.868786,-0.086290,0.166431,23.644288,0.860563,6.652937,5.169207
18.300000,10.646153,0.463697,0.338294,0.667509,-0.035059,0.088400,23.586601,0.866007,6.643208,5.150092,13.442475,1.127436,0.670499,0.867299,-0.086671,0.167375,23.586601,0.866007,6.643208,5.150092
18.333333,10.667497,0.469999,0.341251,0.665922,-0.035224,0.088993,23.529009,0.871462,6.633513,5.130992,13.466862,1.143184,0.676094,0.865810,-0.087051,0.168322,23.529009,0.871462,6.633513,5.130992
18.366667,10.688773,0.476341,0.344227,0.664335,-0.035389,0.089587,23.471515,0.876928,6.623851,5.111907,13.491129,1.159027,0.681721,0.864318,-0.087431,0.169270,23.471515,0.876928,6.623851,5.111907
18.400000,10.709983,0.482724,0.347223,0.662748,-0.035554,0.090183,23.414124,0.882403,6.614223,5.092839,13.515276,1.174966,0.687379,0.862825,-0.087810,0.170221,23.414124,0.882403,6.614223,5.092839
18.433333,10.731126,0.489148,0.350240,0.661162,-0.035718,0.090782,23.356841,0.887886,6.604629,5.073791,13.539302,1.191001,0.693069,0.861331,-0.088189,0.171173,23.356841,0.887886,6.604629,5.073791
18.466667,10.752202,0.495612,0.353276,0.659576,-0.035883,0.091383,23.299671,0.893378,6.595071,5.054764,13.563206,1.207130,0.698791,0.859834,-0.088568,0.172127,23.299671,0.893378,6.595071,5.054764
18.500000,10.773210,0.502116,0.356332,0.657991,-0.036047,0.091986,23.242619,0.898878,6.585549,5.035760,13.586987,1.223355,0.704545,0.858336,-0.088946,0.173083,23.242619,0.898878,6.585549,5.035760
18.533333,10.794151,0.508662,0.359408,0.656406,-0.036212,0.092590,23.185689,0.904384,6.576063,5.016781,13.610644,1.239674,0.710330,0.856837,-0.089324,0.174041,23.185689,0.904384,6.576063,5.016781
18.566667,10.815024,0.515248,0.362504,0.654823,-0.036376,0.093197,23.128886,0.909896,6.566614,4.997828,13.634177,1.256088,0.716147,0.855336,-0.089701,0.175000,23.128886,0.909896,6.566614,4.997828
18.600000,10.835828,0.521875,0.365621,0.653241,-0.036540,0.093805,23.072215,0.915413,6.557203,4.978904,13.657584,1.272597,0.721997,0.853834,-0.090077,0.175961,23.072215,0.915413,6.557203,4.978904
18.633333,10.856565,0.528543,0.368758,0.651660,-0.036705,0.094416,23.015681,0.920935,6.547830,4.960011,13.680865,1.289200,0.727878,0.852331,-0.090453,0.176923,23.015681,0.920935,6.547830,4.960011
18.666667,10.877234,0.535252,0.371915,0.650080,-0.036869,0.095028,22.959288,0.926460,6.538495,4.941150,13.704018,1.305898,0.733792,0.850827,-0.090829,0.177887,22.959288,0.926460,6.538495,4.941150
18.700000,10.897834,0.542003,0.375093,0.648502,-0.037033,0.095642,22.903042,0.931988,6.529198,4.922322,13.727043,1.322689,0.739738,0.849322,-0.091203,0.178852,22.903042,0.931988,6.529198,4.922322
18.733333,10.918366,0.548794,0.378292,0.646925,-0.037196,0.096257,22.846947,0.937518,6.519942,4.903532,13.749939,1.339574,0.745716,0.847816,-0.091577,0.179818,22.846947,0.937518,6.519942,4.903532
18.766667,10.938829,0.555627,0.381510,0.645350,-0.037360,0.096874,22.791008,0.943049,6.510725,4.884779,13.772705,1.356553,0.751726,0.846310,-0.091951,0.180785,22.791008,0.943049,6.510725,4.884779
18.800000,10.959223,0.562501,0.384750,0.643777,-0.037523,0.097493,22.735230,0.948580,6.501548,4.866066,13.795341,1.373626,0.757768,0.844803,-0.092323,0.181753,22.735230,0.948580,6.501548,4.866066
18.833333,10.979549,0.569417,0.388010,0.642206,-0.037686,0.098113,22.679617,0.954110,6.492413,4.847396,13.817844,1.390791,0.763843,0.843295,-0.092695,0.182723,22.679617,0.954110,6.492413,4.847396
18.866667,10.999805,0.576374,0.391291,0.640637,-0.037849,0.098734,22.624175,0.959638,6.483318,4.828770,13.840216,1.408050,0.769950,0.841787,-0.093066,0.183693,22.624175,0.959638,6.483318,4.828770
18.900000,11.019992,0.583373,0.394592,0.639070,-0.038012,0.099357,22.568908,0.965163,6.474264,4.810189,13.862453,1.425401,0.776089,0.840279,-0.093437,0.184663,22.568908,0.965163,6.474264,4.810189
18.933333,11.040110,0.590413,0.397915,0.637506,-0.038174,0.099981,22.513821,0.970685,6.465253,4.791657,13.884557,1.442845,0.782261,0.838771,-0.093806,0.185635,22.513821,0.970685,6.465253,4.791657
18.966667,11.060158,0.597495,0.401258,0.635944,-0.038336,0.100606,22.458919,0.976203,6.456284,4.773176,13.906525,1.460380,0.788465,0.837263,-0.094174,0.186607,22.458919,0.976203,6.456284,4.773176
19.000000,11.080137,0.604619,0.404622,0.634385,-0.038498,0.101233,22.404206,0.981714,6.447357,4.754746,13.928357,1.478008,0.794701,0.835755,-0.094542,0.187579,22.404206,0.981714,6.447357,4.754746
19.033333,11.100046,0.611785,0.408007,0.632828,-0.038660,0.101860,22.349688,0.987219,6.438473,4.736371,13.950052,1.495728,0.800970,0.834247,-0.094909,0.188552,22.349688,0.987219,6.438473,4.736371
19.066667,11.119885,0.618993,0.411412,0.631274,-0.038821,0.102488,22.295369,0.992716,6.429632,4.718053,13.971609,1.513539,0.807272,0.832740,-0.095274,0.189525,22.295369,0.992716,6.429632,4.718053
19.100000,11.139654,0.626243,0.414839,0.629724,-0.038982,0.103118,22.241254,0.998204,6.420834,4.699793,13.993028,1.531440,0.813605,0.831233,-0.095639,0.190498,22.241254,0.998204,6.420834,4.699793
19.133333,11.159353,0.633535,0.418287,0.628176,-0.039142,0.103748,22.187347,1.003682,6.412080,4.681594,14.014306,1.549433,0.819972,0.829727,-0.096002,0.191472,22.187347,1.003682,6.412080,4.681594
19.166667,11.178982,0.640870,0.421756,0.626632,-0.039302,0.104378,22.133654,1.009149,6.403370,4.663457,14.035445,1.567516,0.826370,0.828222,-0.096365,0.192445,22.133654,1.009149,6.403370,4.663457
19.200000,11.198540,0.648246,0.425245,0.625091,-0.039462,0.105010,22.080180,1.014604,6.394704,4.645386,14.056442,1.585689,0.832802,0.826717,-0.096726,0.193418,22.080180,1.014604,6.394704,4.645386
19.233333,11.218028,0.655665,0.428756,0.623554,-0.039621,0.105641,22.026929,1.020046,6.386082,4.627383,14.077296,1.603952,0.839265,0.825214,-0.097086,0.194390,22.026929,1.020046,6.386082,4.627383
19.266667,11.237446,0.663126,0.432288,0.622020,-0.039780,0.106274,21.973905,1.025473,6.377504,4.609448,14.098008,1.622304,0.845761,0.823711,-0.097445,0.195363,21.973905,1.025473,6.377504,4.609448
19.300000,11.256793,0.670630,0.435841,0.620491,-0.039938,0.106906,21.921114,1.030884,6.368971,4.591586,14.118575,1.640745,0.852289,0.822210,-0.097803,0.196334,21.921114,1.030884,6.368971,4.591586
19.333333,11.276069,0.678176,0.439415,0.618965,-0.040096,0.107539,21.868560,1.036278,6.360483,4.573797,14.138997,1.659275,0.858850,0.820710,-0.098159,0.197305,21.868560,1.036278,6.360483,4.573797
19.366667,11.295274,0.685765,0.443010,0.617443,-0.040254,0.108172,21.816249,1.041655,6.352040,4.556084,14.159274,1.677893,0.865443,0.819212,-0.098514,0.198275,21.816249,1.041655,6.352040,4.556084
19.400000,11.314408,0.693397,0.446627,0.615926,-0.040411,0.108805,21.764184,1.047012,6.343642,4.538450,14.179404,1.696599,0.872069,0.817715,-0.098868,0.199245,21.764184,1.047012,6.343642,4.538450
19.433333,11.333472,0.701071,0.450264,0.614412,-0.040567,0.109438,21.712371,1.052348,6.335289,4.520896,14.199386,1.715392,0.878726,0.816220,-0.099220,0.200213,21.712371,1.052348,6.335289,4.520896
19.466667,11.352464,0.708788,0.453923,0.612904,-0.040723,0.110071,21.660814,1.057662,6.326981,4.503426,14.219220,1.734273,0.885416,0.814727,-0.099571,0.201180,21.660814,1.057662,6.326981,4.503426
19.500000,11.371384,0.716548,0.457602,0.611399,-0.040878,0.110704,21.609518,1.062953,6.318719,4.486040,14.238904,1.753240,0.892138,0.813236,-0.099921,0.202145,21.609518,1.062953,6.318719,4.486040
19.533333,11.390234,0.724351,0.461303,0.609900,-0.041032,0.111336,21.558488,1.068220,6.310501,4.468743,14.258438,1.772293,0.898893,0.811747,-0.100269,0.203109,21.558488,1.068220,6.310501,4.468743
19.566667,11.409012,0.732197,0.465025,0.608405,-0.041186,0.111968,21.507728,1.073461,6.302329,4.451535,14.277822,1.791432,0.905679,0.810260,-0.100615,0.204072,21.507728,1.073461,6.302329,4.451535
19.600000,11.427718,0.740086,0.468767,0.606916,-0.041339,0.112600,21.457243,1.078675,6.294203,4.434419,14.297053,1.810656,0.912498,0.808775,-0.100960,0.205032,21.457243,1.078675,6.294203,4.434419
19.633333,11.446353,0.748018,0.472531,0.605431,-0.041492,0.113230,21.407038,1.083860,6.286121,4.417398,14.316131,1.829965,0.919348,0.807294,-0.101303,0.205991,21.407038,1.083860,6.286121,4.417398
19.666667,11.464917,0.755993,0.476316,0.603952,-0.041644,0.113860,21.357117,1.089015,6.278085,4.400473,14.335055,1.849359,0.926231,0.805815,-0.101644,0.206948,21.357117,1.089015,6.278085,4.400473
19.700000,11.483408,0.764012,0.480122,0.602478,-0.041795,0.114489,21.307485,1.094139,6.270095,4.383648,14.353825,1.868836,0.933145,0.804338,-0.101984,0.207903,21.307485,1.094139,6.270095,4.383648
19.733333,11.501828,0.772074,0.483949,0.601010,-0.041945,0.115117,21.258147,1.099230,6.262149,4.366924,14.372440,1.888396,0.940091,0.802865,-0.102322,0.208855,21.258147,1.099230,6.262149,4.366924
19.766667,11.520175,0.780179,0.487796,0.599547,-0.042095,0.115743,21.209107,1.104288,6.254249,4.350305,14.390898,1.908039,0.947069,0.801395,-0.102658,0.209804,21.209107,1.104288,6.254249,4.350305
19.800000,11.538451,0.788328,0.491665,0.598090,-0.042244,0.116369,21.160369,1.109309,6.246394,4.333791,14.409199,1.927765,0.954078,0.799927,-0.102993,0.210751,21.160369,1.109309,6.246394,4.333791
19.833333,11.556654,0.796520,0.495554,0.596639,-0.042392,0.116993,21.111939,1.114294,6.238583,4.317386,14.427342,1.947572,0.961119,0.798464,-0.103325,0.211696,21.111939,1.114294,6.238583,4.317386
19.866667,11.574786,0.804756,0.499464,0.595194,-0.042539,0.117615,21.063821,1.119240,6.230818,4.301093,14.445326,1.967461,0.968191,0.797004,-0.103656,0.212637,21.063821,1.119240,6.230818,4.301093
19.900000,11.592845,0.813035,0.503395,0.593756,-0.042685,0.118236,21.016019,1.124147,6.223097,4.284913,14.463150,1.987430,0.975295,0.795547,-0.103984,0.213575,21.016019,1.124147,6.223097,4.284913
19.933333,11.610832,0.821359,0.507347,0.592323,-0.042831,0.118855,20.968538,1.129012,6.215421,4.268848,14.480814,2.007479,0.982430,0.794094,-0.104311,0.214510,20.968538,1.129012,6.215421,4.268848
19.966667,11.628746,0.829725,0.511319,0.590897,-0.042975,0.119472,20.921383,1.133834,6.207789,4.252902,14.498316,2.027607,0.989595,0.792645,-0.104635,0.215441,20.921383,1.133834,6.207789,4.252902
20.000000,11.646589,0.838136,0.515312,0.589478,-0.043119,0.120088,20.874557,1.138612,6.200202,4.237077,14.515656,2.047815,0.996792,0.791200,-0.104957,0.216368,20.874557,1.138612,6.200202,4.237077
20.033333,11.664358,0.846591,0.519325,0.588065,-0.043262,0.120700,20.828066,1.143345,6.192658,4.221375,14.532833,2.068101,1.004020,0.789760,-0.105278,0.217292,20.828066,1.143345,6.192658,4.221375
20.066667,11.682055,0.855089,0.523358,0.586659,-0.043403,0.121311,20.781914,1.148029,6.185159,4.205798,14.549846,2.088464,1.011279,0.788323,-0.105596,0.218212,20.781914,1.148029,6.185159,4.205798
20.100000,11.699680,0.863632,0.527412,0.585260,-0.043544,0.121919,20.736104,1.152665,6.177703,4.190349,14.566694,2.108905,1.018568,0.786892,-0.105911,0.219127,20.736104,1.152665,6.177703,4.190349
20.133333,11.717232,0.872218,0.531486,0.583868,-0.043683,0.122525,20.690642,1.157251,6.170291,4.175030,14.583376,2.129421,1.025887,0.785464,-0.106225,0.220039,20.690642,1.157251,6.170291,4.175030
20.166667,11.734711,0.880849,0.535581,0.582484,-0.043822,0.123127,20.645532,1.161785,6.162922,4.159844,14.599892,2.150014,1.033237,0.784042,-0.106536,0.220945,20.645532,1.161785,6.162922,4.159844
20.200000,11.752117,0.889523,0.539695,0.581106,-0.043959,0.123727,20.600779,1.166265,6.155596,4.144794,14.616240,2.170682,1.040617,0.782625,-0.106845,0.221847,20.600779,1.166265,6.155596,4.144794
20.233333,11.769451,0.898242,0.543829,0.579737,-0.044096,0.124324,20.556385,1.170691,6.148313,4.129880,14.632421,2.191424,1.048027,0.781212,-0.107151,0.222744,20.556385,1.170691,6.148313,4.129880
20.266667,11.786712,0.907006,0.547983,0.578374,-0.044231,0.124918,20.512357,1.175060,6.141072,4.115107,14.648432,2.212240,1.055467,0.779805,-0.107455,0.223636,20.512357,1.175060,6.141072,4.115107
20.300000,11.803900,0.915813,0.552157,0.577020,-0.044365,0.125508,20.468697,1.179371,6.133873,4.100475,14.664274,2.233128,1.062936,0.778403,-0.107756,0.224523,20.468697,1.179371,6.133873,4.100475
20.333333,11.821015,0.924665,0.556350,0.575673,-0.044498,0.126095,20.425411,1.183622,6.126717,4.085989,14.679945,2.254089,1.070435,0.777007,-0.108055,0.225405,20.425411,1.183622,6.126717,4.085989
20.366667,11.838057,0.933561,0.560563,0.574335,-0.044630,0.126678,20.382502,1.187813,6.119602,4.071649,14.695445,2.275122,1.077963,0.775617,-0.108351,0.226280,20.382502,1.187813,6.119602,4.071649
20.400000,11.855025,0.942502,0.564796,0.573004,-0.044760,0.127258,20.339975,1.191941,6.112529,4.057458,14.710773,2.296226,1.085520,0.774232,-0.108645,0.227150,20.339975,1.191941,6.112529,4.057458
20.433333,11.871921,0.951487,0.569047,0.571682,-0.044889,0.127833,20.297833,1.196005,6.105497,4.043420,14.725928,2.317399,1.093106,0.772853,-0.108935,0.228014,20.297833,1.196005,6.105497,4.043420
20.466667,11.888744,0.960517,0.573318,0.570368,-0.045017,0.128405,20.256081,1.200003,6.098505,4.029535,14.740909,2.338642,1.100721,0.771480,-0.109224,0.228872,20.256081,1.200003,6.098505,4.029535
20.500000,11.905494,0.969591,0.577607,0.569063,-0.045143,0.128972,20.214722,1.203934,6.091555,4.015807,14.755715,2.359954,1.108365,0.770114,-0.109509,0.229723,20.214722,1.203934,6.091555,4.015807
20.533333,11.922170,0.978710,0.581916,0.567766,-0.045269,0.129535,20.173762,1.207796,6.084644,4.002237,14.770347,2.381334,1.116036,0.768754,-0.109791,0.230568,20.173762,1.207796,6.084644,4.002237
20.566667,11.938774,0.987874,0.586243,0.566478,-0.045392,0.130093,20.133203,1.211588,6.077774,3.988828,14.784802,2.402780,1.123736,0.767401,-0.110071,0.231405,20.133203,1.211588,6.077774,3.988828
20.600000,11.955304,0.997082,0.590589,0.565199,-0.045515,0.130646,20.093050,1.215309,6.070943,3.975582,14.799081,2.424293,1.131463,0.766054,-0.110347,0.232236,20.093050,1.215309,6.070943,3.975582
20.633333,11.971761,1.006336,0.594953,0.563929,-0.045636,0.131195,20.053306,1.218956,6.064151,3.962502,14.813182,2.445871,1.139218,0.764714,-0.110621,0.233060,20.053306,1.218956,6.064151,3.962502
20.666667,11.988145,1.015634,0.599335,0.562668,-0.045755,0.131738,20.013976,1.222529,6.057399,3.949589,14.827104,2.467514,1.147001,0.763382,-0.110892,0.233876,20.013976,1.222529,6.057399,3.949589
20.700000,12.004455,1.024977,0.603735,0.561417,-0.045873,0.132277,19.975063,1.226026,6.050685,3.936847,14.840848,2.489220,1.154810,0.762056,-0.111159,0.234685,19.975063,1.226026,6.050685,3.936847
20.733333,12.020692,1.034365,0.608153,0.560174,-0.045990,0.132810,19.936571,1.229445,6.044009,3.924276,14.854412,2.510990,1.162646,0.760738,-0.111423,0.235486,19.936571,1.229445,6.044009,3.924276
20.766667,12.036856,1.043798,0.612589,0.558942,-0.046105,0.133337,19.898503,1.232786,6.037372,3.911880,14.867795,2.532821,1.170509,0.759427,-0.111685,0.236279,19.898503,1.232786,6.037372,3.911880
20.800000,12.052947,1.053276,0.617043,0.557719,-0.046219,0.133859,19.860864,1.236045,6.030772,3.899660,14.880998,2.554714,1.178398,0.758124,-0.111943,0.237064,19.860864,1.236045,6.030772,3.899660
20.833333,12.068964,1.062799,0.621513,0.556505,-0.046330,0.134375,19.823657,1.239224,6.024210,3.887618,14.894018,2.576667,1.186313,0.756829,-0.112197,0.237841,19.823657,1.239224,6.024210,3.887618
20.866667,12.084907,1.072367,0.626001,0.555302,-0.046441,0.134885,19.786885,1.242318,6.017685,3.875757,14.906856,2.598680,1.194254,0.755542,-0.112449,0.238609,19.786885,1.242318,6.017685,3.875757
20.900000,12.100778,1.081980,0.630506,0.554108,-0.046549,0.135389,19.750552,1.245329,6.011198,3.864079,14.919510,2.620751,1.202221,0.754263,-0.112697,0.239368,19.750552,1.245329,6.011198,3.864079
20.933333,12.116575,1.091639,0.635027,0.552925,-0.046656,0.135886,19.714662,1.248254,6.004746,3.852585,14.931981,2.642879,1.210212,0.752992,-0.112941,0.240118,19.714662,1.248254,6.004746,3.852585
20.966667,12.132299,1.101342,0.639565,0.551751,-0.046762,0.136377,19.679218,1.251091,5.998331,3.841278,14.944267,2.665065,1.218228,0.751730,-0.113183,0.240859,19.679218,1.251091,5.998331,3.841278
21.000000,12.147949,1.111091,0.644119,0.550588,-0.046865,0.136862,19.644224,1.253840,5.991952,3.830160,14.956367,2.687306,1.226269,0.750476,-0.113420,0.241591,19.644224,1.253840,5.991952,3.830160
21.033333,12.163526,1.120886,0.648689,0.549436,-0.046967,0.137339,19.609682,1.256499,5.985609,3.819232,14.968282,2.709602,1.234335,0.749231,-0.113655,0.242313,19.609682,1.256499,5.985609,3.819232
21.066667,12.179029,1.130725,0.653275,0.548294,-0.047067,0.137810,19.575596,1.259067,5.979302,3.808496,14.980010,2.731952,1.242424,0.747995,-0.113885,0.243026,19.575596,1.259067,5.979302,3.808496
21.100000,12.194460,1.140610,0.657876,0.547163,-0.047166,0.138273,19.541969,1.261543,5.973029,3.797955,14.991550,2.754355,1.250536,0.746768,-0.114112,0.243728,19.541969,1.261543,5.973029,3.797955
21.133333,12.209816,1.150541,0.662493,0.546042,-0.047262,0.138729,19.508805,1.263926,5.966792,3.787610,15.002903,2.776810,1.258672,0.745550,-0.114336,0.244421,19.508805,1.263926,5.966792,3.787610
21.166667,12.225100,1.160517,0.667125,0.544933,-0.047357,0.139178,19.476106,1.266214,5.960590,3.777463,15.014067,2.799315,1.266831,0.744342,-0.114555,0.245103,19.476106,1.266214,5.960590,3.777463
21.200000,12.240310,1.170538,0.671771,0.543834,-0.047450,0.139619,19.443875,1.268406,5.954422,3.767515,15.025042,2.821871,1.275012,0.743143,-0.114771,0.245774,19.443875,1.268406,5.954422,3.767515
21.233333,12.255447,1.180606,0.676433,0.542747,-0.047540,0.140053,19.412116,1.270502,5.948289,3.757769,15.035827,2.844476,1.283216,0.741953,-0.114984,0.246435,19.412116,1.270502,5.948289,3.757769
21.266667,12.270510,1.190718,0.681108,0.541671,-0.047630,0.140478,19.380832,1.272499,5.942190,3.748226,15.046422,2.867129,1.291441,0.740774,-0.115192,0.247085,19.380832,1.272499,5.942190,3.748226
21.300000,12.285500,1.200876,0.685798,0.540606,-0.047717,0.140895,19.350024,1.274398,5.936125,3.738887,15.056826,2.889828,1.299688,0.739605,-0.115396,0.247724,19.350024,1.274398,5.936125,3.738887
21.333333,12.300417,1.211080,0.690501,0.539553,-0.047802,0.141304,19.319697,1.276197,5.930094,3.729754,15.067038,2.912574,1.307956,0.738445,-0.115597,0.248352,19.319697,1.276197,5.930094,3.729754
21.366667,12.315260,1.221330,0.695218,0.538511,-0.047885,0.141705,19.289853,1.277895,5.924097,3.720829,15.077058,2.935364,1.316245,0.737296,-0.115793,0.248968,19.289853,1.277895,5.924097,3.720829
21.400000,12.330030,1.231625,0.699948,0.537481,-0.047966,0.142097,19.260494,1.279491,5.918133,3.712114,15.086886,2.958199,1.324554,0.736158,-0.115986,0.249572,19.260494,1.279491,5.918133,3.712114
21.433333,12.344727,1.241966,0.704691,0.536462,-0.048045,0.142481,19.231623,1.280985,5.912203,3.703608,15.096520,2.981076,1.332883,0.735030,-0.116175,0.250165,19.231623,1.280985,5.912203,3.703608
21.466667,12.359351,1.252353,0.709447,0.535456,-0.048122,0.142856,19.203243,1.282375,5.906307,3.695315,15.105961,3.003995,1.341231,0.733913,-0.116359,0.250746,19.203243,1.282375,5.906307,3.695315
21.500000,12.373901,1.262786,0.714215,0.534461,-0.048197,0.143222,19.175357,1.283661,5.900444,3.687235,15.115208,3.026954,1.349599,0.732806,-0.116540,0.251315,19.175357,1.283661,5.900444,3.687235
