t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,tau_u_plan,tau_r_plan,T1_plan,T2_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_applied,tau_r_applied,T1_applied,T2_applied
92.866667,30.450842,6.417992,-2.492042,0.501566,0.025363,-0.071763,19.226568,-0.509497,4.367420,5.245864,5.321995,11.402116,-4.646774,0.698436,0.071935,-0.148258,19.226568,-0.509497,4.367420,5.245864
92.900000,30.438012,6.407213,-2.494426,0.502621,0.025259,-0.071277,19.268750,-0.505581,4.381342,5.253033,5.318135,11.425218,-4.651704,0.699550,0.071744,-0.147563,19.268750,-0.505581,4.381342,5.253033
92.933333,30.425125,6.396446,-2.496794,0.503682,0.025154,-0.070791,19.311092,-0.501681,4.395289,5.260257,5.314393,11.448377,-4.656611,0.700670,0.071552,-0.146869,19.311092,-0.501681,4.395289,5.260257
92.966667,30.412183,6.385691,-2.499145,0.504748,0.025050,-0.070307,19.353591,-0.497799,4.409261,5.267535,5.310768,11.471591,-4.661495,0.701795,0.071359,-0.146174,19.353591,-0.497799,4.409261,5.267535
93.000000,30.399185,6.374947,-2.501481,0.505820,0.024945,-0.069824,19.396246,-0.493934,4.423257,5.274866,5.307262,11.494860,-4.666356,0.702925,0.071165,-0.145480,19.396246,-0.493934,4.423257,5.274866
93.033333,30.386131,6.364215,-2.503800,0.506897,0.024840,-0.069342,19.439053,-0.490086,4.437275,5.282251,5.303873,11.518185,-4.671194,0.704061,0.070970,-0.144786,19.439053,-0.490086,4.437275,5.282251
93.066667,30.373021,6.353495,-2.506104,0.507979,0.024734,-0.068861,19.482010,-0.486256,4.451316,5.289689,5.300601,11.541563,-4.676009,0.705202,0.070775,-0.144092,19.482010,-0.486256,4.451316,5.289689
93.100000,30.359855,6.342787,-2.508391,0.509066,0.024629,-0.068382,19.525114,-0.482444,4.465378,5.297179,5.297447,11.564995,-4.680800,0.706348,0.070579,-0.143398,19.525114,-0.482444,4.465378,5.297179
93.133333,30.346634,6.332090,-2.510663,0.510159,0.024523,-0.067903,19.568363,-0.478650,4.479462,5.304720,5.294411,11.588481,-4.685568,0.707499,0.070382,-0.142704,19.568363,-0.478650,4.479462,5.304720
93.166667,30.333357,6.321404,-2.512918,0.511256,0.024417,-0.067426,19.611754,-0.474873,4.493565,5.312312,5.291492,11.612019,-4.690314,0.708655,0.070185,-0.142011,19.611754,-0.474873,4.493565,5.312312
93.200000,30.320024,6.310730,-2.515158,0.512359,0.024311,-0.066951,19.655284,-0.471115,4.507687,5.319955,5.288690,11.635610,-4.695036,0.709815,0.069986,-0.141319,19.655284,-0.471115,4.507687,5.319955
93.233333,30.306635,6.300066,-2.517381,0.513467,0.024204,-0.066476,19.698952,-0.467375,4.521828,5.327648,5.286006,11.659252,-4.699735,0.710981,0.069787,-0.140627,19.698952,-0.467375,4.521828,5.327648
93.266667,30.293191,6.289414,-2.519589,0.514579,0.024098,-0.066003,19.742753,-0.463654,4.535987,5.335390,5.283438,11.682946,-4.704411,0.712151,0.069588,-0.139935,19.742753,-0.463654,4.535987,5.335390
93.300000,30.279691,6.278772,-2.521782,0.515696,0.023991,-0.065531,19.786687,-0.459950,4.550163,5.343181,5.280988,11.706691,-4.709064,0.713326,0.069388,-0.139244,19.786687,-0.459950,4.550163,5.343181
93.333333,30.266135,6.268141,-2.523958,0.516818,0.023884,-0.065061,19.830749,-0.456266,4.564355,5.351020,5.278654,11.730486,-4.713693,0.714505,0.069187,-0.138553,19.830749,-0.456266,4.564355,5.351020
93.366667,30.252524,6.257521,-2.526119,0.517944,0.023777,-0.064592,19.874938,-0.452600,4.578562,5.358907,5.276437,11.754331,-4.718300,0.715688,0.068985,-0.137864,19.874938,-0.452600,4.578562,5.358907
93.400000,30.238857,6.246911,-2.528264,0.519075,0.023670,-0.064125,19.919251,-0.448953,4.592785,5.366841,5.274337,11.778225,-4.722884,0.716876,0.068783,-0.137175,19.919251,-0.448953,4.592785,5.366841
93.433333,30.225135,6.236312,-2.530394,0.520211,0.023563,-0.063660,19.963685,-0.445324,4.607021,5.374821,5.272354,11.802168,-4.727445,0.718067,0.068580,-0.136487,19.963685,-0.445324,4.607021,5.374821
93.466667,30.211356,6.225723,-2.532508,0.521351,0.023455,-0.063195,20.008238,-0.441715,4.621271,5.382848,5.270487,11.826160,-4.731983,0.719263,0.068376,-0.135799,20.008238,-0.441715,4.621271,5.382848
93.500000,30.197523,6.215145,-2.534607,0.522495,0.023348,-0.062733,20.052907,-0.438124,4.635534,5.390920,5.268736,11.850199,-4.736498,0.720463,0.068172,-0.135113,20.052907,-0.438124,4.635534,5.390920
93.533333,30.183633,6.204576,-2.536690,0.523644,0.023240,-0.062272,20.097689,-0.434552,4.649808,5.399036,5.267101,11.874286,-4.740991,0.721667,0.067968,-0.134427,20.097689,-0.434552,4.649808,5.399036
93.566667,30.169689,6.194018,-2.538759,0.524796,0.023132,-0.061813,20.142583,-0.431000,4.664094,5.407197,5.265582,11.898420,-4.745460,0.722874,0.067763,-0.133743,20.142583,-0.431000,4.664094,5.407197
93.600000,30.155688,6.183469,-2.540811,0.525953,0.023025,-0.061355,20.187584,-0.427466,4.678391,5.415402,5.264179,11.922601,-4.749907,0.724086,0.067557,-0.133059,20.187584,-0.427466,4.678391,5.415402
93.633333,30.141633,6.172931,-2.542849,0.527114,0.022917,-0.060899,20.232692,-0.423952,4.692697,5.423649,5.262892,11.946828,-4.754331,0.725300,0.067351,-0.132377,20.232692,-0.423952,4.692697,5.423649
93.666667,30.127521,6.162402,-2.544871,0.528279,0.022809,-0.060445,20.277902,-0.420457,4.707012,5.431939,5.261721,11.971100,-4.758732,0.726519,0.067144,-0.131696,20.277902,-0.420457,4.707012,5.431939
93.700000,30.113355,6.151882,-2.546879,0.529448,0.022700,-0.059993,20.323213,-0.416982,4.721336,5.440270,5.260664,11.995418,-4.763110,0.727740,0.066937,-0.131015,20.323213,-0.416982,4.721336,5.440270
93.733333,30.099133,6.141372,-2.548871,0.530621,0.022592,-0.059542,20.368621,-0.413525,4.735668,5.448643,5.259724,12.019780,-4.767466,0.728966,0.066729,-0.130336,20.368621,-0.413525,4.735668,5.448643
93.766667,30.084856,6.130872,-2.550848,0.531798,0.022484,-0.059093,20.414125,-0.410088,4.750007,5.457056,5.258898,12.044187,-4.771799,0.730194,0.066520,-0.129658,20.414125,-0.410088,4.750007,5.457056
93.800000,30.070523,6.120381,-2.552810,0.532978,0.022376,-0.058646,20.459722,-0.406671,4.764352,5.465508,5.258187,12.068637,-4.776110,0.731425,0.066312,-0.128982,20.459722,-0.406671,4.764352,5.465508
93.833333,30.056135,6.109899,-2.554758,0.534162,0.022267,-0.058201,20.505408,-0.403272,4.778704,5.474001,5.257591,12.093131,-4.780398,0.732660,0.066102,-0.128307,20.505408,-0.403272,4.778704,5.474001
93.866667,30.041692,6.099426,-2.556690,0.535349,0.022159,-0.057757,20.551182,-0.399893,4.793060,5.482531,5.257110,12.117668,-4.784664,0.733897,0.065893,-0.127633,20.551182,-0.399893,4.793060,5.482531
93.900000,30.027194,6.088962,-2.558608,0.536540,0.022051,-0.057316,20.597041,-0.396534,4.807420,5.491100,5.256743,12.142247,-4.788907,0.735138,0.065682,-0.126960,20.597041,-0.396534,4.807420,5.491100
93.933333,30.012640,6.078507,-2.560511,0.537735,0.021942,-0.056876,20.642982,-0.393194,4.821785,5.499706,5.256490,12.166869,-4.793128,0.736381,0.065472,-0.126289,20.642982,-0.393194,4.821785,5.499706
93.966667,29.998032,6.068061,-2.562400,0.538933,0.021834,-0.056438,20.689002,-0.389874,4.836152,5.508349,5.256351,12.191532,-4.797326,0.737627,0.065261,-0.125619,20.689002,-0.389874,4.836152,5.508349
94.000000,29.983368,6.057623,-2.564274,0.540134,0.021725,-0.056002,20.735100,-0.386573,4.850522,5.517028,5.256327,12.216236,-4.801502,0.738876,0.065049,-0.124951,20.735100,-0.386573,4.850522,5.517028
94.033333,29.968649,6.047194,-2.566133,0.541338,0.021617,-0.055568,20.781272,-0.383292,4.864894,5.525742,5.256416,12.240981,-4.805656,0.740127,0.064838,-0.124284,20.781272,-0.383292,4.864894,5.525742
94.066667,29.953875,6.036774,-2.567979,0.542546,0.021508,-0.055136,20.827516,-0.380030,4.879267,5.534491,5.256618,12.265766,-4.809788,0.741380,0.064625,-0.123619,20.827516,-0.380030,4.879267,5.534491
94.100000,29.939047,6.026361,-2.569809,0.543757,0.021400,-0.054706,20.873829,-0.376787,4.893640,5.543274,5.256934,12.290591,-4.813897,0.742636,0.064413,-0.122955,20.873829,-0.376787,4.893640,5.543274
94.133333,29.924163,6.015958,-2.571626,0.544970,0.021291,-0.054278,20.920208,-0.373564,4.908014,5.552090,5.257363,12.315455,-4.817985,0.743894,0.064200,-0.122293,20.920208,-0.373564,4.908014,5.552090
94.166667,29.909225,6.005562,-2.573428,0.546187,0.021183,-0.053852,20.966651,-0.370361,4.922386,5.560940,5.257905,12.340359,-4.822050,0.745155,0.063986,-0.121633,20.966651,-0.370361,4.922386,5.560940
94.200000,29.894231,5.995174,-2.575216,0.547406,0.021074,-0.053428,21.013156,-0.367177,4.936757,5.569821,5.258560,12.365301,-4.826093,0.746417,0.063773,-0.120974,21.013156,-0.367177,4.936757,5.569821
94.233333,29.879183,5.984794,-2.576990,0.548629,0.020966,-0.053006,21.059720,-0.364013,4.951126,5.578734,5.259327,12.390281,-4.830115,0.747681,0.063559,-0.120317,21.059720,-0.364013,4.951126,5.578734
94.266667,29.864080,5.974423,-2.578750,0.549854,0.020857,-0.052586,21.106339,-0.360868,4.965492,5.587678,5.260206,12.415299,-4.834114,0.748948,0.063344,-0.119661,21.106339,-0.360868,4.965492,5.587678
94.300000,29.848923,5.964059,-2.580495,0.551081,0.020749,-0.052168,21.153013,-0.357742,4.979855,5.596652,5.261198,12.440355,-4.838092,0.750216,0.063130,-0.119008,21.153013,-0.357742,4.979855,5.596652
94.333333,29.833711,5.953702,-2.582227,0.552312,0.020641,-0.051752,21.199737,-0.354636,4.994213,5.605655,5.262301,12.465447,-4.842048,0.751486,0.062915,-0.118356,21.199737,-0.354636,4.994213,5.605655
94.366667,29.818444,5.943353,-2.583946,0.553544,0.020533,-0.051339,21.246509,-0.351549,5.008568,5.614687,5.263516,12.490576,-4.845983,0.752758,0.062700,-0.117705,21.246509,-0.351549,5.008568,5.614687
94.400000,29.803123,5.933012,-2.585650,0.554780,0.020424,-0.050927,21.293327,-0.348482,5.022916,5.623747,5.264843,12.515741,-4.849895,0.754031,0.062484,-0.117057,21.293327,-0.348482,5.022916,5.623747
94.433333,29.787747,5.922678,-2.587341,0.556017,0.020316,-0.050517,21.340189,-0.345434,5.037259,5.632835,5.266280,12.540941,-4.853786,0.755306,0.062268,-0.116410,21.340189,-0.345434,5.037259,5.632835
94.466667,29.772317,5.912351,-2.589018,0.557257,0.020208,-0.050110,21.387091,-0.342405,5.051596,5.641950,5.267829,12.566177,-4.857656,0.756582,0.062052,-0.115766,21.387091,-0.342405,5.051596,5.641950
94.500000,29.756833,5.902032,-2.590681,0.558499,0.020100,-0.049704,21.434031,-0.339396,5.065925,5.651090,5.269488,12.591448,-4.861504,0.757859,0.061836,-0.115123,21.434031,-0.339396,5.065925,5.651090
94.533333,29.741294,5.891719,-2.592331,0.559744,0.019992,-0.049301,21.481006,-0.336406,5.080247,5.660256,5.271258,12.616753,-4.865331,0.759138,0.061619,-0.114482,21.481006,-0.336406,5.080247,5.660256
94.566667,29.725701,5.881414,-2.593968,0.560990,0.019885,-0.048899,21.528014,-0.333435,5.094560,5.669447,5.273139,12.642092,-4.869136,0.760418,0.061402,-0.113843,21.528014,-0.333435,5.094560,5.669447
94.600000,29.710054,5.871115,-2.595591,0.562239,0.019777,-0.048500,21.575052,-0.330483,5.108864,5.678662,5.275129,12.667465,-4.872920,0.761699,0.061185,-0.113206,21.575052,-0.330483,5.108864,5.678662
94.633333,29.694353,5.860823,-2.597201,0.563489,0.019669,-0.048103,21.622118,-0.327550,5.123159,5.687900,5.277229,12.692871,-4.876683,0.762981,0.060968,-0.112570,21.622118,-0.327550,5.123159,5.687900
94.666667,29.678598,5.850538,-2.598798,0.564742,0.019562,-0.047708,21.669208,-0.324636,5.137443,5.697161,5.279438,12.718310,-4.880425,0.764264,0.060751,-0.111937,21.669208,-0.324636,5.137443,5.697161
94.700000,29.662789,5.840259,-2.600382,0.565996,0.019454,-0.047315,21.716321,-0.321742,5.151717,5.706444,5.281757,12.743782,-4.884145,0.765547,0.060533,-0.111306,21.716321,-0.321742,5.151717,5.706444
94.733333,29.646926,5.829987,-2.601953,0.567252,0.019347,-0.046925,21.763454,-0.318866,5.165979,5.715748,5.284185,12.769286,-4.887845,0.766832,0.060315,-0.110676,21.763454,-0.318866,5.165979,5.715748
94.766667,29.631009,5.819721,-2.603510,0.568509,0.019240,-0.046536,21.810604,-0.316010,5.180229,5.725073,5.286722,12.794821,-4.891524,0.768117,0.060097,-0.110049,21.810604,-0.316010,5.180229,5.725073
94.800000,29.615038,5.809462,-2.605055,0.569768,0.019133,-0.046150,21.857768,-0.313172,5.194466,5.734418,5.289367,12.820388,-4.895182,0.769403,0.059879,-0.109424,21.857768,-0.313172,5.194466,5.734418
94.833333,29.599014,5.799209,-2.606587,0.571029,0.019026,-0.045766,21.904945,-0.310353,5.208690,5.743782,5.292120,12.845986,-4.898819,0.770689,0.059660,-0.108801,21.904945,-0.310353,5.208690,5.743782
94.866667,29.582936,5.788962,-2.608106,0.572291,0.018919,-0.045384,21.952130,-0.307553,5.222901,5.753164,5.294981,12.871615,-4.902435,0.771976,0.059442,-0.108180,21.952130,-0.307553,5.222901,5.753164
94.900000,29.566804,5.778721,-2.609612,0.573555,0.018812,-0.045004,21.999323,-0.304772,5.237097,5.762565,5.297951,12.897273,-4.906031,0.773263,0.059223,-0.107560,21.999323,-0.304772,5.237097,5.762565
94.933333,29.550619,5.768485,-2.611106,0.574820,0.018706,-0.044626,22.046520,-0.302009,5.251277,5.771982,5.301027,12.922962,-4.909606,0.774551,0.059004,-0.106943,22.046520,-0.302009,5.251277,5.771982
94.966667,29.534380,5.758256,-2.612588,0.576086,0.018599,-0.044250,22.093718,-0.299265,5.265443,5.781416,5.304211,12.948680,-4.913160,0.775838,0.058785,-0.106328,22.093718,-0.299265,5.265443,5.781416
95.000000,29.518089,5.748033,-2.614056,0.577353,0.018493,-0.043877,22.140915,-0.296539,5.279591,5.790866,5.307502,12.974427,-4.916694,0.777126,0.058566,-0.105716,22.140915,-0.296539,5.279591,5.790866
95.033333,29.501744,5.737815,-2.615513,0.578622,0.018387,-0.043506,22.188109,-0.293832,5.293724,5.800331,5.310899,13.000203,-4.920208,0.778414,0.058347,-0.105105,22.188109,-0.293832,5.293724,5.800331
95.066667,29.485345,5.727602,-2.616957,0.579891,0.018281,-0.043136,22.235297,-0.291144,5.307838,5.809810,5.314403,13.026008,-4.923701,0.779702,0.058127,-0.104496,22.235297,-0.291144,5.307838,5.809810
95.100000,29.468894,5.717395,-2.618388,0.581162,0.018175,-0.042769,22.282476,-0.288474,5.321935,5.819303,5.318012,13.051840,-4.927174,0.780990,0.057908,-0.103890,22.282476,-0.288474,5.321935,5.819303
95.133333,29.452390,5.707194,-2.619808,0.582433,0.018069,-0.042405,22.329643,-0.285822,5.336013,5.828809,5.321728,13.077700,-4.930627,0.782277,0.057688,-0.103286,22.329643,-0.285822,5.336013,5.828809
95.166667,29.435833,5.696998,-2.621215,0.583705,0.017964,-0.042042,22.376797,-0.283188,5.350071,5.838327,5.325549,13.103588,-4.934060,0.783564,0.057468,-0.102684,22.376797,-0.283188,5.350071,5.838327
95.200000,29.419223,5.686807,-2.622611,0.584978,0.017858,-0.041682,22.423934,-0.280573,5.364110,5.847857,5.329475,13.129502,-4.937472,0.784851,0.057249,-0.102084,22.423934,-0.280573,5.364110,5.847857
95.233333,29.402560,5.676621,-2.623994,0.586252,0.017753,-0.041323,22.471052,-0.277976,5.378129,5.857397,5.333507,13.155444,-4.940865,0.786138,0.057029,-0.101486,22.471052,-0.277976,5.378129,5.857397
95.266667,29.385844,5.666440,-2.625366,0.587526,0.017648,-0.040967,22.518148,-0.275397,5.392126,5.866948,5.337643,13.181411,-4.944238,0.787424,0.056809,-0.100890,22.518148,-0.275397,5.392126,5.866948
95.300000,29.369076,5.656264,-2.626725,0.588801,0.017543,-0.040613,22.565220,-0.272835,5.406102,5.876508,5.341883,13.207404,-4.947591,0.788710,0.056589,-0.100297,22.565220,-0.272835,5.406102,5.876508
95.333333,29.352256,5.646093,-2.628073,0.590076,0.017439,-0.040261,22.612265,-0.270292,5.420056,5.886077,5.346227,13.233423,-4.950925,0.789995,0.056369,-0.099706,22.612265,-0.270292,5.420056,5.886077
95.366667,29.335383,5.635926,-2.629409,0.591352,0.017334,-0.039912,22.659280,-0.267767,5.433987,5.895653,5.350675,13.259467,-4.954238,0.791279,0.056149,-0.099117,22.659280,-0.267767,5.433987,5.895653
95.400000,29.318458,5.625765,-2.630734,0.592628,0.017230,-0.039564,22.706264,-0.265259,5.447894,5.905238,5.355227,13.285537,-4.957532,0.792562,0.055929,-0.098530,22.706264,-0.265259,5.447894,5.905238
95.433333,29.301480,5.615608,-2.632047,0.593904,0.017126,-0.039219,22.753213,-0.262769,5.461778,5.914828,5.359882,13.311630,-4.960807,0.793845,0.055709,-0.097946,22.753213,-0.262769,5.461778,5.914828
95.466667,29.284451,5.605455,-2.633349,0.595181,0.017022,-0.038876,22.800124,-0.260297,5.475637,5.924425,5.364639,13.337748,-4.964062,0.795127,0.055488,-0.097364,22.800124,-0.260297,5.475637,5.924425
95.500000,29.267369,5.595307,-2.634639,0.596458,0.016919,-0.038535,22.846996,-0.257842,5.489471,5.934027,5.369499,13.363890,-4.967298,0.796407,0.055268,-0.096784,22.846996,-0.257842,5.489471,5.934027
95.533333,29.250236,5.585163,-2.635918,0.597734,0.016815,-0.038196,22.893825,-0.255405,5.503280,5.943633,5.374462,13.390056,-4.970514,0.797687,0.055048,-0.096206,22.893825,-0.255405,5.503280,5.943633
95.566667,29.233050,5.575023,-2.637185,0.599011,0.016712,-0.037859,22.940609,-0.252985,5.517062,5.953243,5.379526,13.416245,-4.973711,0.798966,0.054828,-0.095630,22.940609,-0.252985,5.517062,5.953243
95.600000,29.215813,5.564888,-2.638442,0.600288,0.016609,-0.037524,22.987346,-0.250582,5.530817,5.962856,5.384692,13.442456,-4.976890,0.800243,0.054608,-0.095057,22.987346,-0.250582,5.530817,5.962856
95.633333,29.198525,5.554756,-2.639687,0.601564,0.016506,-0.037192,23.034032,-0.248197,5.544545,5.972471,5.389959,13.468691,-4.980049,0.801519,0.054387,-0.094486,23.034032,-0.248197,5.544545,5.972471
95.666667,29.181185,5.544629,-2.640921,0.602841,0.016403,-0.036862,23.080666,-0.245829,5.558245,5.982088,5.395327,13.494947,-4.983189,0.802794,0.054167,-0.093917,23.080666,-0.245829,5.558245,5.982088
95.700000,29.163793,5.534505,-2.642144,0.604117,0.016301,-0.036533,23.127244,-0.243478,5.571916,5.991706,5.400796,13.521226,-4.986310,0.804067,0.053947,-0.093351,23.127244,-0.243478,5.571916,5.991706
95.733333,29.146350,5.524386,-2.643357,0.605392,0.016199,-0.036207,23.173765,-0.241144,5.585558,6.001324,5.406365,13.547526,-4.989412,0.805339,0.053727,-0.092787,23.173765,-0.241144,5.585558,6.001324
95.766667,29.128857,5.514270,-2.644558,0.606667,0.016097,-0.035883,23.220224,-0.238827,5.599171,6.010942,5.412034,13.573848,-4.992495,0.806609,0.053507,-0.092225,23.220224,-0.238827,5.599171,6.010942
95.800000,29.111311,5.504158,-2.645749,0.607942,0.015995,-0.035561,23.266621,-0.236527,5.612753,6.020558,5.417803,13.600191,-4.995560,0.807878,0.053287,-0.091665,23.266621,-0.236527,5.612753,6.020558
95.833333,29.093715,5.494049,-2.646929,0.609216,0.015894,-0.035242,23.312952,-0.234244,5.626304,6.030172,5.423672,13.626555,-4.998606,0.809145,0.053067,-0.091108,23.312952,-0.234244,5.626304,6.030172
95.866667,29.076069,5.483944,-2.648098,0.610490,0.015792,-0.034924,23.359214,-0.231977,5.639823,6.039784,5.429639,13.652939,-5.001634,0.810410,0.052847,-0.090553,23.359214,-0.231977,5.639823,6.039784
95.900000,29.058371,5.473842,-2.649257,0.611763,0.015691,-0.034608,23.405405,-0.229727,5.653311,6.049392,5.435705,13.679343,-5.004643,0.811674,0.052627,-0.090000,23.405405,-0.229727,5.653311,6.049392
95.933333,29.040623,5.463744,-2.650405,0.613035,0.015591,-0.034295,23.451523,-0.227494,5.666765,6.058996,5.441869,13.705767,-5.007634,0.812935,0.052407,-0.089449,23.451523,-0.227494,5.666765,6.058996
95.966667,29.022824,5.453649,-2.651543,0.614306,0.015490,-0.033983,23.497565,-0.225277,5.680187,6.068596,5.448132,13.732210,-5.010606,0.814195,0.052187,-0.088901,23.497565,-0.225277,5.680187,6.068596
96.000000,29.004975,5.443557,-2.652671,0.615576,0.015390,-0.033674,23.543528,-0.223077,5.693575,6.078189,5.454492,13.758673,-5.013561,0.815452,0.051967,-0.088355,23.543528,-0.223077,5.693575,6.078189
96.033333,28.987076,5.433469,-2.653788,0.616845,0.015290,-0.033367,23.589410,-0.220892,5.706928,6.087777,5.460950,13.785155,-5.016497,0.816708,0.051748,-0.087811,23.589410,-0.220892,5.706928,6.087777
96.066667,28.969126,5.423383,-2.654895,0.618114,0.015190,-0.033062,23.635208,-0.218724,5.720246,6.097357,5.467504,13.811655,-5.019415,0.817961,0.051528,-0.087270,23.635208,-0.218724,5.720246,6.097357
96.100000,28.951127,5.413300,-2.655992,0.619381,0.015091,-0.032759,23.680919,-0.216573,5.733529,6.106930,5.474156,13.838174,-5.022315,0.819212,0.051309,-0.086731,23.680919,-0.216573,5.733529,6.106930
96.133333,28.933077,5.403221,-2.657079,0.620646,0.014991,-0.032458,23.726541,-0.214437,5.746776,6.116495,5.480903,13.864711,-5.025197,0.820461,0.051089,-0.086194,23.726541,-0.214437,5.746776,6.116495
96.166667,28.914978,5.393144,-2.658156,0.621911,0.014892,-0.032158,23.772072,-0.212317,5.759986,6.126050,5.487747,13.891265,-5.028061,0.821708,0.050870,-0.085659,23.772072,-0.212317,5.759986,6.126050
96.200000,28.896829,5.383070,-2.659223,0.623174,0.014794,-0.031862,23.817508,-0.210214,5.773158,6.135595,5.494686,13.917837,-5.030907,0.822952,0.050651,-0.085127,23.817508,-0.210214,5.773158,6.135595
96.233333,28.878631,5.372998,-2.660280,0.624436,0.014695,-0.031567,23.862847,-0.208126,5.786293,6.145130,5.501721,13.944427,-5.033736,0.824193,0.050432,-0.084597,23.862847,-0.208126,5.786293,6.145130
96.266667,28.860384,5.362929,-2.661328,0.625697,0.014597,-0.031274,23.908086,-0.206053,5.799389,6.154654,5.508851,13.971033,-5.036547,0.825432,0.050213,-0.084069,23.908086,-0.206053,5.799389,6.154654
96.300000,28.842087,5.352863,-2.662365,0.626955,0.014499,-0.030983,23.953224,-0.203997,5.812447,6.164165,5.516075,13.997656,-5.039341,0.826669,0.049994,-0.083544,23.953224,-0.203997,5.812447,6.164165
96.333333,28.823741,5.342799,-2.663393,0.628213,0.014401,-0.030694,23.998257,-0.201956,5.825464,6.173664,5.523394,14.024295,-5.042117,0.827903,0.049775,-0.083021,23.998257,-0.201956,5.825464,6.173664
96.366667,28.805346,5.332738,-2.664412,0.629468,0.014304,-0.030407,24.043182,-0.199931,5.838441,6.183149,5.530806,14.050951,-5.044875,0.829134,0.049557,-0.082500,24.043182,-0.199931,5.838441,6.183149
96.400000,28.786902,5.322679,-2.665420,0.630722,0.014207,-0.030122,24.087997,-0.197921,5.851378,6.192621,5.538313,14.077622,-5.047617,0.830362,0.049338,-0.081981,24.087997,-0.197921,5.851378,6.192621
96.433333,28.768409,5.312622,-2.666420,0.631974,0.014110,-0.029839,24.132700,-0.195926,5.864273,6.202077,5.545912,14.104309,-5.050341,0.831587,0.049120,-0.081465,24.132700,-0.195926,5.864273,6.202077
96.466667,28.749868,5.302567,-2.667410,0.633224,0.014013,-0.029558,24.177288,-0.193947,5.877126,6.211517,5.553604,14.131011,-5.053048,0.832810,0.048902,-0.080951,24.177288,-0.193947,5.877126,6.211517
96.500000,28.731279,5.292515,-2.668390,0.634472,0.013917,-0.029279,24.221757,-0.191983,5.889937,6.220942,5.561389,14.157729,-5.055737,0.834029,0.048684,-0.080439,24.221757,-0.191983,5.889937,6.220942
96.533333,28.712641,5.282465,-2.669362,0.635718,0.013821,-0.029002,24.266107,-0.190034,5.902705,6.230349,5.569266,14.184461,-5.058410,0.835246,0.048466,-0.079930,24.266107,-0.190034,5.902705,6.230349
96.566667,28.693955,5.272416,-2.670324,0.636962,0.013725,-0.028727,24.310333,-0.188100,5.915428,6.239738,5.577235,14.211207,-5.061066,0.836459,0.048248,-0.079422,24.310333,-0.188100,5.915428,6.239738
96.600000,28.675221,5.262370,-2.671277,0.638204,0.013630,-0.028454,24.354434,-0.186180,5.928108,6.249109,5.585295,14.237968,-5.063705,0.837669,0.048031,-0.078917,24.354434,-0.186180,5.928108,6.249109
96.633333,28.656439,5.252325,-2.672221,0.639443,0.013534,-0.028183,24.398406,-0.184276,5.940743,6.258460,5.593446,14.264743,-5.066327,0.838876,0.047814,-0.078415,24.398406,-0.184276,5.940743,6.258460
96.666667,28.637610,5.242283,-2.673156,0.640680,0.013440,-0.027914,24.442247,-0.182387,5.953332,6.267792,5.601688,14.291532,-5.068933,0.840080,0.047596,-0.077914,24.442247,-0.182387,5.953332,6.267792
96.700000,28.618733,5.232242,-2.674082,0.641915,0.013345,-0.027647,24.485955,-0.180512,5.965875,6.277103,5.610021,14.318334,-5.071521,0.841280,0.047379,-0.077416,24.485955,-0.180512,5.965875,6.277103
96.733333,28.599809,5.222203,-2.674999,0.643147,0.013251,-0.027382,24.529527,-0.178652,5.978371,6.286392,5.618443,14.345149,-5.074094,0.842477,0.047163,-0.076920,24.529527,-0.178652,5.978371,6.286392
96.766667,28.580837,5.212165,-2.675907,0.644377,0.013157,-0.027118,24.572960,-0.176807,5.990821,6.295659,5.626955,14.371978,-5.076649,0.843670,0.046946,-0.076426,24.572960,-0.176807,5.990821,6.295659
96.800000,28.561819,5.202129,-2.676807,0.645604,0.013063,-0.026857,24.616251,-0.174975,6.003222,6.304904,5.635556,14.398819,-5.079189,0.844860,0.046730,-0.075935,24.616251,-0.174975,6.003222,6.304904
96.833333,28.542753,5.192094,-2.677697,0.646829,0.012970,-0.026597,24.659399,-0.173159,6.015575,6.314124,5.644246,14.425672,-5.081712,0.846046,0.046513,-0.075445,24.659399,-0.173159,6.015575,6.314124
96.866667,28.523641,5.182061,-2.678580,0.648051,0.012876,-0.026339,24.702399,-0.171356,6.027879,6.323321,5.653025,14.452538,-5.084218,0.847228,0.046297,-0.074958,24.702399,-0.171356,6.027879,6.323321
96.900000,28.504482,5.172030,-2.679453,0.649270,0.012784,-0.026084,24.745251,-0.169568,6.040133,6.332492,5.661892,14.479416,-5.086709,0.848407,0.046081,-0.074473,24.745251,-0.169568,6.040133,6.332492
96.933333,28.485277,5.161999,-2.680319,0.650486,0.012691,-0.025830,24.787950,-0.167794,6.052337,6.341638,5.670846,14.506306,-5.089183,0.849582,0.045866,-0.073991,24.787950,-0.167794,6.052337,6.341638
96.966667,28.466025,5.151970,-2.681175,0.651699,0.012599,-0.025577,24.830495,-0.166034,6.064491,6.350757,5.679888,14.533207,-5.091641,0.850754,0.045650,-0.073510,24.830495,-0.166034,6.064491,6.350757
97.000000,28.446728,5.141943,-2.682024,0.652909,0.012507,-0.025327,24.872882,-0.164288,6.076593,6.359848,5.689017,14.560119,-5.094084,0.851921,0.045435,-0.073032,24.872882,-0.164288,6.076593,6.359848
