t,x_real,y_real,psi_real,u_real,v_real,r_real,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
4.232000,0.684967,0.000012,-0.000257,0.408306,-0.000058,0.000463,0.238782,-0.014055,-0.046901,0.198600,-0.001973,0.000394,9.434205,0.005861,9.434179,0.005861,0.210305,0.209659,0.446185,0.014067,0.446407,0.046644,0.209706,0.001915,0.000069
4.264000,0.699857,0.000014,-0.000274,0.413328,-0.000062,0.000487,0.245447,-0.014434,-0.046888,0.201972,-0.001992,0.000410,9.568472,0.006051,9.568451,0.006049,0.212234,0.211570,0.454410,0.014448,0.454640,0.046614,0.211356,0.001930,0.000077
4.300000,0.714929,0.000016,-0.000293,0.418393,-0.000066,0.000511,0.252226,-0.014819,-0.046874,0.205360,-0.002010,0.000425,9.703116,0.006246,9.703083,0.006247,0.214161,0.213478,0.462703,0.014835,0.462941,0.046581,0.213033,0.001944,0.000086
4.332000,0.730185,0.000018,-0.000312,0.423480,-0.000071,0.000536,0.259117,-0.015210,-0.046859,0.208764,-0.002029,0.000441,9.838127,0.006445,9.838112,0.006446,0.216086,0.215384,0.471068,0.015228,0.471314,0.046547,0.214716,0.001958,0.000095
4.364000,0.730185,0.000018,-0.000312,0.423480,-0.000071,0.000536,0.266122,-0.015606,-0.046844,0.212183,-0.002047,0.000457,9.973491,0.006647,9.973467,0.006647,0.218008,0.217287,0.464063,0.015624,0.464326,0.046532,0.211297,0.001976,0.000079
4.400000,0.745625,0.000020,-0.000332,0.428597,-0.000076,0.000561,0.273241,-0.016008,-0.046829,0.215617,-0.002064,0.000474,10.109197,0.006854,10.109183,0.006858,0.219928,0.219187,0.472384,0.016028,0.472656,0.046497,0.212980,0.001988,0.000087
4.432000,0.761250,0.000022,-0.000354,0.433744,-0.000081,0.000588,0.280474,-0.016416,-0.046813,0.219066,-0.002081,0.000491,10.245232,0.007065,10.245224,0.007071,0.221845,0.221084,0.480776,0.016438,0.481057,0.046459,0.214678,0.002000,0.000097
4.464000,0.777061,0.000025,-0.000376,0.438896,-0.000086,0.000615,0.287823,-0.016830,-0.046796,0.222530,-0.002098,0.000508,10.381584,0.007280,10.381590,0.007286,0.223759,0.222978,0.489238,0.016855,0.489528,0.046420,0.216366,0.002012,0.000107
4.500000,0.793058,0.000028,-0.000399,0.444075,-0.000092,0.000644,0.295287,-0.017250,-0.046779,0.226007,-0.002115,0.000526,10.518249,0.007499,10.518245,0.007493,0.225669,0.224869,0.497771,0.017278,0.498070,0.046380,0.218068,0.002023,0.000118
4.532000,0.809242,0.000031,-0.000423,0.449277,-0.000098,0.000673,0.302867,-0.017676,-0.046761,0.229498,-0.002131,0.000545,10.655243,0.007723,10.655224,0.007720,0.227577,0.226756,0.506375,0.017707,0.506685,0.046338,0.219779,0.002033,0.000128
4.564000,0.825614,0.000035,-0.000449,0.454495,-0.000104,0.000704,0.310564,-0.018107,-0.046743,0.233003,-0.002147,0.000563,10.792555,0.007951,10.792562,0.007958,0.229483,0.228640,0.515050,0.018142,0.515370,0.046294,0.221492,0.002043,0.000141
4.600000,0.842176,0.000038,-0.000475,0.459752,-0.000110,0.000735,0.318377,-0.018545,-0.046724,0.236520,-0.002163,0.000582,10.930176,0.008183,10.930188,0.008188,0.231385,0.230521,0.523799,0.018583,0.524128,0.046249,0.223232,0.002053,0.000153
4.632000,0.858928,0.000042,-0.000503,0.465036,-0.000117,0.000768,0.326308,-0.018988,-0.046704,0.240051,-0.002178,0.000602,11.068096,0.008419,11.068099,0.008411,0.233283,0.232399,0.532620,0.019030,0.532960,0.046201,0.224985,0.002061,0.000166
4.664000,0.875871,0.000047,-0.000532,0.470340,-0.000124,0.000801,0.334356,-0.019437,-0.046683,0.243594,-0.002192,0.000621,11.206304,0.008660,11.206296,0.008664,0.235179,0.234272,0.541515,0.019484,0.541865,0.046151,0.226746,0.002068,0.000180
4.700000,0.893006,0.000051,-0.000562,0.475675,-0.000132,0.000835,0.342523,-0.019892,-0.046662,0.247150,-0.002207,0.000642,11.344790,0.008906,11.344776,0.008909,0.237071,0.236142,0.550483,0.019943,0.550844,0.046100,0.228525,0.002075,0.000193
4.732000,0.910333,0.000056,-0.000593,0.481018,-0.000140,0.000871,0.350808,-0.020352,-0.046641,0.250718,-0.002221,0.000662,11.483543,0.009155,11.483577,0.009155,0.238960,0.238009,0.559525,0.020408,0.559897,0.046048,0.230300,0.002081,0.000209
4.764000,0.927853,0.000062,-0.000626,0.486374,-0.000148,0.000907,0.359213,-0.020819,-0.046618,0.254298,-0.002234,0.000683,11.622554,0.009410,11.622549,0.009403,0.240844,0.239871,0.568640,0.020881,0.569023,0.045992,0.232076,0.002086,0.000224
4.800000,0.945567,0.000067,-0.000660,0.491755,-0.000156,0.000945,0.367736,-0.021291,-0.046595,0.257889,-0.002247,0.000705,11.761813,0.009669,11.761802,0.009663,0.242725,0.241729,0.577831,0.021358,0.578226,0.045935,0.233866,0.002091,0.000240
4.832000,0.945567,0.000067,-0.000660,0.491755,-0.000156,0.000945,0.376380,-0.021769,-0.046571,0.261491,-0.002260,0.000727,11.901308,0.009933,11.901335,0.009935,0.244603,0.243583,0.569187,0.021836,0.569606,0.045911,0.230264,0.002104,0.000218
4.864000,0.963475,0.000074,-0.000696,0.497141,-0.000165,0.000984,0.385143,-0.022253,-0.046547,0.265105,-0.002273,0.000749,12.041030,0.010201,12.041034,0.010208,0.246476,0.245432,0.578332,0.022327,0.578763,0.045851,0.232036,0.002108,0.000235
4.900000,0.981578,0.000080,-0.000733,0.502558,-0.000175,0.001024,0.394027,-0.022743,-0.046521,0.268729,-0.002284,0.000772,12.180969,0.010474,12.180972,0.010483,0.248345,0.247277,0.587551,0.022823,0.587994,0.045788,0.233829,0.002109,0.000252
4.932000,0.999877,0.000087,-0.000771,0.508006,-0.000185,0.001065,0.403032,-0.023238,-0.046495,0.272363,-0.002296,0.000796,12.321113,0.010752,12.321111,0.010750,0.250209,0.249118,0.596845,0.023325,0.597301,0.045724,0.235643,0.002111,0.000269
4.964000,1.018373,0.000095,-0.000811,0.513465,-0.000195,0.001107,0.412158,-0.023740,-0.046468,0.276008,-0.002307,0.000819,12.461454,0.011034,12.461447,0.011029,0.252069,0.250954,0.606215,0.023835,0.606683,0.045657,0.237457,0.002112,0.000288
5.000000,1.037066,0.000103,-0.000853,0.518953,-0.000206,0.001151,0.421406,-0.024247,-0.046440,0.279662,-0.002318,0.000843,12.601981,0.011322,12.601980,0.011319,0.253925,0.252785,0.615660,0.024350,0.616142,0.045587,0.239291,0.002112,0.000308
5.032000,1.055957,0.000112,-0.000896,0.524453,-0.000217,0.001195,0.430775,-0.024760,-0.046412,0.283326,-0.002328,0.000868,12.742683,0.011614,12.742670,0.011612,0.255776,0.254611,0.625182,0.024872,0.625677,0.045516,0.241127,0.002111,0.000327
5.064000,1.075047,0.000121,-0.000940,0.529956,-0.000229,0.001241,0.440267,-0.025278,-0.046383,0.287000,-0.002338,0.000893,12.883550,0.011912,12.883551,0.011916,0.257623,0.256432,0.634780,0.025399,0.635288,0.045443,0.242956,0.002109,0.000348
5.100000,1.094335,0.000131,-0.000987,0.535477,-0.000241,0.001289,0.449881,-0.025802,-0.046352,0.290682,-0.002347,0.000919,13.024573,0.012214,13.024546,0.012213,0.259464,0.258248,0.644454,0.025933,0.644976,0.045365,0.244795,0.002106,0.000370
5.132000,1.113822,0.000142,-0.001035,0.541004,-0.000254,0.001337,0.459618,-0.026332,-0.046321,0.294373,-0.002356,0.000945,13.165740,0.012522,13.165728,0.012521,0.261301,0.260059,0.654204,0.026474,0.654740,0.045286,0.246631,0.002102,0.000392
5.164000,1.133509,0.000153,-0.001085,0.546544,-0.000267,0.001387,0.469477,-0.026868,-0.046289,0.298073,-0.002364,0.000971,13.307042,0.012834,13.307058,0.012832,0.263133,0.261865,0.664032,0.027021,0.664582,0.045204,0.248471,0.002097,0.000416
5.200000,1.153396,0.000165,-0.001137,0.552111,-0.000281,0.001439,0.479461,-0.027409,-0.046257,0.301780,-0.002372,0.000998,13.448468,0.013152,13.448493,0.013154,0.264960,0.263665,0.673935,0.027574,0.674499,0.045120,0.250331,0.002091,0.000441
5.232000,1.173484,0.000178,-0.001191,0.557686,-0.000296,0.001491,0.489567,-0.027956,-0.046223,0.305496,-0.002380,0.001026,13.590008,0.013475,13.589991,0.013479,0.266781,0.265459,0.683917,0.028134,0.684495,0.045032,0.252190,0.002084,0.000465
5.264000,1.173484,0.000178,-0.001191,0.557686,-0.000296,0.001491,0.499798,-0.028509,-0.046188,0.309219,-0.002387,0.001054,13.731652,0.013803,13.731629,0.013806,0.268597,0.267248,0.673686,0.028687,0.674296,0.044997,0.248467,0.002091,0.000437
5.300000,1.193773,0.000191,-0.001247,0.563278,-0.000311,0.001545,0.510153,-0.029067,-0.046153,0.312950,-0.002393,0.001082,13.873389,0.014137,13.873403,0.014135,0.270408,0.269032,0.683620,0.029258,0.684246,0.044906,0.250328,0.002082,0.000463
5.332000,1.214265,0.000206,-0.001304,0.568892,-0.000326,0.001601,0.520632,-0.029631,-0.046116,0.316688,-0.002400,0.001111,14.015210,0.014475,14.015192,0.014476,0.272213,0.270809,0.693633,0.029837,0.694274,0.044812,0.252204,0.002074,0.000490
5.364000,1.234958,0.000221,-0.001364,0.574497,-0.000343,0.001658,0.531235,-0.030200,-0.046079,0.320432,-0.002405,0.001141,14.157104,0.014820,14.157112,0.014820,0.274013,0.272581,0.703723,0.030421,0.704380,0.044715,0.254065,0.002062,0.000517
5.400000,1.255853,0.000237,-0.001426,0.580117,-0.000359,0.001716,0.541964,-0.030775,-0.046040,0.324183,-0.002411,0.001171,14.299060,0.015169,14.299080,0.015166,0.275807,0.274347,0.713889,0.031012,0.714563,0.044614,0.255934,0.002052,0.000545
5.432000,1.276951,0.000255,-0.001490,0.585743,-0.000377,0.001776,0.552817,-0.031355,-0.046000,0.327940,-0.002416,0.001201,14.441070,0.015524,14.441053,0.015524,0.277595,0.276106,0.724134,0.031610,0.724824,0.044510,0.257803,0.002039,0.000575
5.464000,1.298252,0.000273,-0.001556,0.591365,-0.000395,0.001838,0.563796,-0.031941,-0.045960,0.331704,-0.002420,0.001232,14.583121,0.015885,14.583148,0.015885,0.279378,0.277860,0.734456,0.032214,0.735162,0.044404,0.259661,0.002025,0.000606
5.500000,1.319755,0.000292,-0.001625,0.597007,-0.000414,0.001901,0.574900,-0.032532,-0.045918,0.335472,-0.002424,0.001263,14.725205,0.016251,14.725200,0.016248,0.281154,0.279607,0.744855,0.032824,0.745578,0.044293,0.261535,0.002010,0.000638
5.532000,1.341462,0.000313,-0.001696,0.602657,-0.000434,0.001966,0.586130,-0.033129,-0.045876,0.339247,-0.002427,0.001295,14.867310,0.016622,14.867328,0.016623,0.282925,0.281348,0.755332,0.033442,0.756072,0.044180,0.263410,0.001993,0.000671
5.564000,1.363373,0.000334,-0.001769,0.608312,-0.000455,0.002032,0.597486,-0.033731,-0.045832,0.343026,-0.002430,0.001328,15.009428,0.017000,15.009405,0.017001,0.284689,0.283082,0.765887,0.034065,0.766644,0.044063,0.265286,0.001975,0.000704
5.600000,1.385488,0.000357,-0.001845,0.613985,-0.000476,0.002099,0.608967,-0.034339,-0.045787,0.346810,-0.002433,0.001361,15.151546,0.017383,15.151551,0.017392,0.286448,0.284810,0.776521,0.034696,0.777295,0.043942,0.267175,0.001957,0.000738
5.632000,1.407806,0.000381,-0.001923,0.619651,-0.000498,0.002169,0.620575,-0.034952,-0.045741,0.350599,-0.002435,0.001395,15.293656,0.017771,15.293680,0.017775,0.288200,0.286532,0.787231,0.035333,0.788024,0.043818,0.269052,0.001937,0.000774
5.664000,1.430329,0.000407,-0.002004,0.625316,-0.000521,0.002240,0.632309,-0.035570,-0.045694,0.354392,-0.002437,0.001429,15.435746,0.018166,15.435747,0.018159,0.289945,0.288247,0.798020,0.035977,0.798831,0.043690,0.270924,0.001916,0.000811
5.700000,1.453056,0.000434,-0.002087,0.630988,-0.000545,0.002313,0.644169,-0.036193,-0.045646,0.358189,-0.002438,0.001463,15.577808,0.018566,15.577830,0.018568,0.291685,0.289955,0.808887,0.036627,0.809716,0.043559,0.272799,0.001893,0.000850
5.732000,1.453056,0.000434,-0.002087,0.630988,-0.000545,0.002313,0.656156,-0.036822,-0.045597,0.361990,-0.002439,0.001499,15.719829,0.018972,15.719844,0.018979,0.293418,0.291656,0.796900,0.037256,0.797770,0.043510,0.268998,0.001894,0.000814
5.764000,1.475987,0.000462,-0.002173,0.636646,-0.000569,0.002388,0.668269,-0.037455,-0.045546,0.365794,-0.002440,0.001534,15.861801,0.019384,15.861824,0.019382,0.295144,0.293351,0.807718,0.037917,0.808607,0.043373,0.270852,0.001871,0.000854
5.800000,1.499121,0.000492,-0.002262,0.642313,-0.000595,0.002464,0.680509,-0.038094,-0.045494,0.369602,-0.002439,0.001571,16.003713,0.019803,16.003726,0.019808,0.296864,0.295038,0.818612,0.038586,0.819521,0.043232,0.272711,0.001844,0.000893
5.832000,1.522460,0.000524,-0.002354,0.647992,-0.000621,0.002542,0.692876,-0.038738,-0.045441,0.373412,-0.002439,0.001607,16.145554,0.020227,16.145587,0.020227,0.298577,0.296719,0.829584,0.039262,0.830513,0.043087,0.274580,0.001818,0.000935
5.864000,1.546003,0.000557,-0.002448,0.653661,-0.000648,0.002622,0.705370,-0.039388,-0.045387,0.377225,-0.002438,0.001645,16.287315,0.020657,16.287319,0.020658,0.300283,0.298392,0.840633,0.039945,0.841582,0.042939,0.276436,0.001790,0.000977
5.900000,1.569751,0.000592,-0.002546,0.659343,-0.000677,0.002704,0.717991,-0.040042,-0.045332,0.381040,-0.002437,0.001683,16.428986,0.021093,16.428959,0.021093,0.301982,0.300058,0.851760,0.040634,0.852729,0.042786,0.278303,0.001760,0.001021
5.932000,1.593703,0.000629,-0.002647,0.665022,-0.000706,0.002788,0.730740,-0.040701,-0.045275,0.384858,-0.002435,0.001721,16.570555,0.021535,16.570545,0.021540,0.303675,0.301717,0.862963,0.041330,0.863952,0.042628,0.280164,0.001729,0.001067
5.964000,1.617859,0.000668,-0.002750,0.670688,-0.000736,0.002873,0.743615,-0.041365,-0.045217,0.388677,-0.002433,0.001760,16.712013,0.021983,16.711988,0.021979,0.305360,0.303369,0.874244,0.042033,0.875254,0.042467,0.282011,0.001697,0.001113
6.000000,1.642219,0.000708,-0.002857,0.676356,-0.000767,0.002961,0.756618,-0.042034,-0.045158,0.392497,-0.002431,0.001800,16.853349,0.022438,16.853326,0.022443,0.307039,0.305013,0.885601,0.042742,0.886632,0.042301,0.283859,0.001664,0.001161
6.032000,1.666783,0.000751,-0.002967,0.682010,-0.000800,0.003051,0.769747,-0.042708,-0.045097,0.396319,-0.002428,0.001840,16.994554,0.022899,16.994555,0.022909,0.308711,0.306650,0.897036,0.043459,0.898088,0.042130,0.285691,0.001628,0.001211
6.064000,1.691550,0.000796,-0.003080,0.687654,-0.000833,0.003142,0.783005,-0.043387,-0.045035,0.400142,-0.002424,0.001881,17.135617,0.023366,17.135626,0.023367,0.310375,0.308280,0.908545,0.044183,0.909619,0.041955,0.287512,0.001591,0.001261
6.100000,1.716520,0.000843,-0.003197,0.693305,-0.000868,0.003235,0.796389,-0.044071,-0.044971,0.403965,-0.002421,0.001923,17.276527,0.023840,17.276535,0.023839,0.312032,0.309902,0.920131,0.044914,0.921227,0.041774,0.289340,0.001553,0.001312
6.132000,1.741693,0.000893,-0.003317,0.698942,-0.000903,0.003331,0.809901,-0.044759,-0.044907,0.407789,-0.002417,0.001965,17.417275,0.024320,17.417278,0.024324,0.313682,0.311516,0.931792,0.045652,0.932910,0.041590,0.291153,0.001514,0.001366
6.164000,1.741693,0.000893,-0.003317,0.698942,-0.000903,0.003331,0.823541,-0.045452,-0.044840,0.411613,-0.002412,0.002007,17.557851,0.024806,17.557848,0.024800,0.315324,0.313123,0.918152,0.046345,0.919321,0.041523,0.287329,0.001509,0.001324
6.200000,1.767069,0.000945,-0.003441,0.704579,-0.000940,0.003428,0.837307,-0.046150,-0.044773,0.415437,-0.002407,0.002051,17.698243,0.025298,17.698241,0.025291,0.316959,0.314722,0.929762,0.047095,0.930954,0.041332,0.289142,0.001467,0.001377
6.232000,1.792649,0.000999,-0.003568,0.710220,-0.000978,0.003528,0.851201,-0.046852,-0.044704,0.419260,-0.002402,0.002094,17.838443,0.025798,17.838453,0.025795,0.318587,0.316313,0.941448,0.047851,0.942663,0.041136,0.290960,0.001424,0.001434
6.264000,1.818430,0.001056,-0.003699,0.715837,-0.001017,0.003629,0.865223,-0.047559,-0.044633,0.423082,-0.002397,0.002139,17.978439,0.026303,17.978434,0.026302,0.320207,0.317896,0.953207,0.048615,0.954446,0.040934,0.292755,0.001380,0.001490
6.300000,1.844414,0.001116,-0.003833,0.721453,-0.001058,0.003734,0.879372,-0.048270,-0.044561,0.426904,-0.002391,0.002184,18.118221,0.026816,18.118223,0.026824,0.321820,0.319471,0.965042,0.049386,0.966305,0.040728,0.294549,0.001333,0.001550
6.332000,1.870599,0.001179,-0.003972,0.727056,-0.001100,0.003840,0.893648,-0.048986,-0.044488,0.430724,-0.002385,0.002230,18.257780,0.027335,18.257814,0.027336,0.323425,0.321039,0.976951,0.050165,0.978238,0.040516,0.296332,0.001285,0.001610
6.364000,1.896985,0.001245,-0.004114,0.732635,-0.001143,0.003948,0.908051,-0.049706,-0.044413,0.434543,-0.002378,0.002276,18.397105,0.027860,18.397115,0.027863,0.325022,0.322598,0.988934,0.050951,0.990245,0.040299,0.298092,0.001235,0.001672
6.400000,1.923572,0.001313,-0.004260,0.738213,-0.001187,0.004059,0.922582,-0.050430,-0.044336,0.438360,-0.002371,0.002323,18.536185,0.028392,18.536164,0.028392,0.326611,0.324149,1.000990,0.051743,1.002326,0.040076,0.299853,0.001184,0.001736
6.432000,1.950359,0.001385,-0.004411,0.743777,-0.001233,0.004172,0.937239,-0.051159,-0.044258,0.442174,-0.002364,0.002370,18.675011,0.028931,18.675000,0.028935,0.328193,0.325692,1.013120,0.052544,1.014481,0.039847,0.301603,0.001131,0.001802
6.464000,1.977345,0.001460,-0.004565,0.749328,-0.001280,0.004286,0.952024,-0.051892,-0.044178,0.445987,-0.002357,0.002419,18.813572,0.029477,18.813573,0.029482,0.329767,0.327227,1.025321,0.053352,1.026709,0.039613,0.303341,0.001077,0.001867
6.500000,2.004532,0.001539,-0.004724,0.754879,-0.001328,0.004404,0.966936,-0.052629,-0.044096,0.449796,-0.002349,0.002467,18.951858,0.030029,18.951878,0.030031,0.331333,0.328754,1.037596,0.054168,1.039009,0.039372,0.305083,0.001021,0.001937
6.532000,2.031918,0.001621,-0.004887,0.760407,-0.001378,0.004524,0.981974,-0.053370,-0.044013,0.453603,-0.002341,0.002517,19.089859,0.030589,19.089864,0.030594,0.332891,0.330272,1.049944,0.054991,1.051383,0.039126,0.306804,0.000963,0.002007
6.564000,2.059502,0.001707,-0.005055,0.765918,-0.001430,0.004646,0.997140,-0.054116,-0.043929,0.457406,-0.002333,0.002567,19.227565,0.031155,19.227571,0.031160,0.334441,0.331782,1.062362,0.055823,1.063827,0.038874,0.308512,0.000903,0.002079
6.600000,2.087284,0.001797,-0.005227,0.771421,-0.001482,0.004770,1.012432,-0.054865,-0.043842,0.461206,-0.002324,0.002618,19.364965,0.031728,19.364993,0.031729,0.335983,0.333284,1.074852,0.056662,1.076344,0.038615,0.310215,0.000842,0.002152
6.632000,2.087284,0.001797,-0.005227,0.771421,-0.001482,0.004770,1.027850,-0.055618,-0.043754,0.465002,-0.002315,0.002669,19.502049,0.032308,19.502033,0.032301,0.337516,0.334777,1.059434,0.057415,1.060988,0.038527,0.306419,0.000833,0.002101
6.664000,2.115263,0.001890,-0.005403,0.776890,-0.001537,0.004897,1.043395,-0.056375,-0.043664,0.468794,-0.002306,0.002721,19.638807,0.032895,19.638777,0.032899,0.339042,0.336261,1.071868,0.058265,1.073450,0.038261,0.308096,0.000769,0.002176
6.700000,2.143438,0.001988,-0.005584,0.782349,-0.001593,0.005027,1.059067,-0.057136,-0.043573,0.472582,-0.002297,0.002774,19.775228,0.033489,19.775265,0.033488,0.340560,0.337738,1.084371,0.059124,1.085982,0.037989,0.309767,0.000704,0.002253
6.732000,2.171810,0.002090,-0.005770,0.787800,-0.001650,0.005158,1.074864,-0.057900,-0.043479,0.476365,-0.002287,0.002827,19.911304,0.034090,19.911309,0.034091,0.342069,0.339205,1.096946,0.059990,1.098585,0.037709,0.311435,0.000637,0.002331
6.764000,2.200377,0.002196,-0.005961,0.793221,-0.001710,0.005293,1.090788,-0.058668,-0.043384,0.480143,-0.002278,0.002881,20.047022,0.034698,20.047038,0.034698,0.343570,0.340664,1.109589,0.060864,1.111257,0.037423,0.313078,0.000568,0.002412
6.800000,2.229138,0.002306,-0.006157,0.798639,-0.001771,0.005430,1.106837,-0.059440,-0.043287,0.483916,-0.002268,0.002936,20.182373,0.035313,20.182357,0.035307,0.345062,0.342114,1.122301,0.061746,1.123999,0.037130,0.314723,0.000497,0.002494
6.832000,2.258094,0.002422,-0.006358,0.804039,-0.001833,0.005570,1.123012,-0.060215,-0.043188,0.487684,-0.002258,0.002992,20.317347,0.035935,20.317351,0.035943,0.346547,0.343555,1.135082,0.062637,1.136809,0.036830,0.316355,0.000425,0.002578
6.864000,2.287244,0.002542,-0.006564,0.809410,-0.001897,0.005712,1.139312,-0.060994,-0.043088,0.491446,-0.002248,0.003048,20.451934,0.036565,20.451921,0.036558,0.348022,0.344988,1.147932,0.063536,1.149689,0.036524,0.317964,0.000351,0.002664
6.900000,2.316586,0.002667,-0.006775,0.814769,-0.001963,0.005857,1.155738,-0.061776,-0.042985,0.495201,-0.002237,0.003105,20.586123,0.037201,20.586155,0.037199,0.349490,0.346412,1.160848,0.064443,1.162635,0.036210,0.319568,0.000274,0.002752
6.932000,2.346120,0.002798,-0.006991,0.820097,-0.002031,0.006004,1.172289,-0.062562,-0.042881,0.498951,-0.002227,0.003162,20.719904,0.037845,20.719908,0.037856,0.350949,0.347826,1.173831,0.065360,1.175649,0.035890,0.321146,0.000196,0.002842
6.964000,2.375844,0.002933,-0.007213,0.825398,-0.002101,0.006154,1.188965,-0.063351,-0.042774,0.502694,-0.002216,0.003220,20.853267,0.038496,20.853265,0.038503,0.352399,0.349232,1.186879,0.066284,1.188729,0.035561,0.322704,0.000115,0.002934
7.000000,2.405760,0.003075,-0.007441,0.830688,-0.002172,0.006308,1.205765,-0.064143,-0.042666,0.506430,-0.002205,0.003279,20.986202,0.039155,20.986174,0.039154,0.353840,0.350629,1.199995,0.067218,1.201876,0.035225,0.324258,0.000033,0.003029
7.032000,2.435864,0.003221,-0.007674,0.835946,-0.002245,0.006463,1.222689,-0.064938,-0.042556,0.510159,-0.002194,0.003339,21.118698,0.039820,21.118676,0.039819,0.355273,0.352017,1.213175,0.068159,1.215088,0.034882,0.325787,-0.000051,0.003124
