t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2,cmd1,cmd2,jerk_x,jerk_y
5.866667,1.459287,-0.054139,-0.040931,0.482614,-0.000467,0.004181,77.663020,0.173298,39.164776,38.498244,0.748858,0.742375,-0.003309,0.001832
5.900000,1.475409,-0.054814,-0.040790,0.485592,-0.000483,0.004252,78.108627,0.175262,39.391356,38.717272,0.751046,0.744513,-0.003465,0.001851
5.933333,1.491631,-0.055491,-0.040646,0.488567,-0.000499,0.004322,78.553376,0.177217,39.617490,38.935886,0.753223,0.746640,-0.003621,0.001870
5.966667,1.507952,-0.056171,-0.040499,0.491537,-0.000515,0.004392,78.997242,0.179165,39.843169,39.154074,0.755388,0.748754,-0.003776,0.001889
6.000000,1.524372,-0.056852,-0.040351,0.494503,-0.000531,0.004461,79.440201,0.181105,40.068378,39.371822,0.757541,0.750858,-0.003930,0.001907
6.033333,1.540891,-0.057536,-0.040200,0.497465,-0.000547,0.004531,79.882227,0.183037,40.293108,39.589119,0.759682,0.752950,-0.004083,0.001926
6.066667,1.557508,-0.058222,-0.040046,0.500422,-0.000564,0.004600,80.323298,0.184962,40.517346,39.805952,0.761812,0.755031,-0.004235,0.001944
6.100000,1.574224,-0.058909,-0.039891,0.503375,-0.000580,0.004669,80.763389,0.186881,40.741081,40.022308,0.763930,0.757101,-0.004386,0.001963
6.133333,1.591038,-0.059599,-0.039733,0.506322,-0.000597,0.004737,81.202475,0.188793,40.964302,40.238174,0.766037,0.759159,-0.004536,0.001981
6.166667,1.607950,-0.060290,-0.039573,0.509264,-0.000613,0.004806,81.640534,0.190699,41.186996,40.453538,0.768132,0.761207,-0.004685,0.001999
6.200000,1.624961,-0.060983,-0.039410,0.512201,-0.000630,0.004874,82.077542,0.192599,41.409154,40.668388,0.770216,0.763243,-0.004834,0.002017
6.233333,1.642069,-0.061677,-0.039245,0.515133,-0.000647,0.004942,82.513475,0.194493,41.630763,40.882712,0.772289,0.765268,-0.004981,0.002035
6.266667,1.659275,-0.062373,-0.039078,0.518059,-0.000664,0.005010,82.948310,0.196382,41.851813,41.096497,0.774350,0.767281,-0.005128,0.002053
6.300000,1.676578,-0.063071,-0.038909,0.520979,-0.000681,0.005078,83.382024,0.198266,42.072293,41.309731,0.776400,0.769284,-0.005274,0.002071
6.333333,1.693979,-0.063769,-0.038738,0.523893,-0.000698,0.005145,83.814594,0.200145,42.292190,41.522403,0.778439,0.771276,-0.005418,0.002088
6.366667,1.711476,-0.064470,-0.038564,0.526801,-0.000715,0.005213,84.245997,0.202019,42.511496,41.734501,0.780467,0.773257,-0.005562,0.002106
6.400000,1.729071,-0.065171,-0.038388,0.529703,-0.000733,0.005280,84.676210,0.203888,42.730198,41.946012,0.782483,0.775226,-0.005705,0.002123
6.433333,1.746762,-0.065874,-0.038210,0.532599,-0.000750,0.005347,85.105212,0.205754,42.948287,42.156925,0.784489,0.777185,-0.005847,0.002141
6.466667,1.764549,-0.066577,-0.038029,0.535487,-0.000768,0.005414,85.532979,0.207616,43.165750,42.367229,0.786484,0.779133,-0.005988,0.002158
6.500000,1.782433,-0.067282,-0.037846,0.538370,-0.000785,0.005481,85.959490,0.209473,43.382579,42.576911,0.788468,0.781070,-0.006128,0.002175
6.533333,1.800413,-0.067988,-0.037662,0.541245,-0.000803,0.005548,86.384723,0.211328,43.598761,42.785961,0.790441,0.782997,-0.006268,0.002192
6.566667,1.818488,-0.068694,-0.037474,0.544113,-0.000821,0.005614,86.808655,0.213179,43.814288,42.994368,0.792404,0.784912,-0.006406,0.002209
6.600000,1.836660,-0.069401,-0.037285,0.546974,-0.000839,0.005681,87.231266,0.215028,44.029147,43.202118,0.794355,0.786817,-0.006543,0.002226
6.633333,1.854926,-0.070109,-0.037093,0.549828,-0.000857,0.005748,87.652533,0.216873,44.243330,43.409203,0.796297,0.788711,-0.006680,0.002243
6.666667,1.873287,-0.070818,-0.036900,0.552674,-0.000875,0.005814,88.072435,0.218716,44.456825,43.615609,0.798227,0.790595,-0.006815,0.002260
6.700000,1.891744,-0.071527,-0.036704,0.555512,-0.000893,0.005881,88.490951,0.220557,44.669623,43.821327,0.800147,0.792468,-0.006950,0.002276
6.733333,1.910294,-0.072236,-0.036505,0.558343,-0.000911,0.005947,88.908060,0.222396,44.881714,44.026346,0.802057,0.794330,-0.007084,0.002293
6.766667,1.928939,-0.072946,-0.036305,0.561166,-0.000930,0.006014,89.323740,0.224233,45.093087,44.230654,0.803956,0.796182,-0.007217,0.002309
6.800000,1.947678,-0.073656,-0.036102,0.563981,-0.000948,0.006080,89.737972,0.226068,45.303732,44.434240,0.805845,0.798023,-0.007349,0.002325
6.833333,1.966511,-0.074366,-0.035897,0.566787,-0.000967,0.006146,90.150735,0.227902,45.513640,44.637095,0.807723,0.799854,-0.007480,0.002341
6.866667,1.985437,-0.075077,-0.035690,0.569585,-0.000986,0.006213,90.562008,0.229735,45.722801,44.839207,0.809592,0.801674,-0.007610,0.002357
6.900000,2.004457,-0.075787,-0.035481,0.572375,-0.001005,0.006279,90.971771,0.231566,45.931205,45.040566,0.811450,0.803484,-0.007739,0.002373
6.933333,2.023569,-0.076497,-0.035269,0.575156,-0.001024,0.006346,91.380004,0.233397,46.138843,45.241161,0.813298,0.805284,-0.007867,0.002389
6.966667,2.042774,-0.077207,-0.035056,0.577928,-0.001043,0.006412,91.786686,0.235228,46.345705,45.440982,0.815136,0.807073,-0.007995,0.002405
7.000000,2.062072,-0.077917,-0.034840,0.580691,-0.001062,0.006479,92.191799,0.237058,46.551781,45.640019,0.816964,0.808852,-0.008121,0.002421
7.033333,2.081461,-0.078626,-0.034622,0.583445,-0.001081,0.006545,92.595322,0.238888,46.757062,45.838261,0.818782,0.810621,-0.008246,0.002436
7.066667,2.100942,-0.079335,-0.034401,0.586190,-0.001101,0.006612,92.997237,0.240718,46.961538,46.035698,0.820590,0.812380,-0.008371,0.002452
7.100000,2.120514,-0.080044,-0.034179,0.588925,-0.001120,0.006678,93.397522,0.242549,47.165202,46.232321,0.822388,0.814129,-0.008495,0.002467
7.133333,2.140178,-0.080752,-0.033954,0.591651,-0.001140,0.006745,93.796161,0.244380,47.368042,46.428119,0.824177,0.815867,-0.008618,0.002482
7.166667,2.159932,-0.081459,-0.033727,0.594367,-0.001160,0.006812,94.193132,0.246212,47.570050,46.623082,0.825956,0.817595,-0.008739,0.002497
7.200000,2.179777,-0.082165,-0.033497,0.597074,-0.001180,0.006878,94.588419,0.248045,47.771218,46.817201,0.827725,0.819314,-0.008860,0.002512
7.233333,2.199712,-0.082870,-0.033266,0.599770,-0.001200,0.006945,94.982001,0.249878,47.971536,47.010465,0.829484,0.821022,-0.008980,0.002527
7.266667,2.219737,-0.083575,-0.033032,0.602457,-0.001220,0.007012,95.373861,0.251714,48.170995,47.202866,0.831234,0.822720,-0.009100,0.002542
7.300000,2.239851,-0.084278,-0.032796,0.605133,-0.001240,0.007079,95.763979,0.253550,48.369587,47.394393,0.832975,0.824409,-0.009218,0.002557
7.333333,2.260055,-0.084980,-0.032558,0.607799,-0.001260,0.007146,96.152339,0.255389,48.567302,47.585037,0.834706,0.826087,-0.009335,0.002572
7.366667,2.280347,-0.085681,-0.032318,0.610455,-0.001281,0.007214,96.538921,0.257229,48.764132,47.774789,0.836427,0.827756,-0.009451,0.002586
7.400000,2.300728,-0.086381,-0.032075,0.613100,-0.001301,0.007281,96.923709,0.259072,48.960069,47.963639,0.838140,0.829415,-0.009567,0.002601
7.433333,2.321196,-0.087079,-0.031830,0.615734,-0.001322,0.007349,97.306683,0.260917,49.155105,48.151578,0.839842,0.831064,-0.009681,0.002615
7.466667,2.341753,-0.087775,-0.031583,0.618358,-0.001343,0.007416,97.687827,0.262764,49.349229,48.338597,0.841536,0.832703,-0.009795,0.002629
7.500000,2.362397,-0.088470,-0.031333,0.620970,-0.001364,0.007484,98.067123,0.264614,49.542435,48.524687,0.843221,0.834333,-0.009908,0.002643
7.533333,2.383128,-0.089163,-0.031081,0.623572,-0.001385,0.007552,98.444553,0.266468,49.734714,48.709839,0.844896,0.835953,-0.010020,0.002657
7.566667,2.403945,-0.089854,-0.030827,0.626162,-0.001406,0.007620,98.820102,0.268324,49.926058,48.894044,0.846562,0.837563,-0.010130,0.002671
7.600000,2.424849,-0.090543,-0.030571,0.628741,-0.001427,0.007689,99.193751,0.270183,50.116459,49.077292,0.848219,0.839163,-0.010240,0.002685
7.633333,2.445839,-0.091230,-0.030313,0.631309,-0.001449,0.007757,99.565485,0.272047,50.305909,49.259576,0.849867,0.840754,-0.010350,0.002699
7.666667,2.466914,-0.091915,-0.030052,0.633865,-0.001470,0.007826,99.935285,0.273914,50.494399,49.440886,0.851506,0.842335,-0.010458,0.002713
7.700000,2.488074,-0.092598,-0.029789,0.636409,-0.001492,0.007895,100.303137,0.275784,50.681923,49.621214,0.853137,0.843907,-0.010565,0.002726
7.733333,2.509319,-0.093278,-0.029523,0.638941,-0.001514,0.007964,100.669023,0.277659,50.868472,49.800551,0.854758,0.845469,-0.010671,0.002740
7.766667,2.530648,-0.093956,-0.029255,0.641462,-0.001536,0.008033,101.032928,0.279538,51.054038,49.978890,0.856370,0.847022,-0.010777,0.002753
7.800000,2.552062,-0.094631,-0.028985,0.643971,-0.001558,0.008102,101.394835,0.281422,51.238614,50.156221,0.857974,0.848565,-0.010881,0.002766
7.833333,2.573559,-0.095304,-0.028713,0.646467,-0.001580,0.008172,101.754728,0.283311,51.422192,50.332536,0.859569,0.850099,-0.010985,0.002779
7.866667,2.595139,-0.095974,-0.028438,0.648951,-0.001603,0.008242,102.112593,0.285204,51.604766,50.507827,0.861155,0.851623,-0.011087,0.002792
7.900000,2.616801,-0.096641,-0.028161,0.651423,-0.001625,0.008312,102.468413,0.287102,51.786326,50.682086,0.862733,0.853138,-0.011189,0.002805
7.933333,2.638546,-0.097305,-0.027882,0.653882,-0.001648,0.008382,102.822172,0.289006,51.966867,50.855305,0.864302,0.854644,-0.011290,0.002818
7.966667,2.660373,-0.097966,-0.027600,0.656329,-0.001670,0.008453,103.173857,0.290915,52.146381,51.027476,0.865862,0.856140,-0.011390,0.002831
8.000000,2.682282,-0.098624,-0.027316,0.658763,-0.001693,0.008524,103.523452,0.292830,52.324861,51.198591,0.867413,0.857626,-0.011489,0.002844
8.033333,2.704271,-0.099278,-0.027029,0.661184,-0.001716,0.008595,103.870941,0.294751,52.502300,51.368641,0.868957,0.859104,-0.011587,0.002856
8.066667,2.726341,-0.099929,-0.026740,0.663593,-0.001739,0.008666,104.216310,0.296678,52.678690,51.537620,0.870491,0.860572,-0.011684,0.002869
8.100000,2.748492,-0.100577,-0.026449,0.665988,-0.001763,0.008738,104.559546,0.298611,52.854025,51.705520,0.872017,0.862031,-0.011780,0.002881
8.133333,2.770722,-0.101221,-0.026155,0.668370,-0.001786,0.008809,104.900632,0.300551,53.028299,51.872333,0.873535,0.863480,-0.011876,0.002893
8.166667,2.793031,-0.101861,-0.025859,0.670739,-0.001810,0.008882,105.239555,0.302497,53.201503,52.038052,0.875044,0.864920,-0.011970,0.002905
8.200000,2.815420,-0.102498,-0.025561,0.673095,-0.001834,0.008954,105.576301,0.304451,53.373632,52.202669,0.876545,0.866351,-0.012064,0.002917
8.233333,2.837886,-0.103130,-0.025260,0.675437,-0.001857,0.009027,105.910856,0.306411,53.544680,52.366177,0.878038,0.867773,-0.012156,0.002929
8.266667,2.860431,-0.103759,-0.024957,0.677766,-0.001881,0.009100,106.243206,0.308378,53.714639,52.528568,0.879522,0.869185,-0.012248,0.002941
8.300000,2.883053,-0.104383,-0.024651,0.680081,-0.001906,0.009173,106.573338,0.310353,53.883503,52.689835,0.880998,0.870588,-0.012339,0.002953
8.333333,2.905753,-0.105003,-0.024343,0.682382,-0.001930,0.009247,106.901238,0.312336,54.051265,52.849972,0.882465,0.871982,-0.012428,0.002964
8.366667,2.928529,-0.105619,-0.024032,0.684669,-0.001954,0.009321,107.226892,0.314327,54.217921,53.008971,0.883925,0.873367,-0.012517,0.002976
8.400000,2.951381,-0.106230,-0.023719,0.686943,-0.001979,0.009395,107.550288,0.316326,54.383463,53.166826,0.885376,0.874742,-0.012605,0.002987
8.433333,2.974309,-0.106837,-0.023403,0.689202,-0.002004,0.009469,107.871413,0.318333,54.547885,53.323529,0.886819,0.876108,-0.012692,0.002999
8.466667,2.997312,-0.107439,-0.023085,0.691447,-0.002028,0.009544,108.190254,0.320348,54.711181,53.479073,0.888253,0.877465,-0.012779,0.003010
8.500000,3.020390,-0.108036,-0.022764,0.693678,-0.002053,0.009620,108.506798,0.322372,54.873346,53.633452,0.889680,0.878813,-0.012864,0.003021
8.533333,3.043542,-0.108629,-0.022441,0.695895,-0.002079,0.009695,108.821032,0.324405,55.034373,53.786660,0.891098,0.880151,-0.012948,0.003032
8.566667,3.066768,-0.109216,-0.022116,0.698097,-0.002104,0.009771,109.132945,0.326448,55.194257,53.938689,0.892509,0.881480,-0.013032,0.003043
8.600000,3.090067,-0.109798,-0.021787,0.700285,-0.002129,0.009847,109.442524,0.328499,55.352991,54.089533,0.893911,0.882800,-0.013114,0.003054
8.633333,3.113439,-0.110375,-0.021457,0.702459,-0.002155,0.009924,109.749758,0.330560,55.510572,54.239186,0.895304,0.884111,-0.013196,0.003065
8.666667,3.136884,-0.110946,-0.021123,0.704617,-0.002181,0.010001,110.054633,0.332631,55.666992,54.387642,0.896690,0.885413,-0.013277,0.003075
8.700000,3.160400,-0.111512,-0.020787,0.706761,-0.002207,0.010079,110.357140,0.334712,55.822246,54.534893,0.898068,0.886705,-0.013356,0.003086
8.733333,3.183988,-0.112073,-0.020449,0.708890,-0.002233,0.010157,110.657265,0.336803,55.976330,54.680935,0.899437,0.887988,-0.013435,0.003096
8.766667,3.207646,-0.112627,-0.020107,0.711004,-0.002259,0.010235,110.954998,0.338904,56.129238,54.825761,0.900799,0.889261,-0.013513,0.003107
8.800000,3.231375,-0.113176,-0.019764,0.713103,-0.002286,0.010313,111.250328,0.341016,56.280964,54.969364,0.902152,0.890526,-0.013590,0.003117
8.833333,3.255174,-0.113719,-0.019417,0.715187,-0.002312,0.010392,111.543243,0.343139,56.431503,55.111739,0.903497,0.891780,-0.013666,0.003127
8.866667,3.279042,-0.114256,-0.019068,0.717256,-0.002339,0.010472,111.833732,0.345272,56.580852,55.252881,0.904835,0.893026,-0.013741,0.003137
8.900000,3.302979,-0.114787,-0.018717,0.719309,-0.002366,0.010552,112.121786,0.347417,56.729003,55.392782,0.906164,0.894262,-0.013816,0.003147
8.933333,3.326984,-0.115311,-0.018362,0.721347,-0.002393,0.010632,112.407392,0.349574,56.875954,55.531439,0.907484,0.895489,-0.013889,0.003157
8.966667,3.351058,-0.115829,-0.018005,0.723370,-0.002420,0.010713,112.690542,0.351742,57.021698,55.668844,0.908797,0.896707,-0.013962,0.003167
9.000000,3.375198,-0.116341,-0.017645,0.725377,-0.002447,0.010794,112.971224,0.353922,57.166231,55.804993,0.910102,0.897915,-0.014033,0.003176
9.033333,3.399406,-0.116846,-0.017283,0.727369,-0.002475,0.010875,113.249428,0.356114,57.309549,55.939879,0.911398,0.899113,-0.014104,0.003186
9.066667,3.423679,-0.117344,-0.016917,0.729344,-0.002503,0.010958,113.525145,0.358319,57.451647,56.073498,0.912687,0.900302,-0.014173,0.003195
9.100000,3.448019,-0.117835,-0.016549,0.731305,-0.002530,0.011040,113.798365,0.360536,57.592521,56.205845,0.913967,0.901482,-0.014242,0.003205
9.133333,3.472423,-0.118319,-0.016179,0.733249,-0.002558,0.011123,114.069078,0.362766,57.732165,56.336913,0.915239,0.902652,-0.014310,0.003214
9.166667,3.496892,-0.118796,-0.015805,0.735177,-0.002587,0.011206,114.337275,0.365009,57.870577,56.466698,0.916503,0.903812,-0.014377,0.003223
9.200000,3.521426,-0.119266,-0.015429,0.737090,-0.002615,0.011290,114.602946,0.367265,58.007751,56.595194,0.917759,0.904963,-0.014443,0.003232
9.233333,3.546023,-0.119729,-0.015050,0.738987,-0.002644,0.011375,114.866082,0.369535,58.143684,56.722398,0.919006,0.906104,-0.014508,0.003241
9.266667,3.570683,-0.120184,-0.014668,0.740867,-0.002672,0.011460,115.126675,0.371818,58.278372,56.848303,0.920245,0.907236,-0.014573,0.003250
9.300000,3.595406,-0.120631,-0.014283,0.742731,-0.002701,0.011545,115.384715,0.374115,58.411810,56.972905,0.921476,0.908357,-0.014636,0.003258
9.333333,3.620191,-0.121071,-0.013895,0.744579,-0.002730,0.011631,115.640194,0.376427,58.543995,57.096199,0.922699,0.909469,-0.014698,0.003267
9.366667,3.645037,-0.121503,-0.013505,0.746411,-0.002759,0.011717,115.893103,0.378753,58.674923,57.218180,0.923913,0.910572,-0.014760,0.003276
9.400000,3.669944,-0.121927,-0.013111,0.748226,-0.002789,0.011804,116.143435,0.381094,58.804590,57.338845,0.925119,0.911664,-0.014820,0.003284
9.433333,3.694912,-0.122343,-0.012715,0.750025,-0.002818,0.011892,116.391180,0.383449,58.932993,57.458187,0.926316,0.912746,-0.014880,0.003292
9.466667,3.719940,-0.122750,-0.012315,0.751808,-0.002848,0.011980,116.636332,0.385820,59.060128,57.576204,0.927505,0.913819,-0.014939,0.003301
9.500000,3.745026,-0.123150,-0.011913,0.753574,-0.002878,0.012068,116.878881,0.388207,59.185992,57.692889,0.928686,0.914881,-0.014997,0.003309
9.533333,3.770172,-0.123541,-0.011508,0.755323,-0.002908,0.012157,117.118821,0.390609,59.310581,57.808240,0.929858,0.915933,-0.015053,0.003317
9.566667,3.795375,-0.123923,-0.011100,0.757055,-0.002938,0.012247,117.356143,0.393026,59.433892,57.922252,0.931021,0.916976,-0.015109,0.003325
9.600000,3.820637,-0.124297,-0.010688,0.758771,-0.002969,0.012337,117.590841,0.395460,59.555922,58.034920,0.932176,0.918008,-0.015164,0.003333
9.633333,3.845955,-0.124662,-0.010274,0.760470,-0.003000,0.012428,117.822908,0.397911,59.676667,58.146241,0.933322,0.919029,-0.015219,0.003340
9.666667,3.871330,-0.125018,-0.009857,0.762153,-0.003030,0.012519,118.052336,0.400378,59.796126,58.256210,0.934460,0.920041,-0.015272,0.003348
9.700000,3.896760,-0.125364,-0.009436,0.763818,-0.003061,0.012611,118.279118,0.402862,59.914294,58.364824,0.935589,0.921042,-0.015324,0.003356
9.733333,3.922247,-0.125702,-0.009013,0.765466,-0.003093,0.012703,118.503248,0.405363,60.031169,58.472079,0.936709,0.922033,-0.015376,0.003363
9.766667,3.947787,-0.126030,-0.008586,0.767098,-0.003124,0.012796,118.724719,0.407882,60.146748,58.577971,0.937820,0.923013,-0.015426,0.003370
9.800000,3.973383,-0.126349,-0.008157,0.768712,-0.003156,0.012890,118.943524,0.410419,60.261029,58.682496,0.938922,0.923983,-0.015476,0.003378
9.833333,3.999031,-0.126659,-0.007724,0.770309,-0.003187,0.012984,119.159659,0.412973,60.374008,58.785651,0.940015,0.924942,-0.015524,0.003385
9.866667,4.024733,-0.126958,-0.007288,0.771889,-0.003219,0.013079,119.373116,0.415546,60.485684,58.887432,0.941099,0.925891,-0.015572,0.003392
9.900000,4.050487,-0.127248,-0.006849,0.773452,-0.003252,0.013175,119.583889,0.418137,60.596054,58.987835,0.942175,0.926829,-0.015619,0.003399
9.933333,4.076294,-0.127528,-0.006407,0.774997,-0.003284,0.013271,119.791974,0.420747,60.705115,59.086858,0.943241,0.927755,-0.015665,0.003405
9.966667,4.102151,-0.127798,-0.005961,0.776525,-0.003316,0.013368,119.997364,0.423376,60.812866,59.184497,0.944297,0.928672,-0.015710,0.003412
10.000000,4.128060,-0.128058,-0.005512,0.778036,-0.003349,0.013465,120.200053,0.426024,60.919304,59.280749,0.945345,0.929577,-0.015754,0.003419
10.033333,4.154018,-0.128307,-0.005060,0.779530,-0.003382,0.013563,120.400038,0.428692,61.024427,59.375610,0.946383,0.930471,-0.015797,0.003425
10.066667,4.180026,-0.128546,-0.004605,0.781006,-0.003415,0.013662,120.597311,0.431380,61.128233,59.469078,0.947412,0.931354,-0.015839,0.003432
10.100000,4.206083,-0.128775,-0.004146,0.782464,-0.003448,0.013761,120.791870,0.434088,61.230721,59.561150,0.948431,0.932226,-0.015881,0.003438
10.133333,4.232189,-0.128992,-0.003684,0.783905,-0.003482,0.013861,120.983709,0.436817,61.331887,59.651822,0.949441,0.933086,-0.015921,0.003444
10.166667,4.258342,-0.129199,-0.003218,0.785328,-0.003516,0.013962,121.172823,0.439566,61.431731,59.741091,0.950441,0.933935,-0.015961,0.003450
10.200000,4.284543,-0.129395,-0.002750,0.786734,-0.003550,0.014063,121.359207,0.442337,61.530251,59.828956,0.951431,0.934773,-0.015999,0.003456
10.233333,4.310790,-0.129580,-0.002278,0.788122,-0.003584,0.014165,121.542859,0.445129,61.627446,59.915413,0.952412,0.935599,-0.016037,0.003462
10.266667,4.337083,-0.129754,-0.001802,0.789492,-0.003618,0.014268,121.723773,0.447942,61.723313,60.000460,0.953382,0.936414,-0.016074,0.003468
10.300000,4.363422,-0.129916,-0.001323,0.790845,-0.003653,0.014372,121.901945,0.450777,61.817852,60.084093,0.954343,0.937217,-0.016110,0.003474
10.333333,4.389806,-0.130067,-0.000840,0.792180,-0.003687,0.014476,122.077373,0.453635,61.911061,60.166312,0.955293,0.938008,-0.016145,0.003480
10.366667,4.416234,-0.130206,-0.000354,0.793497,-0.003722,0.014581,122.250051,0.456515,62.002939,60.247113,0.956233,0.938787,-0.016179,0.003485
10.400000,4.442705,-0.130334,0.000135,0.794796,-0.003757,0.014686,122.419978,0.459418,62.093484,60.326493,0.957164,0.939555,-0.016212,0.003491
10.433333,4.469220,-0.130450,0.000628,0.796078,-0.003793,0.014793,122.587149,0.462344,62.182697,60.404452,0.958083,0.940310,-0.016244,0.003496
10.466667,4.495777,-0.130553,0.001125,0.797341,-0.003828,0.014900,122.751561,0.465293,62.270575,60.480986,0.958992,0.941054,-0.016275,0.003501
10.500000,4.522376,-0.130645,0.001625,0.798587,-0.003864,0.015008,122.913212,0.468266,62.357118,60.556093,0.959891,0.941785,-0.016306,0.003506
