t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2,cmd1,cmd2,jerk_x,jerk_y
98.933333,27.255181,4.561029,-2.714859,0.715502,0.004874,-0.015091,109.823781,-0.314154,54.307749,55.516033,0.884712,0.895353,0.007418,0.000106
98.966667,27.233521,4.551009,-2.715356,0.716406,0.004830,-0.014923,109.949550,-0.310037,54.378549,55.571000,0.885333,0.895840,0.007472,0.000138
99.000000,27.211827,4.540989,-2.715848,0.717303,0.004786,-0.014757,110.074087,-0.305965,54.448650,55.625437,0.885948,0.896322,0.007526,0.000170
99.033333,27.190101,4.530969,-2.716335,0.718192,0.004743,-0.014592,110.197382,-0.301935,54.518046,55.679336,0.886557,0.896800,0.007580,0.000202
99.066667,27.168343,4.520948,-2.716815,0.719074,0.004700,-0.014429,110.319423,-0.297949,54.586732,55.732690,0.887160,0.897273,0.007634,0.000234
99.100000,27.146552,4.510927,-2.717291,0.719948,0.004656,-0.014267,110.440197,-0.294006,54.654703,55.785494,0.887757,0.897742,0.007689,0.000267
99.133333,27.124730,4.500906,-2.717761,0.720814,0.004614,-0.014107,110.559694,-0.290105,54.721954,55.837741,0.888348,0.898205,0.007744,0.000299
99.166667,27.102877,4.490884,-2.718226,0.721673,0.004571,-0.013948,110.677902,-0.286246,54.788478,55.889424,0.888933,0.898665,0.007799,0.000332
99.200000,27.080992,4.480862,-2.718686,0.722524,0.004528,-0.013790,110.794808,-0.282429,54.854271,55.940537,0.889512,0.899119,0.007854,0.000365
99.233333,27.059076,4.470840,-2.719140,0.723367,0.004486,-0.013634,110.910401,-0.278654,54.919327,55.991074,0.890085,0.899569,0.007909,0.000398
99.266667,27.037130,4.460817,-2.719590,0.724202,0.004444,-0.013479,111.024669,-0.274921,54.983641,56.041028,0.890651,0.900013,0.007964,0.000431
99.300000,27.015153,4.450795,-2.720034,0.725029,0.004403,-0.013325,111.137600,-0.271228,55.047207,56.090392,0.891211,0.900453,0.008020,0.000464
99.333333,26.993146,4.440772,-2.720473,0.725847,0.004361,-0.013173,111.249182,-0.267576,55.110021,56.139161,0.891765,0.900887,0.008075,0.000497
99.366667,26.971110,4.430748,-2.720907,0.726658,0.004320,-0.013022,111.359403,-0.263965,55.172076,56.187327,0.892313,0.901317,0.008131,0.000531
99.400000,26.949044,4.420725,-2.721336,0.727460,0.004279,-0.012872,111.468252,-0.260395,55.233367,56.234885,0.892854,0.901741,0.008187,0.000565
99.433333,26.926949,4.410701,-2.721760,0.728254,0.004238,-0.012724,111.575716,-0.256864,55.293889,56.281827,0.893388,0.902160,0.008243,0.000599
99.466667,26.904825,4.400678,-2.722179,0.729039,0.004197,-0.012577,111.681784,-0.253373,55.353636,56.328148,0.893916,0.902574,0.008299,0.000633
99.500000,26.882673,4.390654,-2.722594,0.729816,0.004157,-0.012432,111.786443,-0.249922,55.412603,56.373840,0.894438,0.902982,0.008356,0.000667
99.533333,26.860492,4.380630,-2.723003,0.730584,0.004116,-0.012287,111.889682,-0.246510,55.470784,56.418898,0.894952,0.903385,0.008412,0.000702
99.566667,26.838284,4.370605,-2.723408,0.731344,0.004076,-0.012144,111.991487,-0.243136,55.528174,56.463314,0.895460,0.903782,0.008469,0.000737
99.600000,26.816048,4.360581,-2.723808,0.732095,0.004037,-0.012003,112.091848,-0.239802,55.584766,56.507082,0.895961,0.904174,0.008526,0.000771
99.633333,26.793785,4.350557,-2.724204,0.732837,0.003997,-0.011862,112.190753,-0.236506,55.640556,56.550196,0.896456,0.904560,0.008583,0.000806
99.666667,26.771495,4.340533,-2.724594,0.733570,0.003958,-0.011723,112.288188,-0.233249,55.695538,56.592650,0.896943,0.904940,0.008640,0.000841
99.700000,26.749178,4.330509,-2.724981,0.734294,0.003919,-0.011585,112.384142,-0.230030,55.749707,56.634435,0.897424,0.905315,0.008697,0.000877
99.733333,26.726835,4.320484,-2.725362,0.735009,0.003880,-0.011448,112.478603,-0.226848,55.803056,56.675547,0.897897,0.905684,0.008755,0.000912
99.766667,26.704466,4.310460,-2.725739,0.735715,0.003841,-0.011313,112.571558,-0.223704,55.855580,56.715979,0.898364,0.906047,0.008813,0.000948
99.800000,26.682071,4.300436,-2.726112,0.736411,0.003803,-0.011179,112.662996,-0.220597,55.907273,56.755723,0.898823,0.906404,0.008870,0.000984
99.833333,26.659651,4.290412,-2.726480,0.737098,0.003765,-0.011046,112.752904,-0.217527,55.958130,56.794773,0.899276,0.906754,0.008928,0.001020
99.866667,26.637206,4.280389,-2.726844,0.737776,0.003727,-0.010914,112.841269,-0.214494,56.008145,56.833124,0.899720,0.907099,0.008986,0.001056
99.900000,26.614736,4.270365,-2.727203,0.738445,0.003689,-0.010784,112.928080,-0.211498,56.057313,56.870767,0.900158,0.907438,0.009045,0.001092
99.933333,26.592242,4.260342,-2.727559,0.739104,0.003652,-0.010655,113.013325,-0.208538,56.105627,56.907698,0.900588,0.907770,0.009103,0.001129
99.966667,26.569724,4.250320,-2.727910,0.739753,0.003615,-0.010527,113.096990,-0.205615,56.153082,56.943908,0.901011,0.908096,0.009162,0.001165
100.000000,26.547182,4.240297,-2.728256,0.740392,0.003578,-0.010400,113.179064,-0.202727,56.199672,56.979391,0.901427,0.908416,0.009220,0.001202
100.033333,26.524617,4.230275,-2.728599,0.741022,0.003541,-0.010274,113.259534,-0.199875,56.245392,57.014142,0.901835,0.908729,0.009279,0.001239
100.066667,26.502029,4.220253,-2.728937,0.741642,0.003504,-0.010150,113.338387,-0.197058,56.290235,57.048152,0.902235,0.909036,0.009338,0.001276
100.100000,26.479418,4.210232,-2.729271,0.742252,0.003468,-0.010027,113.415612,-0.194277,56.334196,57.081416,0.902628,0.909336,0.009397,0.001313
100.133333,26.456785,4.200212,-2.729601,0.742852,0.003432,-0.009905,113.491196,-0.191531,56.377269,57.113927,0.903012,0.909629,0.009457,0.001351
100.166667,26.434130,4.190192,-2.729928,0.743442,0.003396,-0.009784,113.565126,-0.188820,56.419448,57.145679,0.903390,0.909916,0.009516,0.001388
100.200000,26.411454,4.180172,-2.730250,0.744021,0.003361,-0.009665,113.637390,-0.186144,56.460727,57.176664,0.903759,0.910196,0.009576,0.001426
100.233333,26.388756,4.170154,-2.730568,0.744590,0.003325,-0.009546,113.707976,-0.183502,56.501100,57.206875,0.904120,0.910469,0.009636,0.001464
100.266667,26.366038,4.160136,-2.730882,0.745149,0.003290,-0.009429,113.776870,-0.180894,56.540562,57.236308,0.904474,0.910735,0.009695,0.001502
100.300000,26.343298,4.150119,-2.731193,0.745698,0.003255,-0.009313,113.844060,-0.178320,56.579107,57.264954,0.904819,0.910995,0.009756,0.001541
100.333333,26.320539,4.140103,-2.731499,0.746236,0.003220,-0.009198,113.909534,-0.175780,56.616728,57.292806,0.905156,0.911247,0.009816,0.001579
100.366667,26.297760,4.130087,-2.731802,0.746763,0.003186,-0.009084,113.973279,-0.173274,56.653419,57.319860,0.905485,0.911492,0.009876,0.001618
100.400000,26.274962,4.120073,-2.732101,0.747280,0.003152,-0.008972,114.035282,-0.170802,56.689175,57.346106,0.905806,0.911730,0.009937,0.001656
100.433333,26.252144,4.110060,-2.732396,0.747786,0.003118,-0.008860,114.095530,-0.168363,56.723990,57.371540,0.906119,0.911960,0.009997,0.001695
100.466667,26.229308,4.100047,-2.732688,0.748281,0.003084,-0.008750,114.154012,-0.165957,56.757858,57.396154,0.906423,0.912183,0.010058,0.001734
100.500000,26.206453,4.090036,-2.732976,0.748765,0.003051,-0.008641,114.210713,-0.163584,56.790772,57.419941,0.906718,0.912399,0.010119,0.001774
100.533333,26.183581,4.080026,-2.733261,0.749238,0.003017,-0.008533,114.265622,-0.161244,56.822727,57.442895,0.907006,0.912607,0.010181,0.001813
100.566667,26.160691,4.070018,-2.733541,0.749700,0.002984,-0.008426,114.318725,-0.158936,56.853716,57.465009,0.907284,0.912808,0.010242,0.001853
100.600000,26.137783,4.060011,-2.733819,0.750151,0.002952,-0.008320,114.370011,-0.156661,56.883734,57.486277,0.907554,0.913001,0.010303,0.001892
100.633333,26.114859,4.050005,-2.734093,0.750591,0.002919,-0.008215,114.419464,-0.154419,56.912773,57.506691,0.907816,0.913187,0.010365,0.001932
100.666667,26.091919,4.040001,-2.734363,0.751019,0.002887,-0.008112,114.467074,-0.152208,56.940829,57.526245,0.908068,0.913364,0.010427,0.001972
100.700000,26.068962,4.029998,-2.734630,0.751436,0.002855,-0.008009,114.512827,-0.150030,56.967895,57.544932,0.908312,0.913534,0.010489,0.002013
100.733333,26.045990,4.019997,-2.734894,0.751842,0.002823,-0.007908,114.556711,-0.147883,56.993965,57.562746,0.908547,0.913696,0.010551,0.002053
100.766667,26.023002,4.009998,-2.735154,0.752235,0.002791,-0.007808,114.598711,-0.145768,57.019032,57.579679,0.908773,0.913850,0.010613,0.002094
100.800000,26.000000,4.000000,-2.735411,0.752617,0.002760,-0.007709,114.638816,-0.143684,57.043092,57.595723,0.908990,0.913996,0.010675,0.002134
100.833333,25.976983,3.990004,-2.735664,0.752988,0.002729,-0.007610,114.677012,-0.141629,57.066143,57.610868,0.909198,0.914134,0.010738,0.002175
100.866667,25.953952,3.980011,-2.735915,0.753346,0.002698,-0.007513,114.713288,-0.139598,57.088186,57.625102,0.909397,0.914264,0.010799,0.002215
100.900000,25.930908,3.970019,-2.736162,0.753693,0.002667,-0.007418,114.747633,-0.137592,57.109216,57.638418,0.909587,0.914385,0.010860,0.002255
100.933333,25.907850,3.960029,-2.736406,0.754027,0.002637,-0.007323,114.780036,-0.135611,57.129227,57.650809,0.909768,0.914498,0.010920,0.002295
100.966667,25.884779,3.950042,-2.736647,0.754350,0.002607,-0.007229,114.810486,-0.133654,57.148216,57.662270,0.909939,0.914602,0.010979,0.002334
101.000000,25.861695,3.940057,-2.736885,0.754660,0.002577,-0.007136,114.838972,-0.131721,57.166177,57.672795,0.910101,0.914698,0.011037,0.002373
101.033333,25.838600,3.930074,-2.737120,0.754958,0.002547,-0.007044,114.865485,-0.129811,57.183105,57.682379,0.910254,0.914785,0.011095,0.002412
101.066667,25.815493,3.920094,-2.737352,0.755244,0.002518,-0.006953,114.890012,-0.127925,57.198996,57.691016,0.910398,0.914864,0.011152,0.002450
101.100000,25.792375,3.910117,-2.737580,0.755517,0.002489,-0.006863,114.912545,-0.126062,57.213845,57.698700,0.910532,0.914934,0.011208,0.002488
101.133333,25.769246,3.900142,-2.737806,0.755778,0.002460,-0.006775,114.933073,-0.124223,57.227647,57.705426,0.910657,0.914995,0.011264,0.002525
101.166667,25.746106,3.890169,-2.738029,0.756026,0.002431,-0.006687,114.951585,-0.122406,57.240397,57.711188,0.910772,0.915048,0.011319,0.002563
101.200000,25.722957,3.880200,-2.738249,0.756262,0.002403,-0.006600,114.968073,-0.120611,57.252092,57.715981,0.910878,0.915091,0.011373,0.002599
101.233333,25.699797,3.870233,-2.738466,0.756485,0.002374,-0.006514,114.982527,-0.118839,57.262727,57.719799,0.910975,0.915126,0.011426,0.002636
101.266667,25.676629,3.860270,-2.738681,0.756695,0.002346,-0.006429,114.994936,-0.117088,57.272298,57.722638,0.911061,0.915152,0.011479,0.002672
101.300000,25.653452,3.850309,-2.738892,0.756893,0.002319,-0.006344,115.005292,-0.115360,57.280800,57.724492,0.911138,0.915169,0.011531,0.002708
101.333333,25.630267,3.840352,-2.739101,0.757077,0.002291,-0.006261,115.013585,-0.113653,57.288230,57.725356,0.911205,0.915177,0.011582,0.002743
101.366667,25.607074,3.830399,-2.739307,0.757249,0.002264,-0.006179,115.019807,-0.111967,57.294582,57.725225,0.911263,0.915176,0.011632,0.002778
101.400000,25.583873,3.820448,-2.739510,0.757407,0.002237,-0.006097,115.023947,-0.110302,57.299854,57.724093,0.911311,0.915165,0.011682,0.002813
101.433333,25.560665,3.810501,-2.739710,0.757552,0.002210,-0.006017,115.025998,-0.108658,57.304041,57.721957,0.911349,0.915146,0.011731,0.002848
101.466667,25.537451,3.800558,-2.739908,0.757684,0.002183,-0.005937,115.025951,-0.107035,57.307140,57.718811,0.911377,0.915117,0.011780,0.002882
101.500000,25.514231,3.790619,-2.740104,0.757803,0.002157,-0.005858,115.023796,-0.105431,57.309146,57.714650,0.911395,0.915079,0.011827,0.002915
101.533333,25.491005,3.780683,-2.740296,0.757909,0.002131,-0.005780,115.019526,-0.103848,57.310056,57.709470,0.911403,0.915032,0.011874,0.002949
101.566667,25.467773,3.770751,-2.740486,0.758001,0.002105,-0.005703,115.013133,-0.102284,57.309866,57.703266,0.911401,0.914976,0.011920,0.002982
101.600000,25.444537,3.760824,-2.740674,0.758080,0.002079,-0.005626,115.004607,-0.100740,57.308574,57.696034,0.911390,0.914910,0.011965,0.003014
101.633333,25.421296,3.750900,-2.740859,0.758145,0.002053,-0.005551,114.993942,-0.099215,57.306174,57.687768,0.911368,0.914834,0.012010,0.003047
101.666667,25.398052,3.740981,-2.741041,0.758196,0.002028,-0.005476,114.981129,-0.097708,57.302663,57.678465,0.911336,0.914750,0.012054,0.003079
101.700000,25.374804,3.731067,-2.741222,0.758234,0.002003,-0.005402,114.966160,-0.096221,57.298040,57.668121,0.911294,0.914655,0.012097,0.003110
101.733333,25.351553,3.721156,-2.741399,0.758259,0.001978,-0.005329,114.949029,-0.094752,57.292299,57.656730,0.911242,0.914552,0.012140,0.003142
101.766667,25.328299,3.711251,-2.741574,0.758269,0.001954,-0.005257,114.929727,-0.093302,57.285437,57.644289,0.911180,0.914438,0.012181,0.003173
101.800000,25.305043,3.701350,-2.741747,0.758266,0.001929,-0.005185,114.908247,-0.091869,57.277452,57.630794,0.911108,0.914315,0.012223,0.003203
101.833333,25.281785,3.691454,-2.741918,0.758249,0.001905,-0.005114,114.884582,-0.090454,57.268341,57.616241,0.911025,0.914183,0.012263,0.003233
101.866667,25.258527,3.681563,-2.742086,0.758218,0.001881,-0.005044,114.858725,-0.089057,57.258100,57.600625,0.910933,0.914041,0.012302,0.003263
101.900000,25.235267,3.671677,-2.742252,0.758173,0.001857,-0.004975,114.830669,-0.087677,57.246726,57.583944,0.910830,0.913889,0.012341,0.003293
101.933333,25.212007,3.661797,-2.742415,0.758114,0.001834,-0.004906,114.800408,-0.086314,57.234216,57.566192,0.910717,0.913727,0.012379,0.003322
101.966667,25.188747,3.651921,-2.742577,0.758041,0.001810,-0.004839,114.767934,-0.084968,57.220568,57.547366,0.910593,0.913556,0.012417,0.003351
102.000000,25.165488,3.642052,-2.742736,0.757954,0.001787,-0.004772,114.733242,-0.083638,57.205779,57.527463,0.910459,0.913375,0.012453,0.003379
102.033333,25.142230,3.632187,-2.742892,0.757852,0.001764,-0.004705,114.696325,-0.082325,57.189845,57.506479,0.910315,0.913185,0.012489,0.003408
102.066667,25.118973,3.622329,-2.743047,0.757737,0.001742,-0.004640,114.657176,-0.081028,57.172765,57.484411,0.910161,0.912984,0.012525,0.003435
102.100000,25.095718,3.612476,-2.743200,0.757607,0.001719,-0.004575,114.615790,-0.079747,57.154535,57.461255,0.909996,0.912774,0.012559,0.003463
102.133333,25.072466,3.602630,-2.743350,0.757463,0.001697,-0.004511,114.572161,-0.078482,57.135154,57.437007,0.909821,0.912554,0.012593,0.003490
102.166667,25.049217,3.592789,-2.743498,0.757304,0.001675,-0.004447,114.526282,-0.077232,57.114618,57.411665,0.909636,0.912324,0.012626,0.003517
102.200000,25.025970,3.582955,-2.743644,0.757131,0.001653,-0.004384,114.478149,-0.075998,57.092925,57.385224,0.909440,0.912084,0.012658,0.003543
102.233333,25.002728,3.573127,-2.743788,0.756943,0.001631,-0.004322,114.427756,-0.074779,57.070073,57.357683,0.909234,0.911834,0.012690,0.003569
102.266667,24.979490,3.563306,-2.743930,0.756741,0.001610,-0.004261,114.375098,-0.073574,57.046060,57.329038,0.909017,0.911575,0.012721,0.003595
102.300000,24.956257,3.553491,-2.744070,0.756525,0.001588,-0.004200,114.320168,-0.072385,57.020883,57.299285,0.908790,0.911305,0.012751,0.003620
102.333333,24.933029,3.543683,-2.744208,0.756294,0.001567,-0.004140,114.262963,-0.071210,56.994540,57.268423,0.908552,0.911026,0.012780,0.003645
102.366667,24.909807,3.533882,-2.744344,0.756048,0.001546,-0.004080,114.203477,-0.070049,56.967029,57.236448,0.908304,0.910737,0.012809,0.003670
102.400000,24.886591,3.524088,-2.744478,0.755788,0.001526,-0.004021,114.141705,-0.068902,56.938349,57.203357,0.908046,0.910437,0.012837,0.003694
102.433333,24.863382,3.514301,-2.744611,0.755512,0.001505,-0.003963,114.077643,-0.067769,56.908496,57.169147,0.907777,0.910128,0.012864,0.003718
102.466667,24.840179,3.504521,-2.744741,0.755222,0.001485,-0.003906,114.011287,-0.066650,56.877470,57.133817,0.907498,0.909809,0.012890,0.003742
102.500000,24.816985,3.494749,-2.744869,0.754918,0.001465,-0.003849,113.942631,-0.065545,56.845268,57.097363,0.907208,0.909480,0.012916,0.003765
102.533333,24.793798,3.484985,-2.744995,0.754598,0.001445,-0.003792,113.871671,-0.064453,56.811888,57.059783,0.906908,0.909141,0.012941,0.003788
102.566667,24.770620,3.475228,-2.745120,0.754264,0.001425,-0.003737,113.798404,-0.063374,56.777330,57.021075,0.906598,0.908792,0.012966,0.003811
102.600000,24.747452,3.465479,-2.745243,0.753914,0.001405,-0.003682,113.722826,-0.062308,56.741590,56.981236,0.906277,0.908432,0.012989,0.003833
102.633333,24.724292,3.455738,-2.745364,0.753550,0.001386,-0.003627,113.644932,-0.061255,56.704669,56.940263,0.905945,0.908063,0.013012,0.003855
102.666667,24.701143,3.446006,-2.745483,0.753171,0.001367,-0.003573,113.564719,-0.060214,56.666563,56.898156,0.905603,0.907684,0.013034,0.003877
102.700000,24.678004,3.436281,-2.745600,0.752777,0.001348,-0.003520,113.482183,-0.059186,56.627272,56.854911,0.905251,0.907295,0.013055,0.003898
102.733333,24.654876,3.426565,-2.745716,0.752367,0.001329,-0.003467,113.397322,-0.058170,56.586795,56.810527,0.904888,0.906896,0.013076,0.003919
102.766667,24.631760,3.416858,-2.745829,0.751943,0.001310,-0.003415,113.310130,-0.057167,56.545129,56.765001,0.904514,0.906487,0.013096,0.003939
102.800000,24.608655,3.407159,-2.745942,0.751504,0.001292,-0.003363,113.220607,-0.056175,56.502275,56.718332,0.904131,0.906068,0.013115,0.003960
102.833333,24.585563,3.397469,-2.746052,0.751049,0.001273,-0.003312,113.128747,-0.055195,56.458229,56.670518,0.903736,0.905639,0.013134,0.003979
102.866667,24.562484,3.387788,-2.746161,0.750579,0.001255,-0.003262,113.034550,-0.054227,56.412993,56.621557,0.903332,0.905199,0.013152,0.003999
102.900000,24.539419,3.378117,-2.746268,0.750094,0.001237,-0.003212,112.938011,-0.053270,56.366563,56.571447,0.902917,0.904750,0.013169,0.004018
102.933333,24.516367,3.368454,-2.746373,0.749594,0.001220,-0.003163,112.839128,-0.052324,56.318940,56.520188,0.902491,0.904291,0.013185,0.004037
102.966667,24.493329,3.358802,-2.746477,0.749079,0.001202,-0.003114,112.737899,-0.051390,56.270123,56.467776,0.902055,0.903822,0.013201,0.004055
103.000000,24.470307,3.349158,-2.746579,0.748548,0.001185,-0.003065,112.634322,-0.050466,56.220110,56.414212,0.901609,0.903343,0.013215,0.004073
103.033333,24.447300,3.339525,-2.746680,0.748002,0.001167,-0.003018,112.528393,-0.049554,56.168901,56.359492,0.901152,0.902854,0.013230,0.004091
103.066667,24.424309,3.329901,-2.746779,0.747441,0.001150,-0.002970,112.420112,-0.048652,56.116495,56.303617,0.900685,0.902354,0.013243,0.004108
103.100000,24.401334,3.320288,-2.746876,0.746865,0.001133,-0.002924,112.309476,-0.047760,56.062891,56.246585,0.900208,0.901845,0.013256,0.004125
103.133333,24.378375,3.310685,-2.746972,0.746273,0.001117,-0.002877,112.196484,-0.046879,56.008089,56.188394,0.899720,0.901326,0.013268,0.004142
103.166667,24.355435,3.301092,-2.747066,0.745665,0.001100,-0.002832,112.081133,-0.046009,55.952089,56.129045,0.899222,0.900797,0.013279,0.004159
103.200000,24.332512,3.291510,-2.747159,0.745043,0.001084,-0.002786,111.963423,-0.045148,55.894889,56.068534,0.898713,0.900258,0.013289,0.004175
103.233333,24.309607,3.281938,-2.747251,0.744405,0.001067,-0.002742,111.843352,-0.044297,55.836489,56.006862,0.898194,0.899709,0.013299,0.004190
103.266667,24.286721,3.272377,-2.747341,0.743751,0.001051,-0.002697,111.720918,-0.043456,55.776890,55.944028,0.897665,0.899150,0.013308,0.004206
103.300000,24.263854,3.262828,-2.747429,0.743082,0.001035,-0.002654,111.596121,-0.042625,55.716090,55.880031,0.897126,0.898581,0.013316,0.004221
103.333333,24.241008,3.253289,-2.747516,0.742398,0.001020,-0.002610,111.468960,-0.041803,55.654090,55.814870,0.896576,0.898002,0.013324,0.004235
103.366667,24.218181,3.243762,-2.747602,0.741698,0.001004,-0.002567,111.339433,-0.040991,55.590889,55.748545,0.896016,0.897414,0.013331,0.004249
103.400000,24.195375,3.234246,-2.747686,0.740983,0.000989,-0.002525,111.207541,-0.040187,55.526487,55.681054,0.895445,0.896815,0.013337,0.004263
103.433333,24.172591,3.224742,-2.747769,0.740252,0.000973,-0.002483,111.073282,-0.039393,55.460885,55.612398,0.894865,0.896206,0.013342,0.004277
