t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2
97.633333,28.071548,4.951583,-2.690609,0.675285,0.006754,-0.022816,104.081473,-0.512075,51.055976,53.025497
97.666667,28.051366,4.941570,-2.691362,0.676419,0.006702,-0.022587,104.246309,-0.506009,51.150061,53.096248
97.700000,28.031142,4.931557,-2.692108,0.677549,0.006650,-0.022360,104.410357,-0.499999,51.243642,53.166714
97.733333,28.010876,4.921544,-2.692845,0.678673,0.006599,-0.022134,104.573605,-0.494045,51.336717,53.236888
97.766667,27.990568,4.911532,-2.693576,0.679793,0.006547,-0.021910,104.736043,-0.488146,51.429279,53.306764
97.800000,27.970218,4.901519,-2.694299,0.680909,0.006496,-0.021687,104.897660,-0.482303,51.521324,53.376336
97.833333,27.949827,4.891507,-2.695014,0.682019,0.006445,-0.021467,105.058444,-0.476515,51.612847,53.445597
97.866667,27.929395,4.881495,-2.695722,0.683125,0.006394,-0.021248,105.218385,-0.470782,51.703843,53.514542
97.900000,27.908922,4.871483,-2.696424,0.684226,0.006343,-0.021031,105.377470,-0.465103,51.794307,53.583164
97.933333,27.888408,4.861471,-2.697117,0.685322,0.006293,-0.020815,105.535690,-0.459478,51.884234,53.651456
97.966667,27.867853,4.851459,-2.697804,0.686412,0.006242,-0.020601,105.693033,-0.453906,51.973620,53.719413
98.000000,27.847258,4.841447,-2.698484,0.687498,0.006192,-0.020389,105.849487,-0.448388,52.062459,53.787028
98.033333,27.826624,4.831435,-2.699156,0.688578,0.006142,-0.020179,106.005043,-0.442923,52.150747,53.854296
98.066667,27.805949,4.821423,-2.699822,0.689653,0.006093,-0.019970,106.159687,-0.437510,52.238478,53.921209
98.100000,27.785234,4.811411,-2.700481,0.690723,0.006043,-0.019762,106.313410,-0.432150,52.325648,53.987762
98.133333,27.764481,4.801399,-2.701133,0.691787,0.005994,-0.019557,106.466200,-0.426841,52.412252,54.053948
98.166667,27.743688,4.791386,-2.701778,0.692846,0.005945,-0.019353,106.618045,-0.421584,52.498284,54.119761
98.200000,27.722856,4.781374,-2.702416,0.693899,0.005896,-0.019151,106.768935,-0.416378,52.583740,54.185195
98.233333,27.701985,4.771361,-2.703048,0.694946,0.005847,-0.018950,106.918858,-0.411223,52.668615,54.250243
98.266667,27.681076,4.761348,-2.703673,0.695988,0.005799,-0.018751,107.067804,-0.406119,52.752903,54.314900
98.300000,27.660128,4.751335,-2.704291,0.697024,0.005751,-0.018553,107.215759,-0.401065,52.836601,54.379159
98.333333,27.639143,4.741322,-2.704903,0.698053,0.005703,-0.018357,107.362714,-0.396061,52.919702,54.443013
98.366667,27.618119,4.731308,-2.705509,0.699078,0.005655,-0.018163,107.508657,-0.391106,53.002201,54.506456
98.400000,27.597058,4.721294,-2.706108,0.700095,0.005607,-0.017970,107.653577,-0.386201,53.084094,54.569483
98.433333,27.575960,4.711280,-2.706700,0.701107,0.005560,-0.017779,107.797462,-0.381345,53.165376,54.632086
98.466667,27.554825,4.701266,-2.707286,0.702113,0.005513,-0.017589,107.940301,-0.376537,53.246041,54.694260
98.500000,27.533653,4.691251,-2.707866,0.703113,0.005466,-0.017401,108.082082,-0.371777,53.326085,54.755997
98.533333,27.512444,4.681236,-2.708440,0.704106,0.005419,-0.017214,108.222794,-0.367066,53.405502,54.817293
98.566667,27.491199,4.671221,-2.709008,0.705092,0.005372,-0.017029,108.362426,-0.362402,53.484287,54.878140
98.600000,27.469918,4.661205,-2.709569,0.706073,0.005326,-0.016845,108.500966,-0.357785,53.562435,54.938532
98.633333,27.448601,4.651189,-2.710125,0.707046,0.005280,-0.016663,108.638403,-0.353216,53.639941,54.998462
98.666667,27.427249,4.641173,-2.710674,0.708013,0.005234,-0.016483,108.774725,-0.348693,53.716800,55.057926
98.700000,27.405861,4.631156,-2.711218,0.708974,0.005188,-0.016303,108.909921,-0.344216,53.793006,55.116915
98.733333,27.384439,4.621139,-2.711755,0.709927,0.005143,-0.016126,109.043978,-0.339786,53.868555,55.175423
98.766667,27.362981,4.611121,-2.712287,0.710874,0.005097,-0.015950,109.176887,-0.335401,53.943441,55.233446
98.800000,27.341489,4.601104,-2.712813,0.711814,0.005052,-0.015775,109.308634,-0.331062,54.017659,55.290975
98.833333,27.319963,4.591085,-2.713333,0.712747,0.005007,-0.015602,109.439209,-0.326768,54.091204,55.348004
98.866667,27.298403,4.581067,-2.713847,0.713672,0.004963,-0.015430,109.568599,-0.322519,54.164071,55.404528
98.900000,27.276809,4.571048,-2.714356,0.714591,0.004918,-0.015260,109.696794,-0.318314,54.236254,55.460540
98.933333,27.255181,4.561029,-2.714859,0.715502,0.004874,-0.015091,109.823781,-0.314154,54.307749,55.516033
98.966667,27.233521,4.551009,-2.715356,0.716406,0.004830,-0.014923,109.949550,-0.310037,54.378549,55.571000
99.000000,27.211827,4.540989,-2.715848,0.717303,0.004786,-0.014757,110.074087,-0.305965,54.448650,55.625437
99.033333,27.190101,4.530969,-2.716335,0.718192,0.004743,-0.014592,110.197382,-0.301935,54.518046,55.679336
99.066667,27.168343,4.520948,-2.716815,0.719074,0.004700,-0.014429,110.319423,-0.297949,54.586732,55.732690
99.100000,27.146552,4.510927,-2.717291,0.719948,0.004656,-0.014267,110.440197,-0.294006,54.654703,55.785494
99.133333,27.124730,4.500906,-2.717761,0.720814,0.004614,-0.014107,110.559694,-0.290105,54.721954,55.837741
99.166667,27.102877,4.490884,-2.718226,0.721673,0.004571,-0.013948,110.677902,-0.286246,54.788478,55.889424
99.200000,27.080992,4.480862,-2.718686,0.722524,0.004528,-0.013790,110.794808,-0.282429,54.854271,55.940537
99.233333,27.059076,4.470840,-2.719140,0.723367,0.004486,-0.013634,110.910401,-0.278654,54.919327,55.991074
99.266667,27.037130,4.460817,-2.719590,0.724202,0.004444,-0.013479,111.024669,-0.274921,54.983641,56.041028
99.300000,27.015153,4.450795,-2.720034,0.725029,0.004403,-0.013325,111.137600,-0.271228,55.047207,56.090392
99.333333,26.993146,4.440772,-2.720473,0.725847,0.004361,-0.013173,111.249182,-0.267576,55.110021,56.139161
99.366667,26.971110,4.430748,-2.720907,0.726658,0.004320,-0.013022,111.359403,-0.263965,55.172076,56.187327
99.400000,26.949044,4.420725,-2.721336,0.727460,0.004279,-0.012872,111.468252,-0.260395,55.233367,56.234885
99.433333,26.926949,4.410701,-2.721760,0.728254,0.004238,-0.012724,111.575716,-0.256864,55.293889,56.281827
99.466667,26.904825,4.400678,-2.722179,0.729039,0.004197,-0.012577,111.681784,-0.253373,55.353636,56.328148
99.500000,26.882673,4.390654,-2.722594,0.729816,0.004157,-0.012432,111.786443,-0.249922,55.412603,56.373840
99.533333,26.860492,4.380630,-2.723003,0.730584,0.004116,-0.012287,111.889682,-0.246510,55.470784,56.418898
99.566667,26.838284,4.370605,-2.723408,0.731344,0.004076,-0.012144,111.991487,-0.243136,55.528174,56.463314
99.600000,26.816048,4.360581,-2.723808,0.732095,0.004037,-0.012003,112.091848,-0.239802,55.584766,56.507082
99.633333,26.793785,4.350557,-2.724204,0.732837,0.003997,-0.011862,112.190753,-0.236506,55.640556,56.550196
99.666667,26.771495,4.340533,-2.724594,0.733570,0.003958,-0.011723,112.288188,-0.233249,55.695538,56.592650
99.700000,26.749178,4.330509,-2.724981,0.734294,0.003919,-0.011585,112.384142,-0.230030,55.749707,56.634435
99.733333,26.726835,4.320484,-2.725362,0.735009,0.003880,-0.011448,112.478603,-0.226848,55.803056,56.675547
99.766667,26.704466,4.310460,-2.725739,0.735715,0.003841,-0.011313,112.571558,-0.223704,55.855580,56.715979
99.800000,26.682071,4.300436,-2.726112,0.736411,0.003803,-0.011179,112.662996,-0.220597,55.907273,56.755723
99.833333,26.659651,4.290412,-2.726480,0.737098,0.003765,-0.011046,112.752904,-0.217527,55.958130,56.794773
99.866667,26.637206,4.280389,-2.726844,0.737776,0.003727,-0.010914,112.841269,-0.214494,56.008145,56.833124
99.900000,26.614736,4.270365,-2.727203,0.738445,0.003689,-0.010784,112.928080,-0.211498,56.057313,56.870767
99.933333,26.592242,4.260342,-2.727559,0.739104,0.003652,-0.010655,113.013325,-0.208538,56.105627,56.907698
99.966667,26.569724,4.250320,-2.727910,0.739753,0.003615,-0.010527,113.096990,-0.205615,56.153082,56.943908
100.000000,26.547182,4.240297,-2.728256,0.740392,0.003578,-0.010400,113.179064,-0.202727,56.199672,56.979391
100.033333,26.524617,4.230275,-2.728599,0.741022,0.003541,-0.010274,113.259534,-0.199875,56.245392,57.014142
100.066667,26.502029,4.220253,-2.728937,0.741642,0.003504,-0.010150,113.338387,-0.197058,56.290235,57.048152
100.100000,26.479418,4.210232,-2.729271,0.742252,0.003468,-0.010027,113.415612,-0.194277,56.334196,57.081416
100.133333,26.456785,4.200212,-2.729601,0.742852,0.003432,-0.009905,113.491196,-0.191531,56.377269,57.113927
100.166667,26.434130,4.190192,-2.729928,0.743442,0.003396,-0.009784,113.565126,-0.188820,56.419448,57.145679
100.200000,26.411454,4.180172,-2.730250,0.744021,0.003361,-0.009665,113.637390,-0.186144,56.460727,57.176664
100.233333,26.388756,4.170154,-2.730568,0.744590,0.003325,-0.009546,113.707976,-0.183502,56.501100,57.206875
100.266667,26.366038,4.160136,-2.730882,0.745149,0.003290,-0.009429,113.776870,-0.180894,56.540562,57.236308
100.300000,26.343298,4.150119,-2.731193,0.745698,0.003255,-0.009313,113.844060,-0.178320,56.579107,57.264954
100.333333,26.320539,4.140103,-2.731499,0.746236,0.003220,-0.009198,113.909534,-0.175780,56.616728,57.292806
100.366667,26.297760,4.130087,-2.731802,0.746763,0.003186,-0.009084,113.973279,-0.173274,56.653419,57.319860
100.400000,26.274962,4.120073,-2.732101,0.747280,0.003152,-0.008972,114.035282,-0.170802,56.689175,57.346106
100.433333,26.252144,4.110060,-2.732396,0.747786,0.003118,-0.008860,114.095530,-0.168363,56.723990,57.371540
100.466667,26.229308,4.100047,-2.732688,0.748281,0.003084,-0.008750,114.154012,-0.165957,56.757858,57.396154
100.500000,26.206453,4.090036,-2.732976,0.748765,0.003051,-0.008641,114.210713,-0.163584,56.790772,57.419941
100.533333,26.183581,4.080026,-2.733261,0.749238,0.003017,-0.008533,114.265622,-0.161244,56.822727,57.442895
100.566667,26.160691,4.070018,-2.733541,0.749700,0.002984,-0.008426,114.318725,-0.158936,56.853716,57.465009
100.600000,26.137783,4.060011,-2.733819,0.750151,0.002952,-0.008320,114.370011,-0.156661,56.883734,57.486277
100.633333,26.114859,4.050005,-2.734093,0.750591,0.002919,-0.008215,114.419464,-0.154419,56.912773,57.506691
100.666667,26.091919,4.040001,-2.734363,0.751019,0.002887,-0.008112,114.467074,-0.152208,56.940829,57.526245
100.700000,26.068962,4.029998,-2.734630,0.751436,0.002855,-0.008009,114.512827,-0.150030,56.967895,57.544932
100.733333,26.045990,4.019997,-2.734894,0.751842,0.002823,-0.007908,114.556711,-0.147883,56.993965,57.562746
100.766667,26.023002,4.009998,-2.735154,0.752235,0.002791,-0.007808,114.598711,-0.145768,57.019032,57.579679
100.800000,26.000000,4.000000,-2.735411,0.752617,0.002760,-0.007709,114.638816,-0.143684,57.043092,57.595723
100.833333,25.976983,3.990004,-2.735664,0.752988,0.002729,-0.007610,114.677012,-0.141629,57.066143,57.610868
100.866667,25.953952,3.980011,-2.735915,0.753346,0.002698,-0.007513,114.713288,-0.139598,57.088186,57.625102
100.900000,25.930908,3.970019,-2.736162,0.753693,0.002667,-0.007418,114.747633,-0.137592,57.109216,57.638418
100.933333,25.907850,3.960029,-2.736406,0.754027,0.002637,-0.007323,114.780036,-0.135611,57.129227,57.650809
100.966667,25.884779,3.950042,-2.736647,0.754350,0.002607,-0.007229,114.810486,-0.133654,57.148216,57.662270
101.000000,25.861695,3.940057,-2.736885,0.754660,0.002577,-0.007136,114.838972,-0.131721,57.166177,57.672795
101.033333,25.838600,3.930074,-2.737120,0.754958,0.002547,-0.007044,114.865485,-0.129811,57.183105,57.682379
101.066667,25.815493,3.920094,-2.737352,0.755244,0.002518,-0.006953,114.890012,-0.127925,57.198996,57.691016
101.100000,25.792375,3.910117,-2.737580,0.755517,0.002489,-0.006863,114.912545,-0.126062,57.213845,57.698700
101.133333,25.769246,3.900142,-2.737806,0.755778,0.002460,-0.006775,114.933073,-0.124223,57.227647,57.705426
101.166667,25.746106,3.890169,-2.738029,0.756026,0.002431,-0.006687,114.951585,-0.122406,57.240397,57.711188
101.200000,25.722957,3.880200,-2.738249,0.756262,0.002403,-0.006600,114.968073,-0.120611,57.252092,57.715981
101.233333,25.699797,3.870233,-2.738466,0.756485,0.002374,-0.006514,114.982527,-0.118839,57.262727,57.719799
101.266667,25.676629,3.860270,-2.738681,0.756695,0.002346,-0.006429,114.994936,-0.117088,57.272298,57.722638
101.300000,25.653452,3.850309,-2.738892,0.756893,0.002319,-0.006344,115.005292,-0.115360,57.280800,57.724492
101.333333,25.630267,3.840352,-2.739101,0.757077,0.002291,-0.006261,115.013585,-0.113653,57.288230,57.725356
101.366667,25.607074,3.830399,-2.739307,0.757249,0.002264,-0.006179,115.019807,-0.111967,57.294582,57.725225
101.400000,25.583873,3.820448,-2.739510,0.757407,0.002237,-0.006097,115.023947,-0.110302,57.299854,57.724093
101.433333,25.560665,3.810501,-2.739710,0.757552,0.002210,-0.006017,115.025998,-0.108658,57.304041,57.721957
101.466667,25.537451,3.800558,-2.739908,0.757684,0.002183,-0.005937,115.025951,-0.107035,57.307140,57.718811
101.500000,25.514231,3.790619,-2.740104,0.757803,0.002157,-0.005858,115.023796,-0.105431,57.309146,57.714650
101.533333,25.491005,3.780683,-2.740296,0.757909,0.002131,-0.005780,115.019526,-0.103848,57.310056,57.709470
101.566667,25.467773,3.770751,-2.740486,0.758001,0.002105,-0.005703,115.013133,-0.102284,57.309866,57.703266
101.600000,25.444537,3.760824,-2.740674,0.758080,0.002079,-0.005626,115.004607,-0.100740,57.308574,57.696034
101.633333,25.421296,3.750900,-2.740859,0.758145,0.002053,-0.005551,114.993942,-0.099215,57.306174,57.687768
101.666667,25.398052,3.740981,-2.741041,0.758196,0.002028,-0.005476,114.981129,-0.097708,57.302663,57.678465
101.700000,25.374804,3.731067,-2.741222,0.758234,0.002003,-0.005402,114.966160,-0.096221,57.298040,57.668121
101.733333,25.351553,3.721156,-2.741399,0.758259,0.001978,-0.005329,114.949029,-0.094752,57.292299,57.656730
101.766667,25.328299,3.711251,-2.741574,0.758269,0.001954,-0.005257,114.929727,-0.093302,57.285437,57.644289
101.800000,25.305043,3.701350,-2.741747,0.758266,0.001929,-0.005185,114.908247,-0.091869,57.277452,57.630794
101.833333,25.281785,3.691454,-2.741918,0.758249,0.001905,-0.005114,114.884582,-0.090454,57.268341,57.616241
101.866667,25.258527,3.681563,-2.742086,0.758218,0.001881,-0.005044,114.858725,-0.089057,57.258100,57.600625
101.900000,25.235267,3.671677,-2.742252,0.758173,0.001857,-0.004975,114.830669,-0.087677,57.246726,57.583944
101.933333,25.212007,3.661797,-2.742415,0.758114,0.001834,-0.004906,114.800408,-0.086314,57.234216,57.566192
101.966667,25.188747,3.651921,-2.742577,0.758041,0.001810,-0.004839,114.767934,-0.084968,57.220568,57.547366
102.000000,25.165488,3.642052,-2.742736,0.757954,0.001787,-0.004772,114.733242,-0.083638,57.205779,57.527463
102.033333,25.142230,3.632187,-2.742892,0.757852,0.001764,-0.004705,114.696325,-0.082325,57.189845,57.506479
102.066667,25.118973,3.622329,-2.743047,0.757737,0.001742,-0.004640,114.657176,-0.081028,57.172765,57.484411
102.100000,25.095718,3.612476,-2.743200,0.757607,0.001719,-0.004575,114.615790,-0.079747,57.154535,57.461255
102.133333,25.072466,3.602630,-2.743350,0.757463,0.001697,-0.004511,114.572161,-0.078482,57.135154,57.437007
102.166667,25.049217,3.592789,-2.743498,0.757304,0.001675,-0.004447,114.526282,-0.077232,57.114618,57.411665
102.200000,25.025970,3.582955,-2.743644,0.757131,0.001653,-0.004384,114.478149,-0.075998,57.092925,57.385224
102.233333,25.002728,3.573127,-2.743788,0.756943,0.001631,-0.004322,114.427756,-0.074779,57.070073,57.357683
102.266667,24.979490,3.563306,-2.743930,0.756741,0.001610,-0.004261,114.375098,-0.073574,57.046060,57.329038
102.300000,24.956257,3.553491,-2.744070,0.756525,0.001588,-0.004200,114.320168,-0.072385,57.020883,57.299285
102.333333,24.933029,3.543683,-2.744208,0.756294,0.001567,-0.004140,114.262963,-0.071210,56.994540,57.268423
102.366667,24.909807,3.533882,-2.744344,0.756048,0.001546,-0.004080,114.203477,-0.070049,56.967029,57.236448
102.400000,24.886591,3.524088,-2.744478,0.755788,0.001526,-0.004021,114.141705,-0.068902,56.938349,57.203357
102.433333,24.863382,3.514301,-2.744611,0.755512,0.001505,-0.003963,114.077643,-0.067769,56.908496,57.169147
102.466667,24.840179,3.504521,-2.744741,0.755222,0.001485,-0.003906,114.011287,-0.066650,56.877470,57.133817
102.500000,24.816985,3.494749,-2.744869,0.754918,0.001465,-0.003849,113.942631,-0.065545,56.845268,57.097363
102.533333,24.793798,3.484985,-2.744995,0.754598,0.001445,-0.003792,113.871671,-0.064453,56.811888,57.059783
102.566667,24.770620,3.475228,-2.745120,0.754264,0.001425,-0.003737,113.798404,-0.063374,56.777330,57.021075
102.600000,24.747452,3.465479,-2.745243,0.753914,0.001405,-0.003682,113.722826,-0.062308,56.741590,56.981236
102.633333,24.724292,3.455738,-2.745364,0.753550,0.001386,-0.003627,113.644932,-0.061255,56.704669,56.940263
102.666667,24.701143,3.446006,-2.745483,0.753171,0.001367,-0.003573,113.564719,-0.060214,56.666563,56.898156
102.700000,24.678004,3.436281,-2.745600,0.752777,0.001348,-0.003520,113.482183,-0.059186,56.627272,56.854911
102.733333,24.654876,3.426565,-2.745716,0.752367,0.001329,-0.003467,113.397322,-0.058170,56.586795,56.810527
102.766667,24.631760,3.416858,-2.745829,0.751943,0.001310,-0.003415,113.310130,-0.057167,56.545129,56.765001
102.800000,24.608655,3.407159,-2.745942,0.751504,0.001292,-0.003363,113.220607,-0.056175,56.502275,56.718332
102.833333,24.585563,3.397469,-2.746052,0.751049,0.001273,-0.003312,113.128747,-0.055195,56.458229,56.670518
102.866667,24.562484,3.387788,-2.746161,0.750579,0.001255,-0.003262,113.034550,-0.054227,56.412993,56.621557
102.900000,24.539419,3.378117,-2.746268,0.750094,0.001237,-0.003212,112.938011,-0.053270,56.366563,56.571447
102.933333,24.516367,3.368454,-2.746373,0.749594,0.001220,-0.003163,112.839128,-0.052324,56.318940,56.520188
102.966667,24.493329,3.358802,-2.746477,0.749079,0.001202,-0.003114,112.737899,-0.051390,56.270123,56.467776
103.000000,24.470307,3.349158,-2.746579,0.748548,0.001185,-0.003065,112.634322,-0.050466,56.220110,56.414212
103.033333,24.447300,3.339525,-2.746680,0.748002,0.001167,-0.003018,112.528393,-0.049554,56.168901,56.359492
103.066667,24.424309,3.329901,-2.746779,0.747441,0.001150,-0.002970,112.420112,-0.048652,56.116495,56.303617
103.100000,24.401334,3.320288,-2.746876,0.746865,0.001133,-0.002924,112.309476,-0.047760,56.062891,56.246585
103.133333,24.378375,3.310685,-2.746972,0.746273,0.001117,-0.002877,112.196484,-0.046879,56.008089,56.188394
103.166667,24.355435,3.301092,-2.747066,0.745665,0.001100,-0.002832,112.081133,-0.046009,55.952089,56.129045
103.200000,24.332512,3.291510,-2.747159,0.745043,0.001084,-0.002786,111.963423,-0.045148,55.894889,56.068534
103.233333,24.309607,3.281938,-2.747251,0.744405,0.001067,-0.002742,111.843352,-0.044297,55.836489,56.006862
103.266667,24.286721,3.272377,-2.747341,0.743751,0.001051,-0.002697,111.720918,-0.043456,55.776890,55.944028
103.300000,24.263854,3.262828,-2.747429,0.743082,0.001035,-0.002654,111.596121,-0.042625,55.716090,55.880031
103.333333,24.241008,3.253289,-2.747516,0.742398,0.001020,-0.002610,111.468960,-0.041803,55.654090,55.814870
103.366667,24.218181,3.243762,-2.747602,0.741698,0.001004,-0.002567,111.339433,-0.040991,55.590889,55.748545
103.400000,24.195375,3.234246,-2.747686,0.740983,0.000989,-0.002525,111.207541,-0.040187,55.526487,55.681054
103.433333,24.172591,3.224742,-2.747769,0.740252,0.000973,-0.002483,111.073282,-0.039393,55.460885,55.612398
103.466667,24.149828,3.215249,-2.747850,0.739506,0.000958,-0.002442,110.936657,-0.038608,55.394081,55.542575
103.500000,24.127088,3.205769,-2.747930,0.738744,0.000943,-0.002401,110.797664,-0.037832,55.326078,55.471587
103.533333,24.104370,3.196300,-2.748009,0.737967,0.000928,-0.002360,110.656305,-0.037065,55.256874,55.399431
