t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2
89.633333,31.432294,7.537586,-2.155408,0.435618,0.019029,-0.115526,66.588835,-3.607981,26.355993,40.232843
89.666667,31.424783,7.525138,-2.159253,0.435874,0.019021,-0.115331,66.641907,-3.597620,26.402454,40.239453
89.700000,31.417219,7.512712,-2.163090,0.436139,0.019013,-0.115128,66.696435,-3.587052,26.450040,40.246395
89.733333,31.409603,7.500307,-2.166921,0.436413,0.019003,-0.114919,66.752417,-3.576281,26.498744,40.253672
89.766667,31.401933,7.487924,-2.170745,0.436698,0.018994,-0.114703,66.809851,-3.565310,26.548560,40.261290
89.800000,31.394211,7.475563,-2.174561,0.436992,0.018983,-0.114481,66.868735,-3.554140,26.599482,40.269253
89.833333,31.386435,7.463223,-2.178369,0.437296,0.018972,-0.114252,66.929066,-3.542776,26.651502,40.277564
89.866667,31.378606,7.450905,-2.182169,0.437609,0.018959,-0.114016,66.990842,-3.531220,26.704613,40.286229
89.900000,31.370724,7.438609,-2.185962,0.437933,0.018947,-0.113774,67.054061,-3.519475,26.758808,40.295252
89.933333,31.362789,7.426333,-2.189746,0.438266,0.018933,-0.113525,67.118718,-3.507545,26.814081,40.304638
89.966667,31.354801,7.414079,-2.193522,0.438609,0.018919,-0.113270,67.184812,-3.495431,26.870423,40.314389
90.000000,31.346759,7.401845,-2.197289,0.438961,0.018904,-0.113009,67.252338,-3.483138,26.927826,40.324512
90.033333,31.338664,7.389633,-2.201047,0.439323,0.018888,-0.112741,67.321295,-3.470669,26.986284,40.335011
90.066667,31.330515,7.377442,-2.204796,0.439695,0.018872,-0.112467,67.391677,-3.458026,27.045788,40.345889
90.100000,31.322313,7.365271,-2.208535,0.440077,0.018854,-0.112187,67.463481,-3.445214,27.106330,40.357151
90.133333,31.314058,7.353122,-2.212265,0.440468,0.018837,-0.111901,67.536704,-3.432234,27.167902,40.368802
90.166667,31.305749,7.340993,-2.215986,0.440868,0.018818,-0.111610,67.611342,-3.419091,27.230496,40.380846
90.200000,31.297386,7.328884,-2.219696,0.441279,0.018799,-0.111312,67.687391,-3.405787,27.294104,40.393286
90.233333,31.288969,7.316796,-2.223396,0.441698,0.018779,-0.111008,67.764845,-3.392327,27.358717,40.406128
90.266667,31.280499,7.304728,-2.227086,0.442128,0.018758,-0.110699,67.843702,-3.378713,27.424326,40.419376
90.300000,31.271975,7.292681,-2.230766,0.442567,0.018736,-0.110383,67.923956,-3.364949,27.490923,40.433033
90.333333,31.263397,7.280654,-2.234434,0.443015,0.018714,-0.110063,68.005604,-3.351037,27.558500,40.447104
90.366667,31.254765,7.268647,-2.238092,0.443473,0.018691,-0.109737,68.088639,-3.336982,27.627046,40.461593
90.400000,31.246079,7.256659,-2.241739,0.443940,0.018668,-0.109405,68.173058,-3.322787,27.696554,40.476504
90.433333,31.237339,7.244692,-2.245375,0.444417,0.018644,-0.109068,68.258854,-3.308455,27.767014,40.491840
90.466667,31.228545,7.232745,-2.248999,0.444904,0.018619,-0.108726,68.346024,-3.293989,27.838418,40.507606
90.500000,31.219697,7.220817,-2.252612,0.445399,0.018593,-0.108378,68.434562,-3.279393,27.910755,40.523806
90.533333,31.210794,7.208909,-2.256212,0.445904,0.018567,-0.108026,68.524461,-3.264671,27.984017,40.540444
90.566667,31.201838,7.197020,-2.259801,0.446418,0.018540,-0.107668,68.615718,-3.249825,28.058195,40.557523
90.600000,31.192827,7.185151,-2.263378,0.446942,0.018512,-0.107306,68.708325,-3.234859,28.133279,40.575046
90.633333,31.183762,7.173301,-2.266943,0.447475,0.018484,-0.106938,68.802278,-3.219777,28.209260,40.593018
90.666667,31.174643,7.161470,-2.270495,0.448017,0.018455,-0.106566,68.897570,-3.204582,28.286128,40.611443
90.700000,31.165469,7.149658,-2.274035,0.448568,0.018426,-0.106190,68.994196,-3.189277,28.363873,40.630323
90.733333,31.156241,7.137866,-2.277562,0.449129,0.018395,-0.105808,69.092148,-3.173865,28.442487,40.649661
90.766667,31.146958,7.126092,-2.281076,0.449699,0.018365,-0.105422,69.191422,-3.158351,28.521959,40.669463
90.800000,31.137621,7.114337,-2.284577,0.450277,0.018333,-0.105032,69.292010,-3.142737,28.602281,40.689729
90.833333,31.128229,7.102601,-2.288065,0.450865,0.018301,-0.104638,69.393906,-3.127026,28.683441,40.710465
90.866667,31.118782,7.090884,-2.291539,0.451462,0.018268,-0.104239,69.497103,-3.111223,28.765431,40.731672
90.900000,31.109281,7.079185,-2.295001,0.452068,0.018235,-0.103836,69.601595,-3.095330,28.848241,40.753354
90.933333,31.099725,7.067504,-2.298448,0.452682,0.018201,-0.103430,69.707375,-3.079350,28.931861,40.775514
90.966667,31.090115,7.055842,-2.301882,0.453306,0.018166,-0.103019,69.814436,-3.063287,29.016281,40.798155
91.000000,31.080449,7.044198,-2.305302,0.453939,0.018131,-0.102604,69.922770,-3.047145,29.101491,40.821279
91.033333,31.070729,7.032572,-2.308709,0.454580,0.018095,-0.102186,70.032372,-3.030926,29.187483,40.844889
91.066667,31.060954,7.020964,-2.312101,0.455230,0.018059,-0.101764,70.143232,-3.014633,29.274245,40.868988
91.100000,31.051124,7.009374,-2.315479,0.455889,0.018022,-0.101338,70.255345,-2.998271,29.361768,40.893578
91.133333,31.041239,6.997802,-2.318842,0.456557,0.017984,-0.100909,70.368703,-2.981841,29.450042,40.918661
91.166667,31.031299,6.986248,-2.322191,0.457233,0.017946,-0.100477,70.483298,-2.965347,29.539058,40.944240
91.200000,31.021305,6.974711,-2.325526,0.457918,0.017907,-0.100041,70.599122,-2.948793,29.628805,40.970317
91.233333,31.011255,6.963192,-2.328846,0.458611,0.017868,-0.099602,70.716168,-2.932181,29.719274,40.996894
91.266667,31.001150,6.951690,-2.332152,0.459313,0.017828,-0.099160,70.834428,-2.915515,29.810454,41.023973
91.300000,30.990990,6.940205,-2.335442,0.460024,0.017788,-0.098715,70.953894,-2.898797,29.902337,41.051556
91.333333,30.980774,6.928738,-2.338718,0.460742,0.017747,-0.098267,71.074558,-2.882031,29.994912,41.079645
91.366667,30.970504,6.917287,-2.341978,0.461470,0.017706,-0.097816,71.196412,-2.865219,30.088170,41.108241
91.400000,30.960178,6.905854,-2.345224,0.462205,0.017664,-0.097363,71.319447,-2.848364,30.182101,41.137347
91.433333,30.949798,6.894438,-2.348454,0.462949,0.017621,-0.096907,71.443657,-2.831470,30.276694,41.166963
91.466667,30.939361,6.883038,-2.351669,0.463701,0.017578,-0.096448,71.569032,-2.814539,30.371941,41.197090
91.500000,30.928870,6.871655,-2.354868,0.464461,0.017535,-0.095987,71.695563,-2.797574,30.467832,41.227731
91.533333,30.918323,6.860288,-2.358052,0.465230,0.017491,-0.095523,71.823243,-2.780578,30.564357,41.258887
91.566667,30.907721,6.848938,-2.361221,0.466006,0.017446,-0.095057,71.952063,-2.763554,30.661506,41.290558
91.600000,30.897064,6.837605,-2.364374,0.466791,0.017401,-0.094589,72.082014,-2.746504,30.759269,41.322745
91.633333,30.886351,6.826287,-2.367511,0.467583,0.017356,-0.094119,72.213088,-2.729431,30.857638,41.355450
91.666667,30.875582,6.814986,-2.370633,0.468383,0.017310,-0.093646,72.345275,-2.712338,30.956603,41.388673
91.700000,30.864758,6.803701,-2.373739,0.469192,0.017263,-0.093172,72.478568,-2.695228,31.056154,41.422414
91.733333,30.853879,6.792432,-2.376828,0.470008,0.017216,-0.092696,72.612956,-2.678102,31.156281,41.456675
91.766667,30.842944,6.781178,-2.379902,0.470831,0.017169,-0.092218,72.748431,-2.660965,31.256976,41.491456
91.800000,30.831954,6.769941,-2.382960,0.471663,0.017121,-0.091739,72.884985,-2.643817,31.358229,41.526756
91.833333,30.820908,6.758719,-2.386002,0.472502,0.017073,-0.091258,73.022607,-2.626662,31.460030,41.562577
91.866667,30.809807,6.747512,-2.389028,0.473348,0.017024,-0.090775,73.161289,-2.609503,31.562370,41.598919
91.900000,30.798649,6.736321,-2.392038,0.474203,0.016975,-0.090291,73.301022,-2.592340,31.665241,41.635781
91.933333,30.787437,6.725145,-2.395031,0.475064,0.016925,-0.089805,73.441796,-2.575178,31.768632,41.673164
91.966667,30.776168,6.713984,-2.398009,0.475933,0.016875,-0.089318,73.583602,-2.558018,31.872535,41.711067
92.000000,30.764844,6.702838,-2.400970,0.476810,0.016825,-0.088830,73.726430,-2.540863,31.976941,41.749490
92.033333,30.753465,6.691708,-2.403914,0.477693,0.016774,-0.088341,73.870272,-2.523714,32.081839,41.788433
92.066667,30.742029,6.680592,-2.406843,0.478584,0.016723,-0.087851,74.015117,-2.506575,32.187223,41.827895
92.100000,30.730538,6.669491,-2.409755,0.479482,0.016671,-0.087360,74.160957,-2.489446,32.293082,41.867875
92.133333,30.718991,6.658405,-2.412650,0.480387,0.016619,-0.086868,74.307781,-2.472331,32.399407,41.908374
92.166667,30.707389,6.647333,-2.415529,0.481300,0.016567,-0.086375,74.455580,-2.455232,32.506190,41.949390
92.200000,30.695730,6.636275,-2.418392,0.482219,0.016514,-0.085881,74.604344,-2.438150,32.613422,41.990922
92.233333,30.684016,6.625232,-2.421238,0.483145,0.016461,-0.085387,74.754063,-2.421088,32.721094,42.032969
92.266667,30.672246,6.614203,-2.424068,0.484078,0.016408,-0.084892,74.904729,-2.404047,32.829198,42.075531
92.300000,30.660421,6.603189,-2.426881,0.485017,0.016354,-0.084397,75.056330,-2.387029,32.937724,42.118606
92.333333,30.648539,6.592188,-2.429678,0.485964,0.016300,-0.083901,75.208857,-2.370037,33.046664,42.162193
92.366667,30.636602,6.581201,-2.432458,0.486917,0.016245,-0.083404,75.362301,-2.353073,33.156010,42.206290
92.400000,30.624609,6.570228,-2.435222,0.487877,0.016191,-0.082908,75.516650,-2.336137,33.265754,42.250897
92.433333,30.612560,6.559269,-2.437969,0.488843,0.016135,-0.082411,75.671896,-2.319233,33.375885,42.296011
92.466667,30.600455,6.548323,-2.440699,0.489816,0.016080,-0.081914,75.828029,-2.302361,33.486398,42.341631
92.500000,30.588295,6.537390,-2.443413,0.490795,0.016024,-0.081417,75.985037,-2.285523,33.597282,42.387755
92.533333,30.576078,6.526471,-2.446110,0.491781,0.015968,-0.080919,76.142912,-2.268721,33.708530,42.434382
92.566667,30.563806,6.515566,-2.448791,0.492772,0.015912,-0.080422,76.301643,-2.251958,33.820134,42.481509
92.600000,30.551478,6.504673,-2.451455,0.493770,0.015855,-0.079925,76.461220,-2.235233,33.932085,42.529135
92.633333,30.539094,6.493793,-2.454103,0.494775,0.015798,-0.079428,76.621632,-2.218549,34.044375,42.577257
92.666667,30.526654,6.482927,-2.456734,0.495785,0.015741,-0.078931,76.782870,-2.201908,34.156997,42.625873
92.700000,30.514158,6.472073,-2.459348,0.496801,0.015684,-0.078434,76.944924,-2.185310,34.269942,42.674982
92.733333,30.501607,6.461232,-2.461946,0.497823,0.015626,-0.077938,77.107783,-2.168758,34.383202,42.724580
92.766667,30.489000,6.450403,-2.464528,0.498851,0.015568,-0.077442,77.271436,-2.152253,34.496770,42.774666
92.800000,30.476336,6.439587,-2.467093,0.499885,0.015510,-0.076946,77.435874,-2.135796,34.610638,42.825237
92.833333,30.463617,6.428784,-2.469641,0.500925,0.015451,-0.076451,77.601087,-2.119388,34.724797,42.876289
92.866667,30.450842,6.417992,-2.472173,0.501970,0.015393,-0.075956,77.767063,-2.103031,34.839241,42.927822
92.900000,30.438012,6.407213,-2.474688,0.503021,0.015334,-0.075462,77.933793,-2.086726,34.953962,42.979831
92.933333,30.425125,6.396446,-2.477187,0.504078,0.015275,-0.074969,78.101266,-2.070475,35.068951,43.032315
92.966667,30.412183,6.385691,-2.479670,0.505140,0.015215,-0.074476,78.269472,-2.054278,35.184202,43.085270
93.000000,30.399185,6.374947,-2.482136,0.506207,0.015156,-0.073984,78.438400,-2.038136,35.299707,43.138693
93.033333,30.386131,6.364215,-2.484586,0.507280,0.015096,-0.073493,78.608040,-2.022052,35.415459,43.192581
93.066667,30.373021,6.353495,-2.487019,0.508358,0.015036,-0.073002,78.778381,-2.006025,35.531449,43.246932
93.100000,30.359855,6.342787,-2.489436,0.509442,0.014975,-0.072513,78.949414,-1.990058,35.647672,43.301741
93.133333,30.346634,6.332090,-2.491837,0.510530,0.014915,-0.072024,79.121126,-1.974151,35.764120,43.357007
93.166667,30.333357,6.321404,-2.494221,0.511624,0.014854,-0.071536,79.293509,-1.958304,35.880785,43.412724
93.200000,30.320024,6.310730,-2.496590,0.512722,0.014794,-0.071050,79.466551,-1.942520,35.997660,43.468891
93.233333,30.306635,6.300066,-2.498942,0.513826,0.014733,-0.070564,79.640242,-1.926799,36.114738,43.525504
93.266667,30.293191,6.289414,-2.501278,0.514934,0.014672,-0.070079,79.814572,-1.911142,36.232013,43.582559
93.300000,30.279691,6.278772,-2.503598,0.516047,0.014610,-0.069596,79.989529,-1.895550,36.349477,43.640052
93.333333,30.266135,6.268141,-2.505902,0.517165,0.014549,-0.069114,80.165104,-1.880023,36.467123,43.697981
93.366667,30.252524,6.257521,-2.508189,0.518287,0.014487,-0.068633,80.341285,-1.864563,36.584944,43.756341
93.400000,30.238857,6.246911,-2.510461,0.519414,0.014426,-0.068153,80.518062,-1.849170,36.702934,43.815128
93.433333,30.225135,6.236312,-2.512717,0.520546,0.014364,-0.067674,80.695425,-1.833846,36.821085,43.874339
93.466667,30.211356,6.225723,-2.514957,0.521682,0.014302,-0.067197,80.873362,-1.818590,36.939392,43.933970
93.500000,30.197523,6.215145,-2.517181,0.522822,0.014240,-0.066721,81.051863,-1.803404,37.057846,43.994017
93.533333,30.183633,6.204576,-2.519389,0.523967,0.014177,-0.066246,81.230919,-1.788289,37.176443,44.054476
93.566667,30.169689,6.194018,-2.521581,0.525116,0.014115,-0.065773,81.410517,-1.773244,37.295174,44.115343
93.600000,30.155688,6.183469,-2.523758,0.526269,0.014052,-0.065302,81.590647,-1.758271,37.414034,44.176614
93.633333,30.141633,6.172931,-2.525919,0.527427,0.013990,-0.064832,81.771299,-1.743370,37.533015,44.238284
93.666667,30.127521,6.162402,-2.528065,0.528588,0.013927,-0.064363,81.952462,-1.728542,37.652112,44.300350
93.700000,30.113355,6.151882,-2.530195,0.529753,0.013864,-0.063896,82.134125,-1.713787,37.771318,44.362807
93.733333,30.099133,6.141372,-2.532309,0.530922,0.013801,-0.063430,82.316278,-1.699106,37.890627,44.425652
93.766667,30.084856,6.130872,-2.534408,0.532095,0.013738,-0.062966,82.498910,-1.684500,38.010032,44.488879
93.800000,30.070523,6.120381,-2.536491,0.533272,0.013675,-0.062504,82.682010,-1.669969,38.129527,44.552484
93.833333,30.056135,6.109899,-2.538559,0.534452,0.013612,-0.062043,82.865568,-1.655513,38.249105,44.616463
93.866667,30.041692,6.099426,-2.540612,0.535636,0.013549,-0.061584,83.049573,-1.641133,38.368762,44.680812
93.900000,30.027194,6.088962,-2.542650,0.536824,0.013486,-0.061127,83.234014,-1.626829,38.488489,44.745525
93.933333,30.012640,6.078507,-2.544672,0.538015,0.013422,-0.060671,83.418881,-1.612602,38.608282,44.810599
93.966667,29.998032,6.068061,-2.546679,0.539209,0.013359,-0.060218,83.604162,-1.598452,38.728134,44.876028
94.000000,29.983368,6.057623,-2.548671,0.540407,0.013295,-0.059765,83.789848,-1.584380,38.848040,44.941808
94.033333,29.968649,6.047194,-2.550649,0.541608,0.013232,-0.059315,83.975927,-1.570385,38.967992,45.007935
94.066667,29.953875,6.036774,-2.552611,0.542812,0.013168,-0.058867,84.162389,-1.556469,39.087986,45.074403
94.100000,29.939047,6.026361,-2.554558,0.544020,0.013105,-0.058420,84.349223,-1.542630,39.208014,45.141208
94.133333,29.924163,6.015958,-2.556491,0.545230,0.013041,-0.057975,84.536418,-1.528871,39.328073,45.208346
94.166667,29.909225,6.005562,-2.558408,0.546443,0.012977,-0.057533,84.723964,-1.515191,39.448154,45.275810
94.200000,29.894231,5.995174,-2.560312,0.547660,0.012914,-0.057092,84.911850,-1.501589,39.568253,45.343597
94.233333,29.879183,5.984794,-2.562200,0.548879,0.012850,-0.056652,85.100066,-1.488068,39.688364,45.411701
94.266667,29.864080,5.974423,-2.564074,0.550100,0.012786,-0.056215,85.288599,-1.474625,39.808482,45.480118
94.300000,29.848923,5.964059,-2.565933,0.551325,0.012722,-0.055780,85.477441,-1.461263,39.928599,45.548842
94.333333,29.833711,5.953702,-2.567778,0.552552,0.012658,-0.055347,85.666580,-1.447981,40.048712,45.617869
94.366667,29.818444,5.943353,-2.569609,0.553782,0.012595,-0.054916,85.856006,-1.434779,40.168813,45.687193
94.400000,29.803123,5.933012,-2.571425,0.555014,0.012531,-0.054486,86.045707,-1.421657,40.288898,45.756809
94.433333,29.787747,5.922678,-2.573227,0.556249,0.012467,-0.054059,86.235673,-1.408616,40.408960,45.826713
94.466667,29.772317,5.912351,-2.575015,0.557486,0.012403,-0.053634,86.425894,-1.395655,40.528995,45.896899
94.500000,29.756833,5.902032,-2.576788,0.558725,0.012339,-0.053210,86.616358,-1.382775,40.648996,45.967361
94.533333,29.741294,5.891719,-2.578548,0.559966,0.012275,-0.052789,86.807055,-1.369976,40.768959,46.038096
94.566667,29.725701,5.881414,-2.580293,0.561210,0.012212,-0.052370,86.997975,-1.357257,40.888878,46.109097
94.600000,29.710054,5.871115,-2.582025,0.562455,0.012148,-0.051953,87.189106,-1.344619,41.008747,46.180359
94.633333,29.694353,5.860823,-2.583743,0.563703,0.012084,-0.051538,87.380438,-1.332063,41.128560,46.251878
94.666667,29.678598,5.850538,-2.585447,0.564952,0.012020,-0.051125,87.571960,-1.319587,41.248313,46.323647
94.700000,29.662789,5.840259,-2.587138,0.566204,0.011957,-0.050714,87.763662,-1.307192,41.368001,46.395661
94.733333,29.646926,5.829987,-2.588815,0.567457,0.011893,-0.050305,87.955532,-1.294878,41.487617,46.467916
94.766667,29.631009,5.819721,-2.590478,0.568712,0.011829,-0.049898,88.147561,-1.282645,41.607156,46.540405
94.800000,29.615038,5.809462,-2.592128,0.569968,0.011766,-0.049494,88.339737,-1.270492,41.726614,46.613123
94.833333,29.599014,5.799209,-2.593764,0.571226,0.011702,-0.049091,88.532050,-1.258421,41.845984,46.686066
94.866667,29.582936,5.788962,-2.595387,0.572486,0.011639,-0.048691,88.724489,-1.246431,41.965262,46.759226
94.900000,29.566804,5.778721,-2.596997,0.573746,0.011575,-0.048293,88.917043,-1.234521,42.084443,46.832600
94.933333,29.550619,5.768485,-2.598593,0.575009,0.011512,-0.047897,89.109702,-1.222692,42.203521,46.906181
94.966667,29.534380,5.758256,-2.600177,0.576272,0.011448,-0.047503,89.302455,-1.210943,42.322491,46.979965
95.000000,29.518089,5.748033,-2.601747,0.577537,0.011385,-0.047111,89.495292,-1.199275,42.441347,47.053945
95.033333,29.501744,5.737815,-2.603305,0.578803,0.011322,-0.046722,89.688201,-1.187688,42.560086,47.128115
95.066667,29.485345,5.727602,-2.604849,0.580070,0.011259,-0.046334,89.881172,-1.176180,42.678701,47.202471
95.100000,29.468894,5.717395,-2.606381,0.581338,0.011195,-0.045949,90.074195,-1.164753,42.797187,47.277007
95.133333,29.452390,5.707194,-2.607900,0.582607,0.011132,-0.045566,90.267258,-1.153406,42.915540,47.351717
95.166667,29.435833,5.696998,-2.609406,0.583877,0.011069,-0.045185,90.460351,-1.142139,43.033755,47.426596
95.200000,29.419223,5.686807,-2.610899,0.585147,0.011006,-0.044806,90.653463,-1.130951,43.151826,47.501638
95.233333,29.402560,5.676621,-2.612380,0.586419,0.010944,-0.044429,90.846585,-1.119843,43.269748,47.576837
95.266667,29.385844,5.666440,-2.613849,0.587690,0.010881,-0.044055,91.039704,-1.108815,43.387516,47.652188
95.300000,29.369076,5.656264,-2.615305,0.588963,0.010818,-0.043682,91.232810,-1.097865,43.505126,47.727685
95.333333,29.352256,5.646093,-2.616749,0.590236,0.010755,-0.043312,91.425893,-1.086995,43.622572,47.803322
95.366667,29.335383,5.635926,-2.618180,0.591509,0.010693,-0.042944,91.618942,-1.076204,43.739849,47.879094
95.400000,29.318458,5.625765,-2.619599,0.592783,0.010630,-0.042579,91.811947,-1.065491,43.856953,47.954994
95.433333,29.301480,5.615608,-2.621007,0.594057,0.010568,-0.042215,92.004896,-1.054857,43.973878,48.031018
95.466667,29.284451,5.605455,-2.622402,0.595332,0.010506,-0.041854,92.197779,-1.044300,44.090619,48.107160
95.500000,29.267369,5.595307,-2.623785,0.596606,0.010444,-0.041494,92.390586,-1.033822,44.207173,48.183413
95.533333,29.250236,5.585163,-2.625156,0.597881,0.010382,-0.041137,92.583305,-1.023422,44.323533,48.259772
95.566667,29.233050,5.575023,-2.626515,0.599155,0.010320,-0.040782,92.775926,-1.013099,44.439695,48.336231
95.600000,29.215813,5.564888,-2.627863,0.600430,0.010258,-0.040429,92.968439,-1.002854,44.555654,48.412785
95.633333,29.198525,5.554756,-2.629199,0.601704,0.010196,-0.040079,93.160832,-0.992686,44.671405,48.489427
95.666667,29.181185,5.544629,-2.630523,0.602979,0.010135,-0.039730,93.353095,-0.982594,44.786943,48.566152
95.700000,29.163793,5.534505,-2.631836,0.604253,0.010073,-0.039384,93.545218,-0.972579,44.902264,48.642954
95.733333,29.146350,5.524386,-2.633138,0.605526,0.010012,-0.039040,93.737189,-0.962641,45.017363,48.719827
95.766667,29.128857,5.514270,-2.634427,0.606799,0.009950,-0.038698,93.928999,-0.952778,45.132234,48.796765
95.800000,29.111311,5.504158,-2.635706,0.608072,0.009889,-0.038358,94.120636,-0.942991,45.246873,48.873763
95.833333,29.093715,5.494049,-2.636973,0.609344,0.009828,-0.038021,94.312089,-0.933280,45.361275,48.950814
95.866667,29.076069,5.483944,-2.638230,0.610616,0.009767,-0.037685,94.503349,-0.923644,45.475436,49.027913
95.900000,29.058371,5.473842,-2.639475,0.611887,0.009706,-0.037352,94.694404,-0.914083,45.589351,49.105053
95.933333,29.040623,5.463744,-2.640709,0.613157,0.009646,-0.037020,94.885243,-0.904596,45.703014,49.182230
95.966667,29.022824,5.453649,-2.641932,0.614426,0.009585,-0.036691,95.075857,-0.895184,45.816421,49.259436
96.000000,29.004975,5.443557,-2.643144,0.615695,0.009525,-0.036364,95.266234,-0.885846,45.929568,49.336667
96.033333,28.987076,5.433469,-2.644345,0.616962,0.009464,-0.036040,95.456364,-0.876581,46.042449,49.413916
96.066667,28.969126,5.423383,-2.645536,0.618229,0.009404,-0.035717,95.646236,-0.867390,46.155059,49.491176
96.100000,28.951127,5.413300,-2.646716,0.619494,0.009344,-0.035396,95.835839,-0.858273,46.267395,49.568444
96.133333,28.933077,5.403221,-2.647885,0.620758,0.009284,-0.035078,96.025163,-0.849228,46.379452,49.645711
96.166667,28.914978,5.393144,-2.649044,0.622021,0.009224,-0.034761,96.214197,-0.840255,46.491223,49.722973
96.200000,28.896829,5.383070,-2.650192,0.623283,0.009165,-0.034447,96.402930,-0.831355,46.602706,49.800224
96.233333,28.878631,5.372998,-2.651330,0.624543,0.009105,-0.034135,96.591351,-0.822526,46.713895,49.877457
96.266667,28.860384,5.362929,-2.652457,0.625801,0.009046,-0.033825,96.779451,-0.813769,46.824785,49.954666
96.300000,28.842087,5.352863,-2.653574,0.627059,0.008987,-0.033517,96.967217,-0.805083,46.935371,50.031846
96.333333,28.823741,5.342799,-2.654681,0.628314,0.008928,-0.033211,97.154641,-0.796469,47.045650,50.108991
96.366667,28.805346,5.332738,-2.655778,0.629568,0.008869,-0.032907,97.341710,-0.787924,47.155616,50.186094
96.400000,28.786902,5.322679,-2.656865,0.630820,0.008810,-0.032605,97.528414,-0.779450,47.265264,50.263149
96.433333,28.768409,5.312622,-2.657942,0.632071,0.008752,-0.032305,97.714742,-0.771046,47.374590,50.340151
96.466667,28.749868,5.302567,-2.659009,0.633319,0.008693,-0.032007,97.900684,-0.762711,47.483590,50.417094
96.500000,28.731279,5.292515,-2.660066,0.634566,0.008635,-0.031711,98.086229,-0.754446,47.592257,50.493971
96.533333,28.712641,5.282465,-2.661113,0.635810,0.008577,-0.031418,98.271366,-0.746249,47.700589,50.570777
96.566667,28.693955,5.272416,-2.662151,0.637053,0.008519,-0.031126,98.456084,-0.738121,47.808579,50.647505
96.600000,28.675221,5.262370,-2.663179,0.638293,0.008461,-0.030836,98.640373,-0.730061,47.916224,50.724150
96.633333,28.656439,5.252325,-2.664197,0.639531,0.008403,-0.030549,98.824222,-0.722069,48.023518,50.800705
96.666667,28.637610,5.242283,-2.665206,0.640767,0.008346,-0.030263,99.007621,-0.714144,48.130457,50.877164
96.700000,28.618733,5.232242,-2.666205,0.642000,0.008288,-0.029980,99.190557,-0.706286,48.237036,50.953521
96.733333,28.599809,5.222203,-2.667195,0.643231,0.008231,-0.029698,99.373022,-0.698495,48.343251,51.029771
96.766667,28.580837,5.212165,-2.668175,0.644460,0.008174,-0.029418,99.555003,-0.690771,48.449096,51.105907
96.800000,28.561819,5.202129,-2.669147,0.645686,0.008117,-0.029141,99.736491,-0.683113,48.554567,51.181923
96.833333,28.542753,5.192094,-2.670109,0.646909,0.008061,-0.028865,99.917473,-0.675520,48.659660,51.257813
96.866667,28.523641,5.182061,-2.671062,0.648129,0.008004,-0.028591,100.097941,-0.667993,48.764369,51.333571
96.900000,28.504482,5.172030,-2.672006,0.649347,0.007948,-0.028319,100.277882,-0.660530,48.868690,51.409191
96.933333,28.485277,5.161999,-2.672941,0.650562,0.007892,-0.028049,100.457286,-0.653132,48.972619,51.484667
96.966667,28.466025,5.151970,-2.673867,0.651774,0.007836,-0.027782,100.636142,-0.645799,49.076150,51.559992
97.000000,28.446728,5.141943,-2.674784,0.652983,0.007780,-0.027516,100.814439,-0.638529,49.179278,51.635161
97.033333,28.427384,5.131916,-2.675693,0.654188,0.007724,-0.027251,100.992167,-0.631324,49.282000,51.710167
97.066667,28.407995,5.121891,-2.676592,0.655391,0.007669,-0.026989,101.169314,-0.624181,49.384309,51.785005
97.100000,28.388560,5.111866,-2.677483,0.656590,0.007614,-0.026729,101.345870,-0.617101,49.486203,51.859668
97.133333,28.369080,5.101843,-2.678366,0.657787,0.007559,-0.026471,101.521825,-0.610083,49.587675,51.934150
97.166667,28.349554,5.091821,-2.679239,0.658979,0.007504,-0.026214,101.697166,-0.603128,49.688721,52.008445
97.200000,28.329984,5.081799,-2.680105,0.660169,0.007449,-0.025960,101.871883,-0.596235,49.789337,52.082546
97.233333,28.310368,5.071779,-2.680962,0.661354,0.007394,-0.025707,102.045966,-0.589402,49.889517,52.156449
97.266667,28.290708,5.061759,-2.681810,0.662537,0.007340,-0.025456,102.219403,-0.582631,49.989257,52.230146
97.300000,28.271003,5.051740,-2.682650,0.663715,0.007286,-0.025207,102.392183,-0.575921,50.088552,52.303632
97.333333,28.251254,5.041722,-2.683482,0.664890,0.007232,-0.024960,102.564296,-0.569271,50.187397,52.376899
97.366667,28.231461,5.031704,-2.684306,0.666061,0.007178,-0.024714,102.735731,-0.562681,50.285787,52.449943
97.400000,28.211624,5.021687,-2.685122,0.667229,0.007124,-0.024471,102.906476,-0.556150,50.383719,52.522757
97.433333,28.191743,5.011671,-2.685929,0.668392,0.007071,-0.024229,103.076521,-0.549679,50.481186,52.595335
97.466667,28.171818,5.001655,-2.686729,0.669551,0.007018,-0.023989,103.245855,-0.543266,50.578185,52.667671
97.500000,28.151850,4.991640,-2.687521,0.670707,0.006965,-0.023751,103.414467,-0.536912,50.674710,52.739758
97.533333,28.131839,4.981625,-2.688305,0.671858,0.006912,-0.023515,103.582346,-0.530617,50.770756,52.811590
97.566667,28.111785,4.971611,-2.689081,0.673005,0.006859,-0.023280,103.749480,-0.524379,50.866319,52.883161
97.600000,28.091688,4.961597,-2.689849,0.674147,0.006807,-0.023047,103.915860,-0.518199,50.961394,52.954466
