t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,T1,T2
81.266667,31.829513,11.441805,-1.409150,0.558302,0.021321,-0.059387,-0.000329,0.005255,20.206543,-0.526940,4.597377,5.505895
81.300000,31.833190,11.423557,-1.411132,0.557726,0.021330,-0.059512,-0.000338,0.005230,20.182881,-0.528514,4.590104,5.501336
81.333333,31.836828,11.405322,-1.413118,0.557147,0.021340,-0.059639,-0.000347,0.005205,20.159103,-0.530113,4.582782,5.496769
81.366667,31.840427,11.387099,-1.415108,0.556564,0.021351,-0.059769,-0.000356,0.005179,20.135209,-0.531735,4.575410,5.492194
81.400000,31.843988,11.368887,-1.417102,0.555977,0.021363,-0.059901,-0.000365,0.005154,20.111200,-0.533381,4.567989,5.487611
81.433333,31.847509,11.350688,-1.419101,0.555386,0.021375,-0.060036,-0.000374,0.005128,20.087079,-0.535051,4.560519,5.483021
81.466667,31.850991,11.332502,-1.421104,0.554792,0.021388,-0.060173,-0.000384,0.005102,20.062846,-0.536746,4.552999,5.478423
81.500000,31.854435,11.314329,-1.423113,0.554194,0.021402,-0.060314,-0.000393,0.005076,20.038503,-0.538465,4.545432,5.473819
81.533333,31.857839,11.296168,-1.425125,0.553593,0.021416,-0.060457,-0.000402,0.005050,20.014051,-0.540208,4.537816,5.469209
81.566667,31.861205,11.278021,-1.427143,0.552988,0.021431,-0.060602,-0.000412,0.005023,19.989492,-0.541976,4.530153,5.464593
81.600000,31.864531,11.259886,-1.429166,0.552380,0.021447,-0.060750,-0.000421,0.004996,19.964826,-0.543768,4.522441,5.459972
81.633333,31.867818,11.241766,-1.431193,0.551768,0.021463,-0.060901,-0.000431,0.004969,19.940057,-0.545584,4.514683,5.455345
81.666667,31.871066,11.223659,-1.433226,0.551153,0.021481,-0.061055,-0.000441,0.004942,19.915185,-0.547425,4.506878,5.450714
81.700000,31.874276,11.205566,-1.435263,0.550535,0.021498,-0.061211,-0.000450,0.004914,19.890211,-0.549291,4.499026,5.446079
81.733333,31.877446,11.187487,-1.437306,0.549913,0.021517,-0.061370,-0.000460,0.004887,19.865137,-0.551181,4.491128,5.441441
81.766667,31.880577,11.169422,-1.439355,0.549287,0.021536,-0.061532,-0.000470,0.004859,19.839965,-0.553096,4.483184,5.436799
81.800000,31.883668,11.151372,-1.441409,0.548659,0.021556,-0.061697,-0.000480,0.004831,19.814696,-0.555036,4.475195,5.432154
81.833333,31.886721,11.133336,-1.443468,0.548027,0.021577,-0.061864,-0.000490,0.004803,19.789332,-0.557001,4.467160,5.427506
81.866667,31.889735,11.115315,-1.445533,0.547392,0.021598,-0.062034,-0.000500,0.004774,19.763875,-0.558990,4.459081,5.422857
81.900000,31.892709,11.097309,-1.447603,0.546753,0.021620,-0.062207,-0.000510,0.004745,19.738325,-0.561004,4.450957,5.418206
81.933333,31.895644,11.079319,-1.449680,0.546112,0.021643,-0.062382,-0.000521,0.004716,19.712685,-0.563044,4.442789,5.413554
81.966667,31.898540,11.061343,-1.451762,0.545467,0.021666,-0.062561,-0.000531,0.004687,19.686956,-0.565108,4.434577,5.408901
82.000000,31.901397,11.043383,-1.453851,0.544819,0.021690,-0.062742,-0.000542,0.004658,19.661140,-0.567197,4.426322,5.404248
82.033333,31.904214,11.025439,-1.455945,0.544168,0.021715,-0.062926,-0.000552,0.004628,19.635239,-0.569311,4.418025,5.399595
82.066667,31.906992,11.007510,-1.458046,0.543515,0.021740,-0.063113,-0.000563,0.004598,19.609254,-0.571450,4.409684,5.394942
82.100000,31.909731,10.989597,-1.460153,0.542858,0.021767,-0.063302,-0.000573,0.004568,19.583187,-0.573613,4.401302,5.390291
82.133333,31.912430,10.971701,-1.462266,0.542198,0.021794,-0.063494,-0.000584,0.004538,19.557040,-0.575802,4.392878,5.385641
82.166667,31.915091,10.953821,-1.464386,0.541535,0.021821,-0.063689,-0.000595,0.004508,19.530814,-0.578016,4.384414,5.380993
82.200000,31.917711,10.935957,-1.466512,0.540870,0.021849,-0.063887,-0.000606,0.004477,19.504512,-0.580255,4.375908,5.376348
82.233333,31.920293,10.918111,-1.468645,0.540201,0.021878,-0.064088,-0.000617,0.004446,19.478135,-0.582519,4.367362,5.371706
82.266667,31.922835,10.900281,-1.470784,0.539530,0.021908,-0.064292,-0.000628,0.004415,19.451684,-0.584808,4.358776,5.367066
82.300000,31.925337,10.882468,-1.472931,0.538856,0.021939,-0.064498,-0.000639,0.004384,19.425163,-0.587122,4.350151,5.362431
82.333333,31.927800,10.864672,-1.475084,0.538180,0.021970,-0.064707,-0.000650,0.004352,19.398573,-0.589461,4.341487,5.357800
82.366667,31.930224,10.846893,-1.477245,0.537500,0.022001,-0.064919,-0.000661,0.004321,19.371914,-0.591825,4.332784,5.353173
82.400000,31.932608,10.829132,-1.479412,0.536819,0.022034,-0.065134,-0.000672,0.004289,19.345191,-0.594214,4.324044,5.348552
82.433333,31.934953,10.811389,-1.481587,0.536134,0.022067,-0.065352,-0.000684,0.004256,19.318404,-0.596628,4.315266,5.343936
82.466667,31.937258,10.793663,-1.483769,0.535447,0.022101,-0.065573,-0.000695,0.004224,19.291555,-0.599067,4.306451,5.339326
82.500000,31.939523,10.775955,-1.485958,0.534757,0.022136,-0.065796,-0.000707,0.004191,19.264646,-0.601531,4.297600,5.334723
82.533333,31.941749,10.758266,-1.488155,0.534065,0.022171,-0.066023,-0.000719,0.004159,19.237680,-0.604019,4.288714,5.330126
82.566667,31.943935,10.740595,-1.490360,0.533371,0.022207,-0.066252,-0.000730,0.004126,19.210658,-0.606533,4.279791,5.325538
82.600000,31.946082,10.722942,-1.492572,0.532674,0.022244,-0.066484,-0.000742,0.004092,19.183582,-0.609071,4.270835,5.320957
82.633333,31.948189,10.705308,-1.494792,0.531975,0.022281,-0.066719,-0.000754,0.004059,19.156455,-0.611634,4.261843,5.316384
82.666667,31.950256,10.687692,-1.497020,0.531274,0.022319,-0.066957,-0.000766,0.004025,19.129278,-0.614221,4.252819,5.311820
82.700000,31.952283,10.670095,-1.499256,0.530570,0.022358,-0.067198,-0.000778,0.003992,19.102054,-0.616833,4.243761,5.307266
82.733333,31.954271,10.652518,-1.501500,0.529864,0.022397,-0.067441,-0.000790,0.003957,19.074784,-0.619469,4.234671,5.302721
82.766667,31.956219,10.634959,-1.503752,0.529156,0.022438,-0.067688,-0.000802,0.003923,19.047471,-0.622130,4.225549,5.298187
82.800000,31.958127,10.617420,-1.506013,0.528446,0.022478,-0.067937,-0.000814,0.003889,19.020117,-0.624815,4.216396,5.293663
82.833333,31.959995,10.599900,-1.508281,0.527734,0.022520,-0.068189,-0.000826,0.003854,18.992723,-0.627524,4.207212,5.289150
82.866667,31.961823,10.582400,-1.510558,0.527020,0.022562,-0.068445,-0.000839,0.003819,18.965294,-0.630258,4.197998,5.284649
82.900000,31.963611,10.564920,-1.512844,0.526304,0.022605,-0.068703,-0.000851,0.003784,18.937829,-0.633015,4.188755,5.280160
82.933333,31.965360,10.547460,-1.515139,0.525587,0.022649,-0.068963,-0.000864,0.003748,18.910332,-0.635796,4.179483,5.275683
82.966667,31.967068,10.530019,-1.517442,0.524867,0.022693,-0.069227,-0.000876,0.003713,18.882806,-0.638601,4.170183,5.271220
83.000000,31.968736,10.512599,-1.519754,0.524145,0.022738,-0.069494,-0.000889,0.003677,18.855251,-0.641430,4.160856,5.266769
83.033333,31.970365,10.495199,-1.522075,0.523422,0.022784,-0.069763,-0.000902,0.003641,18.827671,-0.644282,4.151502,5.262333
83.066667,31.971953,10.477820,-1.524405,0.522697,0.022830,-0.070036,-0.000915,0.003605,18.800068,-0.647157,4.142123,5.257911
83.100000,31.973501,10.460461,-1.526744,0.521971,0.022877,-0.070311,-0.000928,0.003568,18.772444,-0.650056,4.132718,5.253504
83.133333,31.975009,10.443123,-1.529092,0.521243,0.022925,-0.070589,-0.000940,0.003532,18.744801,-0.652978,4.123289,5.249112
83.166667,31.976477,10.425805,-1.531450,0.520513,0.022973,-0.070870,-0.000954,0.003495,18.717143,-0.655922,4.113836,5.244736
83.200000,31.977904,10.408509,-1.533817,0.519782,0.023022,-0.071153,-0.000967,0.003458,18.689471,-0.658889,4.104360,5.240376
83.233333,31.979292,10.391234,-1.536193,0.519050,0.023072,-0.071440,-0.000980,0.003421,18.661787,-0.661879,4.094861,5.236032
83.266667,31.980639,10.373980,-1.538579,0.518316,0.023122,-0.071729,-0.000993,0.003383,18.634095,-0.664891,4.085342,5.231706
83.300000,31.981945,10.356747,-1.540975,0.517581,0.023173,-0.072021,-0.001006,0.003345,18.606396,-0.667925,4.075802,5.227397
83.333333,31.983212,10.339536,-1.543381,0.516845,0.023225,-0.072316,-0.001020,0.003308,18.578694,-0.670981,4.066242,5.223105
83.366667,31.984438,10.322346,-1.545796,0.516107,0.023277,-0.072614,-0.001033,0.003269,18.550990,-0.674059,4.056663,5.218833
83.400000,31.985623,10.305178,-1.548222,0.515368,0.023330,-0.072915,-0.001047,0.003231,18.523288,-0.677158,4.047065,5.214579
83.433333,31.986768,10.288032,-1.550657,0.514629,0.023384,-0.073218,-0.001061,0.003192,18.495589,-0.680278,4.037451,5.210344
83.466667,31.987873,10.270908,-1.553103,0.513888,0.023438,-0.073524,-0.001074,0.003154,18.467897,-0.683419,4.027820,5.206128
83.500000,31.988937,10.253806,-1.555559,0.513146,0.023493,-0.073833,-0.001088,0.003115,18.440213,-0.686581,4.018174,5.201933
83.533333,31.989960,10.236726,-1.558025,0.512404,0.023548,-0.074145,-0.001102,0.003076,18.412542,-0.689763,4.008512,5.197758
83.566667,31.990943,10.219668,-1.560502,0.511660,0.023605,-0.074459,-0.001116,0.003036,18.384884,-0.692965,3.998838,5.193604
83.600000,31.991885,10.202633,-1.562989,0.510916,0.023662,-0.074776,-0.001130,0.002996,18.357244,-0.696187,3.989150,5.189472
83.633333,31.992786,10.185621,-1.565487,0.510171,0.023719,-0.075096,-0.001144,0.002957,18.329623,-0.699428,3.979450,5.185361
83.666667,31.993646,10.168631,-1.567996,0.509426,0.023777,-0.075418,-0.001158,0.002917,18.302024,-0.702689,3.969740,5.181272
83.700000,31.994466,10.151664,-1.570515,0.508680,0.023836,-0.075743,-0.001172,0.002876,18.274450,-0.705968,3.960020,5.177206
83.733333,31.995245,10.134719,-1.573045,0.507933,0.023895,-0.076071,-0.001187,0.002836,18.246905,-0.709266,3.950290,5.173162
83.766667,31.995983,10.117798,-1.575586,0.507186,0.023955,-0.076401,-0.001201,0.002795,18.219389,-0.712581,3.940553,5.169142
83.800000,31.996680,10.100900,-1.578138,0.506439,0.024016,-0.076734,-0.001215,0.002754,18.191908,-0.715915,3.930809,5.165145
83.833333,31.997336,10.084025,-1.580702,0.505691,0.024077,-0.077070,-0.001230,0.002713,18.164462,-0.719266,3.921059,5.161172
83.866667,31.997951,10.067173,-1.583276,0.504943,0.024139,-0.077408,-0.001245,0.002672,18.137056,-0.722634,3.911304,5.157224
83.900000,31.998525,10.050344,-1.585862,0.504195,0.024201,-0.077748,-0.001259,0.002630,18.109691,-0.726018,3.901545,5.153301
83.933333,31.999058,10.033539,-1.588460,0.503447,0.024264,-0.078091,-0.001274,0.002588,18.082372,-0.729419,3.891784,5.149402
83.966667,31.999550,10.016758,-1.591068,0.502699,0.024327,-0.078437,-0.001289,0.002546,18.055100,-0.732832,3.882023,5.145527
84.000000,32.000000,10.000000,-1.593689,0.501950,0.024391,-0.078785,-0.001304,0.002504,18.027879,-0.736246,3.872275,5.141665
84.033333,32.000409,9.983266,-1.596321,0.501202,0.024456,-0.079135,-0.001319,0.002462,18.000712,-0.739648,3.862550,5.137806
84.066667,32.000777,9.966556,-1.598965,0.500454,0.024521,-0.079488,-0.001333,0.002420,17.973601,-0.743045,3.852844,5.133957
84.100000,32.001104,9.949870,-1.601620,0.499706,0.024587,-0.079842,-0.001348,0.002378,17.946549,-0.746449,3.843146,5.130128
84.133333,32.001389,9.933207,-1.604287,0.498959,0.024653,-0.080198,-0.001362,0.002336,17.919559,-0.749862,3.833457,5.126322
84.166667,32.001632,9.916569,-1.606967,0.498212,0.024720,-0.080557,-0.001376,0.002295,17.892634,-0.753282,3.823777,5.122540
84.200000,32.001835,9.899955,-1.609658,0.497465,0.024787,-0.080917,-0.001391,0.002253,17.865776,-0.756710,3.814108,5.118780
84.233333,32.001995,9.883366,-1.612361,0.496719,0.024855,-0.081279,-0.001405,0.002212,17.838988,-0.760145,3.804450,5.115044
84.266667,32.002114,9.866801,-1.615076,0.495973,0.024924,-0.081643,-0.001418,0.002171,17.812272,-0.763586,3.794804,5.111332
84.300000,32.002191,9.850260,-1.617804,0.495228,0.024992,-0.082009,-0.001432,0.002130,17.785632,-0.767032,3.785173,5.107643
84.333333,32.002227,9.833744,-1.620544,0.494484,0.025062,-0.082377,-0.001445,0.002090,17.759070,-0.770484,3.775557,5.103978
84.366667,32.002221,9.817252,-1.623296,0.493741,0.025131,-0.082746,-0.001459,0.002049,17.732589,-0.773941,3.765957,5.100338
84.400000,32.002173,9.800785,-1.626060,0.492998,0.025202,-0.083117,-0.001472,0.002009,17.706191,-0.777401,3.756374,5.096721
84.433333,32.002083,9.784343,-1.628837,0.492257,0.025272,-0.083489,-0.001485,0.001968,17.679880,-0.780865,3.746810,5.093130
84.466667,32.001951,9.767925,-1.631626,0.491516,0.025343,-0.083863,-0.001498,0.001928,17.653658,-0.784332,3.737267,5.089563
84.500000,32.001777,9.751533,-1.634428,0.490777,0.025415,-0.084239,-0.001511,0.001888,17.627528,-0.787800,3.727744,5.086020
84.533333,32.001561,9.735165,-1.637242,0.490038,0.025486,-0.084616,-0.001523,0.001849,17.601493,-0.791271,3.718243,5.082503
84.566667,32.001304,9.718823,-1.640069,0.489301,0.025559,-0.084994,-0.001535,0.001809,17.575555,-0.794742,3.708766,5.079011
84.600000,32.001003,9.702506,-1.642908,0.488566,0.025631,-0.085374,-0.001548,0.001770,17.549717,-0.798213,3.699314,5.075544
84.633333,32.000661,9.686214,-1.645760,0.487831,0.025704,-0.085755,-0.001560,0.001730,17.523982,-0.801684,3.689888,5.072103
84.666667,32.000277,9.669947,-1.648625,0.487098,0.025778,-0.086137,-0.001572,0.001691,17.498353,-0.805154,3.680490,5.068687
84.700000,31.999850,9.653705,-1.651503,0.486367,0.025851,-0.086520,-0.001584,0.001652,17.472832,-0.808622,3.671120,5.065296
84.733333,31.999380,9.637489,-1.654393,0.485637,0.025925,-0.086904,-0.001595,0.001614,17.447423,-0.812088,3.661780,5.061931
84.766667,31.998869,9.621298,-1.657296,0.484909,0.025999,-0.087290,-0.001607,0.001575,17.422127,-0.815550,3.652471,5.058593
84.800000,31.998314,9.605133,-1.660212,0.484183,0.026074,-0.087676,-0.001618,0.001537,17.396949,-0.819009,3.643195,5.055279
84.833333,31.997717,9.588993,-1.663141,0.483458,0.026149,-0.088064,-0.001629,0.001498,17.371890,-0.822463,3.633952,5.051992
84.866667,31.997078,9.572879,-1.666083,0.482735,0.026224,-0.088452,-0.001640,0.001460,17.346953,-0.825912,3.624745,5.048731
84.900000,31.996396,9.556790,-1.669038,0.482015,0.026299,-0.088841,-0.001651,0.001422,17.322142,-0.829355,3.615574,5.045496
84.933333,31.995671,9.540727,-1.672006,0.481296,0.026375,-0.089231,-0.001662,0.001385,17.297458,-0.832791,3.606441,5.042288
84.966667,31.994903,9.524690,-1.674987,0.480579,0.026451,-0.089621,-0.001672,0.001347,17.272905,-0.836220,3.597347,5.039105
85.000000,31.994093,9.508679,-1.677981,0.479865,0.026527,-0.090012,-0.001683,0.001309,17.248486,-0.839640,3.588294,5.035949
85.033333,31.993239,9.492694,-1.680988,0.479153,0.026603,-0.090403,-0.001693,0.001272,17.224203,-0.843052,3.579282,5.032819
85.066667,31.992343,9.476734,-1.684008,0.478443,0.026680,-0.090795,-0.001703,0.001235,17.200059,-0.846453,3.570314,5.029716
85.100000,31.991403,9.460801,-1.687041,0.477736,0.026756,-0.091188,-0.001713,0.001198,17.176057,-0.849844,3.561390,5.026639
85.133333,31.990420,9.444893,-1.690087,0.477031,0.026833,-0.091581,-0.001723,0.001161,17.152200,-0.853224,3.552512,5.023588
85.166667,31.989394,9.429012,-1.693146,0.476329,0.026910,-0.091974,-0.001732,0.001125,17.128490,-0.856592,3.543681,5.020564
85.200000,31.988325,9.413157,-1.696218,0.475629,0.026987,-0.092367,-0.001742,0.001088,17.104930,-0.859947,3.534899,5.017566
85.233333,31.987213,9.397327,-1.699304,0.474933,0.027064,-0.092760,-0.001751,0.001052,17.081524,-0.863288,3.526167,5.014595
85.266667,31.986057,9.381524,-1.702402,0.474239,0.027142,-0.093153,-0.001760,0.001016,17.058273,-0.866615,3.517486,5.011650
85.300000,31.984858,9.365747,-1.705514,0.473547,0.027219,-0.093547,-0.001769,0.000980,17.035181,-0.869926,3.508859,5.008732
85.333333,31.983615,9.349997,-1.708639,0.472859,0.027296,-0.093940,-0.001778,0.000944,17.012250,-0.873222,3.500285,5.005840
85.366667,31.982329,9.334272,-1.711777,0.472174,0.027374,-0.094333,-0.001787,0.000909,16.989483,-0.876500,3.491767,5.002974
85.400000,31.980999,9.318574,-1.714928,0.471492,0.027452,-0.094725,-0.001796,0.000873,16.966883,-0.879761,3.483306,5.000135
85.433333,31.979625,9.302903,-1.718092,0.470813,0.027529,-0.095118,-0.001804,0.000838,16.944453,-0.883003,3.474904,4.997322
85.466667,31.978208,9.287257,-1.721269,0.470137,0.027607,-0.095510,-0.001812,0.000803,16.922195,-0.886225,3.466562,4.994536
85.500000,31.976746,9.271638,-1.724459,0.469465,0.027684,-0.095901,-0.001820,0.000768,16.900113,-0.889427,3.458281,4.991776
85.533333,31.975241,9.256046,-1.727662,0.468796,0.027762,-0.096292,-0.001828,0.000733,16.878209,-0.892608,3.450062,4.989042
85.566667,31.973692,9.240480,-1.730879,0.468130,0.027840,-0.096682,-0.001836,0.000698,16.856485,-0.895767,3.441908,4.986334
85.600000,31.972099,9.224941,-1.734108,0.467469,0.027917,-0.097072,-0.001844,0.000664,16.834945,-0.898903,3.433819,4.983653
85.633333,31.970461,9.209428,-1.737350,0.466810,0.027995,-0.097460,-0.001851,0.000630,16.813590,-0.902016,3.425798,4.980997
85.666667,31.968780,9.193941,-1.740605,0.466156,0.028072,-0.097848,-0.001859,0.000595,16.792425,-0.905103,3.417845,4.978368
85.700000,31.967054,9.178481,-1.743873,0.465505,0.028149,-0.098235,-0.001866,0.000561,16.771452,-0.908166,3.409962,4.975764
85.733333,31.965284,9.163048,-1.747154,0.464858,0.028227,-0.098620,-0.001873,0.000528,16.750673,-0.911202,3.402150,4.973187
85.766667,31.963469,9.147641,-1.750448,0.464215,0.028304,-0.099005,-0.001880,0.000494,16.730091,-0.914210,3.394410,4.970635
85.800000,31.961610,9.132261,-1.753754,0.463576,0.028381,-0.099388,-0.001886,0.000461,16.709709,-0.917191,3.386746,4.968109
85.833333,31.959707,9.116908,-1.757074,0.462941,0.028458,-0.099770,-0.001893,0.000427,16.689530,-0.920143,3.379156,4.965609
85.866667,31.957759,9.101581,-1.760406,0.462311,0.028534,-0.100150,-0.001899,0.000394,16.669556,-0.923064,3.371644,4.963134
85.900000,31.955766,9.086281,-1.763750,0.461684,0.028611,-0.100529,-0.001906,0.000361,16.649790,-0.925955,3.364210,4.960685
85.933333,31.953729,9.071007,-1.767108,0.461062,0.028687,-0.100906,-0.001912,0.000328,16.630234,-0.928815,3.356856,4.958261
85.966667,31.951647,9.055761,-1.770478,0.460445,0.028763,-0.101282,-0.001918,0.000296,16.610892,-0.931642,3.349584,4.955862
86.000000,31.949519,9.040541,-1.773860,0.459831,0.028839,-0.101656,-0.001924,0.000263,16.591766,-0.934435,3.342394,4.953489
86.033333,31.947347,9.025347,-1.777255,0.459223,0.028914,-0.102028,-0.001929,0.000231,16.572858,-0.937194,3.335288,4.951141
86.066667,31.945130,9.010181,-1.780662,0.458619,0.028990,-0.102398,-0.001935,0.000199,16.554172,-0.939919,3.328268,4.948818
86.100000,31.942868,8.995041,-1.784081,0.458019,0.029065,-0.102765,-0.001940,0.000167,16.535709,-0.942607,3.321335,4.946519
86.133333,31.940561,8.979928,-1.787513,0.457425,0.029139,-0.103131,-0.001945,0.000135,16.517473,-0.945258,3.314491,4.944246
86.166667,31.938208,8.964842,-1.790957,0.456835,0.029214,-0.103495,-0.001950,0.000103,16.499467,-0.947871,3.307736,4.941997
86.200000,31.935810,8.949782,-1.794412,0.456250,0.029288,-0.103856,-0.001955,0.000072,16.481692,-0.950446,3.301073,4.939773
86.233333,31.933367,8.934749,-1.797880,0.455671,0.029362,-0.104214,-0.001960,0.000040,16.464151,-0.952982,3.294502,4.937574
86.266667,31.930878,8.919743,-1.801360,0.455096,0.029435,-0.104571,-0.001964,0.000009,16.446847,-0.955477,3.288025,4.935399
86.300000,31.928344,8.904764,-1.804852,0.454526,0.029508,-0.104924,-0.001969,-0.000022,16.429783,-0.957931,3.281643,4.933248
86.333333,31.925764,8.889811,-1.808355,0.453962,0.029581,-0.105275,-0.001973,-0.000053,16.412960,-0.960343,3.275359,4.931122
86.366667,31.923138,8.874886,-1.811870,0.453403,0.029653,-0.105623,-0.001977,-0.000083,16.396382,-0.962712,3.269172,4.929019
86.400000,31.920467,8.859987,-1.815396,0.452850,0.029725,-0.105968,-0.001981,-0.000114,16.380052,-0.965037,3.263085,4.926941
86.433333,31.917750,8.845115,-1.818934,0.452301,0.029796,-0.106310,-0.001985,-0.000144,16.363970,-0.967318,3.257098,4.924887
86.466667,31.914987,8.830269,-1.822484,0.451759,0.029867,-0.106649,-0.001989,-0.000174,16.348141,-0.969553,3.251214,4.922857
86.500000,31.912178,8.815450,-1.826044,0.451222,0.029938,-0.106985,-0.001992,-0.000204,16.332566,-0.971742,3.245433,4.920850
86.533333,31.909323,8.800658,-1.829616,0.450691,0.030008,-0.107317,-0.001995,-0.000234,16.317249,-0.973884,3.239757,4.918867
86.566667,31.906422,8.785893,-1.833199,0.450165,0.030077,-0.107646,-0.001999,-0.000264,16.302190,-0.975978,3.234187,4.916908
86.600000,31.903474,8.771154,-1.836793,0.449645,0.030146,-0.107972,-0.002002,-0.000293,16.287394,-0.978024,3.228724,4.914973
86.633333,31.900481,8.756443,-1.840397,0.449132,0.030214,-0.108294,-0.002005,-0.000323,16.272861,-0.980021,3.223370,4.913061
86.666667,31.897441,8.741757,-1.844012,0.448624,0.030282,-0.108612,-0.002007,-0.000352,16.258595,-0.981967,3.218126,4.911172
86.700000,31.894355,8.727099,-1.847638,0.448122,0.030349,-0.108926,-0.002010,-0.000381,16.244599,-0.983862,3.212992,4.909307
86.733333,31.891222,8.712467,-1.851274,0.447626,0.030416,-0.109237,-0.002012,-0.000410,16.230873,-0.985706,3.207972,4.907465
86.766667,31.888043,8.697862,-1.854920,0.447137,0.030482,-0.109544,-0.002015,-0.000438,16.217421,-0.987498,3.203064,4.905646
86.800000,31.884817,8.683283,-1.858577,0.446654,0.030548,-0.109846,-0.002017,-0.000467,16.204245,-0.989236,3.198272,4.903851
86.833333,31.881544,8.668732,-1.862243,0.446177,0.030612,-0.110145,-0.002019,-0.000495,16.191348,-0.990920,3.193595,4.902079
86.866667,31.878224,8.654206,-1.865920,0.445706,0.030677,-0.110439,-0.002020,-0.000524,16.178730,-0.992550,3.189036,4.900329
86.900000,31.874858,8.639708,-1.869606,0.445242,0.030740,-0.110729,-0.002022,-0.000552,16.166396,-0.994125,3.184595,4.898603
86.933333,31.871445,8.625235,-1.873302,0.444785,0.030803,-0.111015,-0.002024,-0.000579,16.154346,-0.995644,3.180273,4.896900
86.966667,31.867984,8.610790,-1.877007,0.444334,0.030865,-0.111296,-0.002025,-0.000607,16.142584,-0.997107,3.176071,4.895220
87.000000,31.864477,8.596371,-1.880721,0.443890,0.030927,-0.111572,-0.002026,-0.000635,16.131110,-0.998512,3.171991,4.893564
87.033333,31.860923,8.581978,-1.884445,0.443453,0.030987,-0.111844,-0.002027,-0.000662,16.119928,-0.999859,3.168034,4.891930
87.066667,31.857321,8.567612,-1.888178,0.443022,0.031047,-0.112110,-0.002028,-0.000689,16.109040,-1.001149,3.164201,4.890319
87.100000,31.853672,8.553273,-1.891919,0.442599,0.031107,-0.112372,-0.002029,-0.000716,16.098447,-1.002379,3.160492,4.888731
87.133333,31.849975,8.538959,-1.895669,0.442182,0.031165,-0.112630,-0.002029,-0.000743,16.088153,-1.003549,3.156909,4.887167
87.166667,31.846231,8.524673,-1.899428,0.441772,0.031223,-0.112881,-0.002030,-0.000770,16.078157,-1.004660,3.153453,4.885626
87.200000,31.842440,8.510412,-1.903195,0.441370,0.031280,-0.113128,-0.002030,-0.000796,16.068464,-1.005710,3.150125,4.884107
87.233333,31.838601,8.496178,-1.906970,0.440975,0.031336,-0.113370,-0.002030,-0.000823,16.059074,-1.006699,3.146925,4.882612
87.266667,31.834714,8.481970,-1.910753,0.440587,0.031391,-0.113606,-0.002030,-0.000849,16.049990,-1.007626,3.143855,4.881141
87.300000,31.830780,8.467789,-1.914543,0.440206,0.031445,-0.113837,-0.002030,-0.000875,16.041214,-1.008491,3.140915,4.879692
87.333333,31.826798,8.453634,-1.918342,0.439832,0.031499,-0.114063,-0.002030,-0.000901,16.032747,-1.009293,3.138106,4.878267
87.366667,31.822767,8.439505,-1.922148,0.439466,0.031552,-0.114282,-0.002029,-0.000927,16.024592,-1.010033,3.135430,4.876866
87.400000,31.818689,8.425402,-1.925961,0.439108,0.031603,-0.114497,-0.002028,-0.000952,16.016750,-1.010709,3.132887,4.875488
87.433333,31.814563,8.411325,-1.929781,0.438757,0.031654,-0.114705,-0.002028,-0.000978,16.009223,-1.011321,3.130478,4.874134
87.466667,31.810388,8.397275,-1.933608,0.438414,0.031704,-0.114908,-0.002027,-0.001003,16.002014,-1.011869,3.128203,4.872804
87.500000,31.806166,8.383250,-1.937441,0.438078,0.031753,-0.115105,-0.002026,-0.001028,15.995122,-1.012352,3.126063,4.871498
87.533333,31.801895,8.369252,-1.941281,0.437750,0.031801,-0.115296,-0.002024,-0.001053,15.988551,-1.012770,3.124060,4.870216
87.566667,31.797576,8.355279,-1.945128,0.437430,0.031848,-0.115481,-0.002023,-0.001078,15.982303,-1.013124,3.122193,4.868958
87.600000,31.793208,8.341333,-1.948980,0.437118,0.031895,-0.115660,-0.002021,-0.001102,15.976378,-1.013411,3.120464,4.867725
87.633333,31.788792,8.327412,-1.952838,0.436813,0.031940,-0.115832,-0.002020,-0.001127,15.970778,-1.013633,3.118873,4.866516
87.666667,31.784327,8.313517,-1.956702,0.436517,0.031984,-0.115999,-0.002018,-0.001151,15.965505,-1.013789,3.117420,4.865332
87.700000,31.779814,8.299648,-1.960571,0.436229,0.032027,-0.116159,-0.002016,-0.001175,15.960561,-1.013879,3.116107,4.864173
87.733333,31.775252,8.285805,-1.964446,0.435949,0.032070,-0.116313,-0.002013,-0.001199,15.955947,-1.013902,3.114934,4.863040
87.766667,31.770641,8.271988,-1.968326,0.435677,0.032111,-0.116460,-0.002011,-0.001223,15.951665,-1.013858,3.113901,4.861932
87.800000,31.765981,8.258196,-1.972210,0.435413,0.032151,-0.116601,-0.002009,-0.001246,15.947715,-1.013748,3.113008,4.860849
87.833333,31.761272,8.244430,-1.976099,0.435157,0.032190,-0.116735,-0.002006,-0.001270,15.944100,-1.013571,3.112257,4.859793
87.866667,31.756514,8.230690,-1.979992,0.434910,0.032228,-0.116863,-0.002003,-0.001293,15.940821,-1.013326,3.111648,4.858763
87.900000,31.751707,8.216975,-1.983890,0.434671,0.032265,-0.116984,-0.002000,-0.001316,15.937879,-1.013015,3.111181,4.857759
87.933333,31.746851,8.203286,-1.987791,0.434441,0.032301,-0.117099,-0.001997,-0.001339,15.935276,-1.012637,3.110856,4.856782
