t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,T1,T2
87.966667,31.741946,8.189622,-1.991697,0.434219,0.032336,-0.117207,-0.001994,-0.001362,15.933012,-1.012191,3.110675,4.855832
88.000000,31.736991,8.175984,-1.995605,0.434005,0.032369,-0.117308,-0.001990,-0.001384,15.931090,-1.011678,3.110636,4.854909
88.033333,31.731987,8.162371,-1.999517,0.433801,0.032402,-0.117402,-0.001987,-0.001407,15.929510,-1.011098,3.110741,4.854014
88.066667,31.726933,8.148783,-2.003432,0.433604,0.032433,-0.117489,-0.001983,-0.001429,15.928273,-1.010451,3.110990,4.853147
88.100000,31.721830,8.135221,-2.007350,0.433417,0.032464,-0.117569,-0.001979,-0.001451,15.927381,-1.009737,3.111382,4.852308
88.133333,31.716677,8.121683,-2.011270,0.433238,0.032493,-0.117642,-0.001975,-0.001473,15.926835,-1.008956,3.111919,4.851498
88.166667,31.711475,8.108171,-2.015192,0.433068,0.032521,-0.117709,-0.001971,-0.001495,15.926635,-1.008108,3.112600,4.850717
88.200000,31.706223,8.094684,-2.019117,0.432907,0.032548,-0.117768,-0.001967,-0.001516,15.926784,-1.007193,3.113426,4.849966
88.233333,31.700921,8.081222,-2.023044,0.432755,0.032574,-0.117820,-0.001962,-0.001538,15.927281,-1.006212,3.114396,4.849244
88.266667,31.695569,8.067785,-2.026972,0.432611,0.032598,-0.117865,-0.001958,-0.001559,15.928127,-1.005164,3.115511,4.848553
88.300000,31.690167,8.054373,-2.030901,0.432477,0.032622,-0.117903,-0.001953,-0.001580,15.929325,-1.004050,3.116771,4.847892
88.333333,31.684715,8.040986,-2.034832,0.432351,0.032644,-0.117933,-0.001948,-0.001601,15.930874,-1.002870,3.118175,4.847262
88.366667,31.679213,8.027624,-2.038764,0.432235,0.032665,-0.117957,-0.001943,-0.001622,15.932775,-1.001625,3.119724,4.846664
88.400000,31.673660,8.014286,-2.042696,0.432128,0.032685,-0.117973,-0.001937,-0.001642,15.935029,-1.000314,3.121418,4.846097
88.433333,31.668058,8.000974,-2.046628,0.432030,0.032703,-0.117982,-0.001932,-0.001663,15.937637,-0.998938,3.123256,4.845563
88.466667,31.662405,7.987685,-2.050561,0.431941,0.032721,-0.117984,-0.001926,-0.001683,15.940600,-0.997497,3.125239,4.845062
88.500000,31.656701,7.974422,-2.054494,0.431861,0.032737,-0.117978,-0.001921,-0.001703,15.943918,-0.995992,3.127366,4.844593
88.533333,31.650948,7.961182,-2.058426,0.431790,0.032752,-0.117966,-0.001915,-0.001723,15.947592,-0.994423,3.129637,4.844159
88.566667,31.645143,7.947968,-2.062358,0.431729,0.032765,-0.117946,-0.001909,-0.001743,15.951623,-0.992790,3.132052,4.843759
88.600000,31.639288,7.934777,-2.066289,0.431677,0.032778,-0.117918,-0.001903,-0.001763,15.956010,-0.991094,3.134611,4.843394
88.633333,31.633382,7.921611,-2.070220,0.431634,0.032789,-0.117883,-0.001896,-0.001782,15.960755,-0.989335,3.137314,4.843063
88.666667,31.627426,7.908469,-2.074148,0.431601,0.032799,-0.117841,-0.001890,-0.001801,15.965858,-0.987513,3.140160,4.842769
88.700000,31.621418,7.895352,-2.078076,0.431577,0.032808,-0.117792,-0.001883,-0.001820,15.971320,-0.985630,3.143149,4.842511
88.733333,31.615360,7.882258,-2.082001,0.431563,0.032815,-0.117735,-0.001876,-0.001839,15.977140,-0.983685,3.146280,4.842289
88.766667,31.609251,7.869189,-2.085925,0.431558,0.032821,-0.117671,-0.001869,-0.001858,15.983319,-0.981680,3.149554,4.842105
88.800000,31.603091,7.856143,-2.089846,0.431562,0.032826,-0.117600,-0.001862,-0.001877,15.989858,-0.979614,3.152970,4.841959
88.833333,31.596879,7.843122,-2.093765,0.431576,0.032830,-0.117521,-0.001855,-0.001895,15.996757,-0.977488,3.156527,4.841851
88.866667,31.590617,7.830124,-2.097681,0.431600,0.032832,-0.117435,-0.001848,-0.001914,16.004015,-0.975303,3.160226,4.841782
88.900000,31.584303,7.817150,-2.101594,0.431633,0.032833,-0.117342,-0.001840,-0.001932,16.011634,-0.973059,3.164064,4.841752
88.933333,31.577937,7.804200,-2.105503,0.431675,0.032833,-0.117242,-0.001832,-0.001950,16.019613,-0.970757,3.168043,4.841763
88.966667,31.571521,7.791273,-2.109410,0.431728,0.032832,-0.117134,-0.001825,-0.001967,16.027952,-0.968398,3.172162,4.841814
89.000000,31.565053,7.778370,-2.113312,0.431790,0.032829,-0.117019,-0.001817,-0.001985,16.036652,-0.965982,3.176420,4.841906
89.033333,31.558533,7.765491,-2.117211,0.431861,0.032825,-0.116897,-0.001808,-0.002003,16.045712,-0.963510,3.180816,4.842040
89.066667,31.551962,7.752634,-2.121106,0.431943,0.032820,-0.116768,-0.001800,-0.002020,16.055132,-0.960983,3.185350,4.842216
89.100000,31.545339,7.739802,-2.124996,0.432034,0.032814,-0.116631,-0.001792,-0.002037,16.064913,-0.958400,3.190021,4.842436
89.133333,31.538665,7.726992,-2.128881,0.432134,0.032806,-0.116488,-0.001783,-0.002054,16.075054,-0.955764,3.194829,4.842698
89.166667,31.531938,7.714206,-2.132761,0.432245,0.032797,-0.116337,-0.001774,-0.002071,16.085556,-0.953075,3.199773,4.843005
89.200000,31.525160,7.701442,-2.136637,0.432365,0.032786,-0.116179,-0.001765,-0.002087,16.096417,-0.950332,3.204852,4.843356
89.233333,31.518330,7.688702,-2.140507,0.432495,0.032775,-0.116015,-0.001756,-0.002104,16.107638,-0.947538,3.210066,4.843753
89.266667,31.511448,7.675985,-2.144371,0.432635,0.032762,-0.115843,-0.001747,-0.002120,16.119218,-0.944693,3.215414,4.844195
89.300000,31.504514,7.663290,-2.148230,0.432784,0.032748,-0.115664,-0.001737,-0.002136,16.131157,-0.941797,3.220895,4.844683
89.333333,31.497527,7.650619,-2.152082,0.432943,0.032732,-0.115479,-0.001728,-0.002152,16.143455,-0.938852,3.226509,4.845219
89.366667,31.490489,7.637970,-2.155928,0.433112,0.032716,-0.115286,-0.001718,-0.002168,16.156112,-0.935858,3.232254,4.845802
89.400000,31.483398,7.625343,-2.159768,0.433291,0.032698,-0.115087,-0.001708,-0.002184,16.169126,-0.932816,3.238130,4.846433
89.433333,31.476255,7.612740,-2.163601,0.433480,0.032678,-0.114881,-0.001698,-0.002199,16.182498,-0.929727,3.244136,4.847113
89.466667,31.469059,7.600158,-2.167426,0.433678,0.032658,-0.114669,-0.001688,-0.002215,16.196227,-0.926591,3.250271,4.847842
89.500000,31.461811,7.587599,-2.171245,0.433887,0.032636,-0.114449,-0.001678,-0.002230,16.210312,-0.923410,3.256535,4.848621
89.533333,31.454511,7.575063,-2.175056,0.434105,0.032613,-0.114223,-0.001667,-0.002245,16.224753,-0.920184,3.262926,4.849451
89.566667,31.447158,7.562548,-2.178860,0.434333,0.032589,-0.113991,-0.001657,-0.002260,16.239549,-0.916915,3.269444,4.850331
89.600000,31.439753,7.550056,-2.182656,0.434570,0.032563,-0.113752,-0.001646,-0.002274,16.254700,-0.913602,3.276087,4.851263
89.633333,31.432294,7.537586,-2.186444,0.434818,0.032537,-0.113507,-0.001635,-0.002289,16.270205,-0.910247,3.282855,4.852247
89.666667,31.424783,7.525138,-2.190223,0.435076,0.032509,-0.113255,-0.001624,-0.002303,16.286063,-0.906851,3.289748,4.853284
89.700000,31.417219,7.512712,-2.193994,0.435343,0.032480,-0.112997,-0.001613,-0.002317,16.302273,-0.903414,3.296763,4.854374
89.733333,31.409603,7.500307,-2.197756,0.435620,0.032449,-0.112733,-0.001601,-0.002331,16.318835,-0.899938,3.303900,4.855517
89.766667,31.401933,7.487924,-2.201509,0.435907,0.032417,-0.112462,-0.001590,-0.002345,16.335747,-0.896423,3.311158,4.856715
89.800000,31.394211,7.475563,-2.205254,0.436204,0.032384,-0.112186,-0.001578,-0.002359,16.353009,-0.892871,3.318536,4.857968
89.833333,31.386435,7.463223,-2.208988,0.436510,0.032350,-0.111903,-0.001566,-0.002373,16.370620,-0.889281,3.326033,4.859277
89.866667,31.378606,7.450905,-2.212714,0.436826,0.032315,-0.111615,-0.001554,-0.002386,16.388579,-0.885655,3.333649,4.860641
89.900000,31.370724,7.438609,-2.216429,0.437152,0.032279,-0.111321,-0.001542,-0.002399,16.406885,-0.881994,3.341381,4.862061
89.933333,31.362789,7.426333,-2.220135,0.437488,0.032241,-0.111020,-0.001529,-0.002412,16.425537,-0.878299,3.349230,4.863539
89.966667,31.354801,7.414079,-2.223831,0.437834,0.032202,-0.110714,-0.001517,-0.002425,16.444534,-0.874571,3.357193,4.865074
90.000000,31.346759,7.401845,-2.227516,0.438189,0.032162,-0.110403,-0.001504,-0.002438,16.463874,-0.870810,3.365270,4.866667
90.033333,31.338664,7.389633,-2.231191,0.438554,0.032121,-0.110086,-0.001492,-0.002450,16.483557,-0.867017,3.373461,4.868318
90.066667,31.330515,7.377442,-2.234855,0.438929,0.032078,-0.109763,-0.001479,-0.002463,16.503582,-0.863194,3.381763,4.870028
90.100000,31.322313,7.365271,-2.238509,0.439314,0.032035,-0.109435,-0.001466,-0.002475,16.523946,-0.859341,3.390176,4.871797
90.133333,31.314058,7.353122,-2.242151,0.439708,0.031990,-0.109102,-0.001452,-0.002487,16.544650,-0.855458,3.398698,4.873627
90.166667,31.305749,7.340993,-2.245782,0.440112,0.031944,-0.108763,-0.001439,-0.002499,16.565692,-0.851548,3.407330,4.875516
90.200000,31.297386,7.328884,-2.249402,0.440526,0.031897,-0.108419,-0.001425,-0.002510,16.587070,-0.847611,3.416069,4.877466
90.233333,31.288969,7.316796,-2.253010,0.440949,0.031849,-0.108070,-0.001412,-0.002522,16.608783,-0.843647,3.424914,4.879477
90.266667,31.280499,7.304728,-2.256606,0.441381,0.031799,-0.107716,-0.001398,-0.002533,16.630830,-0.839657,3.433865,4.881550
90.300000,31.271975,7.292681,-2.260191,0.441824,0.031749,-0.107357,-0.001384,-0.002544,16.653209,-0.835644,3.442920,4.883685
90.333333,31.263397,7.280654,-2.263763,0.442276,0.031698,-0.106993,-0.001370,-0.002555,16.675919,-0.831606,3.452078,4.885882
90.366667,31.254765,7.268647,-2.267324,0.442737,0.031645,-0.106625,-0.001355,-0.002566,16.698959,-0.827546,3.461338,4.888141
90.400000,31.246079,7.256659,-2.270872,0.443208,0.031591,-0.106252,-0.001341,-0.002577,16.722327,-0.823463,3.470700,4.890464
90.433333,31.237339,7.244692,-2.274407,0.443689,0.031537,-0.105874,-0.001326,-0.002588,16.746021,-0.819360,3.480161,4.892850
90.466667,31.228545,7.232745,-2.277930,0.444179,0.031481,-0.105492,-0.001311,-0.002598,16.770041,-0.815236,3.489721,4.895300
90.500000,31.219697,7.220817,-2.281440,0.444678,0.031424,-0.105105,-0.001296,-0.002608,16.794383,-0.811093,3.499378,4.897814
90.533333,31.210794,7.208909,-2.284937,0.445187,0.031366,-0.104714,-0.001281,-0.002618,16.819048,-0.806931,3.509132,4.900392
90.566667,31.201838,7.197020,-2.288421,0.445705,0.031307,-0.104319,-0.001266,-0.002628,16.844033,-0.802751,3.518981,4.903035
90.600000,31.192827,7.185151,-2.291892,0.446233,0.031247,-0.103919,-0.001251,-0.002638,16.869336,-0.798554,3.528925,4.905743
90.633333,31.183762,7.173301,-2.295349,0.446769,0.031186,-0.103516,-0.001235,-0.002647,16.894956,-0.794342,3.538962,4.908516
90.666667,31.174643,7.161470,-2.298793,0.447316,0.031124,-0.103109,-0.001219,-0.002657,16.920891,-0.790113,3.549091,4.911355
90.700000,31.165469,7.149658,-2.302223,0.447871,0.031061,-0.102697,-0.001204,-0.002666,16.947140,-0.785871,3.559310,4.914260
90.733333,31.156241,7.137866,-2.305639,0.448435,0.030997,-0.102282,-0.001188,-0.002675,16.973701,-0.781614,3.569620,4.917231
90.766667,31.146958,7.126092,-2.309042,0.449009,0.030932,-0.101864,-0.001171,-0.002684,17.000571,-0.777345,3.580018,4.920268
90.800000,31.137621,7.114337,-2.312430,0.449592,0.030866,-0.101442,-0.001155,-0.002693,17.027750,-0.773063,3.590503,4.923371
90.833333,31.128229,7.102601,-2.315804,0.450184,0.030799,-0.101016,-0.001139,-0.002701,17.055234,-0.768770,3.601075,4.926542
90.866667,31.118782,7.090884,-2.319165,0.450785,0.030731,-0.100587,-0.001122,-0.002710,17.083024,-0.764467,3.611733,4.929779
90.900000,31.109281,7.079185,-2.322510,0.451395,0.030663,-0.100154,-0.001105,-0.002718,17.111115,-0.760153,3.622474,4.933083
90.933333,31.099725,7.067504,-2.325841,0.452014,0.030593,-0.099718,-0.001088,-0.002726,17.139508,-0.755831,3.633299,4.936455
90.966667,31.090115,7.055842,-2.329158,0.452642,0.030522,-0.099280,-0.001071,-0.002734,17.168199,-0.751499,3.644205,4.939894
91.000000,31.080449,7.044198,-2.332460,0.453279,0.030451,-0.098838,-0.001054,-0.002742,17.197187,-0.747161,3.655193,4.943401
91.033333,31.070729,7.032572,-2.335747,0.453925,0.030378,-0.098393,-0.001037,-0.002749,17.226469,-0.742815,3.666260,4.946975
91.066667,31.060954,7.020964,-2.339020,0.454579,0.030305,-0.097945,-0.001019,-0.002757,17.256045,-0.738462,3.677406,4.950617
91.100000,31.051124,7.009374,-2.342277,0.455242,0.030231,-0.097495,-0.001001,-0.002764,17.285911,-0.734105,3.688629,4.954327
91.133333,31.041239,6.997802,-2.345519,0.455914,0.030156,-0.097041,-0.000983,-0.002771,17.316066,-0.729742,3.699929,4.958104
91.166667,31.031299,6.986248,-2.348746,0.456595,0.030080,-0.096586,-0.000965,-0.002778,17.346508,-0.725375,3.711304,4.961950
91.200000,31.021305,6.974711,-2.351958,0.457285,0.030004,-0.096127,-0.000947,-0.002785,17.377235,-0.721004,3.722753,4.965864
91.233333,31.011255,6.963192,-2.355155,0.457982,0.029926,-0.095666,-0.000929,-0.002791,17.408244,-0.716631,3.734276,4.969846
91.266667,31.001150,6.951690,-2.358336,0.458689,0.029848,-0.095203,-0.000911,-0.002798,17.439534,-0.712255,3.745870,4.973897
91.300000,30.990990,6.940205,-2.361502,0.459404,0.029769,-0.094738,-0.000892,-0.002804,17.471102,-0.707878,3.757536,4.978015
91.333333,30.980774,6.928738,-2.364652,0.460127,0.029689,-0.094271,-0.000873,-0.002810,17.502947,-0.703499,3.769272,4.982201
91.366667,30.970504,6.917287,-2.367786,0.460859,0.029608,-0.093801,-0.000854,-0.002816,17.535065,-0.699120,3.781076,4.986456
91.400000,30.960178,6.905854,-2.370905,0.461599,0.029527,-0.093329,-0.000835,-0.002822,17.567456,-0.694742,3.792949,4.990779
91.433333,30.949798,6.894438,-2.374008,0.462348,0.029445,-0.092856,-0.000816,-0.002827,17.600116,-0.690364,3.804888,4.995170
91.466667,30.939361,6.883038,-2.377096,0.463104,0.029362,-0.092381,-0.000796,-0.002833,17.633044,-0.685987,3.816893,4.999629
91.500000,30.928870,6.871655,-2.380167,0.463869,0.029278,-0.091904,-0.000777,-0.002838,17.666237,-0.681612,3.828962,5.004156
91.533333,30.918323,6.860288,-2.383223,0.464642,0.029194,-0.091425,-0.000757,-0.002843,17.699693,-0.677240,3.841096,5.008751
91.566667,30.907721,6.848938,-2.386262,0.465423,0.029109,-0.090945,-0.000737,-0.002848,17.733410,-0.672871,3.853292,5.013413
91.600000,30.897064,6.837605,-2.389286,0.466212,0.029023,-0.090463,-0.000717,-0.002853,17.767385,-0.668505,3.865549,5.018144
91.633333,30.886351,6.826287,-2.392293,0.467009,0.028937,-0.089980,-0.000697,-0.002857,17.801617,-0.664143,3.877867,5.022942
91.666667,30.875582,6.814986,-2.395284,0.467814,0.028849,-0.089495,-0.000677,-0.002862,17.836103,-0.659786,3.890245,5.027807
91.700000,30.864758,6.803701,-2.398259,0.468627,0.028762,-0.089010,-0.000656,-0.002866,17.870841,-0.655434,3.902681,5.032740
91.733333,30.853879,6.792432,-2.401218,0.469448,0.028673,-0.088523,-0.000636,-0.002870,17.905828,-0.651088,3.915174,5.037740
91.766667,30.842944,6.781178,-2.404161,0.470276,0.028584,-0.088035,-0.000615,-0.002874,17.941062,-0.646747,3.927725,5.042806
91.800000,30.831954,6.769941,-2.407087,0.471112,0.028495,-0.087546,-0.000594,-0.002878,17.976541,-0.642414,3.940330,5.047940
91.833333,30.820908,6.758719,-2.409997,0.471956,0.028404,-0.087056,-0.000573,-0.002882,18.012262,-0.638087,3.952991,5.053140
91.866667,30.809807,6.747512,-2.412891,0.472807,0.028313,-0.086565,-0.000552,-0.002885,18.048224,-0.633768,3.965705,5.058407
91.900000,30.798649,6.736321,-2.415768,0.473666,0.028222,-0.086073,-0.000530,-0.002888,18.084422,-0.629456,3.978471,5.063740
91.933333,30.787437,6.725145,-2.418629,0.474533,0.028130,-0.085581,-0.000509,-0.002892,18.120857,-0.625153,3.991289,5.069139
91.966667,30.776168,6.713984,-2.421474,0.475406,0.028037,-0.085087,-0.000487,-0.002895,18.157524,-0.620859,4.004158,5.074604
92.000000,30.764844,6.702838,-2.424302,0.476287,0.027944,-0.084594,-0.000465,-0.002897,18.194421,-0.616574,4.017076,5.080134
92.033333,30.753465,6.691708,-2.427113,0.477176,0.027850,-0.084100,-0.000443,-0.002900,18.231547,-0.612298,4.030044,5.085730
92.066667,30.742029,6.680592,-2.429908,0.478071,0.027756,-0.083605,-0.000421,-0.002902,18.268898,-0.608032,4.043059,5.091390
92.100000,30.730538,6.669491,-2.432687,0.478974,0.027662,-0.083110,-0.000399,-0.002905,18.306472,-0.603777,4.056121,5.097115
92.133333,30.718991,6.658405,-2.435449,0.479884,0.027566,-0.082615,-0.000376,-0.002907,18.344267,-0.599532,4.069229,5.102905
92.166667,30.707389,6.647333,-2.438194,0.480800,0.027470,-0.082119,-0.000354,-0.002909,18.382280,-0.595299,4.082381,5.108759
92.200000,30.695730,6.636275,-2.440924,0.481724,0.027374,-0.081623,-0.000331,-0.002911,18.420509,-0.591077,4.095578,5.114676
92.233333,30.684016,6.625232,-2.443636,0.482655,0.027277,-0.081128,-0.000308,-0.002912,18.458952,-0.586866,4.108819,5.120657
92.266667,30.672246,6.614203,-2.446332,0.483592,0.027180,-0.080632,-0.000285,-0.002914,18.497605,-0.582668,4.122101,5.126701
92.300000,30.660421,6.603189,-2.449012,0.484537,0.027083,-0.080136,-0.000262,-0.002915,18.536467,-0.578482,4.135425,5.132808
92.333333,30.648539,6.592188,-2.451674,0.485488,0.026985,-0.079640,-0.000238,-0.002916,18.575535,-0.574309,4.148789,5.138978
92.366667,30.636602,6.581201,-2.454321,0.486446,0.026886,-0.079144,-0.000215,-0.002917,18.614806,-0.570149,4.162193,5.145210
92.400000,30.624609,6.570228,-2.456951,0.487410,0.026787,-0.078649,-0.000191,-0.002918,18.654278,-0.566003,4.175636,5.151503
92.433333,30.612560,6.559269,-2.459564,0.488381,0.026688,-0.078154,-0.000167,-0.002919,18.693948,-0.561870,4.189117,5.157857
92.466667,30.600455,6.548323,-2.462161,0.489358,0.026588,-0.077659,-0.000143,-0.002919,18.733815,-0.557750,4.202634,5.164273
92.500000,30.588295,6.537390,-2.464741,0.490342,0.026488,-0.077164,-0.000119,-0.002919,18.773875,-0.553646,4.216188,5.170749
92.533333,30.576078,6.526471,-2.467305,0.491332,0.026387,-0.076670,-0.000095,-0.002920,18.814125,-0.549555,4.229777,5.177286
92.566667,30.563806,6.515566,-2.469853,0.492328,0.026286,-0.076176,-0.000070,-0.002920,18.854564,-0.545479,4.243400,5.183882
92.600000,30.551478,6.504673,-2.472384,0.493330,0.026185,-0.075683,-0.000046,-0.002919,18.895189,-0.541418,4.257057,5.190537
92.633333,30.539094,6.493793,-2.474898,0.494339,0.026083,-0.075191,-0.000021,-0.002919,18.935996,-0.537373,4.270747,5.197252
92.666667,30.526654,6.482927,-2.477396,0.495354,0.025981,-0.074699,0.000004,-0.002919,18.976985,-0.533343,4.284468,5.204024
92.700000,30.514158,6.472073,-2.479878,0.496374,0.025879,-0.074207,0.000029,-0.002918,19.018152,-0.529328,4.298221,5.210855
92.733333,30.501607,6.461232,-2.482344,0.497401,0.025776,-0.073717,0.000054,-0.002917,19.059494,-0.525329,4.312003,5.217744
92.766667,30.489000,6.450403,-2.484793,0.498434,0.025673,-0.073227,0.000080,-0.002916,19.101009,-0.521347,4.325816,5.224689
92.800000,30.476336,6.439587,-2.487225,0.499472,0.025570,-0.072738,0.000105,-0.002915,19.142695,-0.517380,4.339656,5.231691
92.833333,30.463617,6.428784,-2.489642,0.500516,0.025467,-0.072250,0.000131,-0.002914,19.184549,-0.513430,4.353525,5.238750
92.866667,30.450842,6.417992,-2.492042,0.501566,0.025363,-0.071763,0.000157,-0.002912,19.226568,-0.509497,4.367420,5.245864
92.900000,30.438012,6.407213,-2.494426,0.502621,0.025259,-0.071277,0.000183,-0.002910,19.268750,-0.505581,4.381342,5.253033
92.933333,30.425125,6.396446,-2.496794,0.503682,0.025154,-0.070791,0.000209,-0.002909,19.311092,-0.501681,4.395289,5.260257
92.966667,30.412183,6.385691,-2.499145,0.504748,0.025050,-0.070307,0.000235,-0.002907,19.353591,-0.497799,4.409261,5.267535
93.000000,30.399185,6.374947,-2.501481,0.505820,0.024945,-0.069824,0.000262,-0.002904,19.396246,-0.493934,4.423257,5.274866
93.033333,30.386131,6.364215,-2.503800,0.506897,0.024840,-0.069342,0.000288,-0.002902,19.439053,-0.490086,4.437275,5.282251
93.066667,30.373021,6.353495,-2.506104,0.507979,0.024734,-0.068861,0.000315,-0.002900,19.482010,-0.486256,4.451316,5.289689
93.100000,30.359855,6.342787,-2.508391,0.509066,0.024629,-0.068382,0.000342,-0.002897,19.525114,-0.482444,4.465378,5.297179
93.133333,30.346634,6.332090,-2.510663,0.510159,0.024523,-0.067903,0.000369,-0.002894,19.568363,-0.478650,4.479462,5.304720
93.166667,30.333357,6.321404,-2.512918,0.511256,0.024417,-0.067426,0.000396,-0.002891,19.611754,-0.474873,4.493565,5.312312
93.200000,30.320024,6.310730,-2.515158,0.512359,0.024311,-0.066951,0.000423,-0.002888,19.655284,-0.471115,4.507687,5.319955
93.233333,30.306635,6.300066,-2.517381,0.513467,0.024204,-0.066476,0.000451,-0.002885,19.698952,-0.467375,4.521828,5.327648
93.266667,30.293191,6.289414,-2.519589,0.514579,0.024098,-0.066003,0.000479,-0.002881,19.742753,-0.463654,4.535987,5.335390
