t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,tau_v,T1,T2
67.333333,26.849934,17.369709,-0.283128,0.620343,0.033500,-0.082136,-0.002989,-0.002482,22.708018,-0.737671,0.045294,9.935411,12.772607
67.366667,26.870091,17.364979,-0.285869,0.620087,0.033544,-0.082326,-0.002987,-0.002458,22.699963,-0.739086,0.044152,9.928662,12.771301
67.400000,26.890226,17.360197,-0.288617,0.619833,0.033587,-0.082515,-0.002986,-0.002435,22.691992,-0.740489,0.042999,9.921978,12.770013
67.433333,26.910341,17.355364,-0.291370,0.619581,0.033630,-0.082702,-0.002984,-0.002411,22.684103,-0.741879,0.041835,9.915360,12.768743
67.466667,26.930435,17.350479,-0.294130,0.619330,0.033672,-0.082888,-0.002983,-0.002387,22.676298,-0.743257,0.040661,9.908808,12.767490
67.500000,26.950507,17.345542,-0.296896,0.619081,0.033713,-0.083072,-0.002981,-0.002363,22.668578,-0.744623,0.039476,9.902322,12.766256
67.533333,26.970559,17.340554,-0.299668,0.618835,0.033753,-0.083256,-0.002980,-0.002339,22.660945,-0.745976,0.038281,9.895903,12.765041
67.566667,26.990589,17.335513,-0.302446,0.618590,0.033792,-0.083438,-0.002978,-0.002316,22.653398,-0.747316,0.037075,9.889553,12.763845
67.600000,27.010597,17.330421,-0.305231,0.618347,0.033831,-0.083618,-0.002977,-0.002292,22.645938,-0.748643,0.035859,9.883270,12.762668
67.633333,27.030584,17.325276,-0.308021,0.618106,0.033869,-0.083798,-0.002975,-0.002268,22.638567,-0.749958,0.034633,9.877057,12.761510
67.666667,27.050549,17.320080,-0.310817,0.617867,0.033906,-0.083976,-0.002974,-0.002244,22.631286,-0.751259,0.033396,9.870913,12.760373
67.700000,27.070493,17.314831,-0.313619,0.617630,0.033942,-0.084153,-0.002972,-0.002220,22.624095,-0.752548,0.032149,9.864840,12.759255
67.733333,27.090414,17.309529,-0.316427,0.617396,0.033977,-0.084328,-0.002971,-0.002197,22.616995,-0.753823,0.030891,9.858837,12.758158
67.766667,27.110314,17.304176,-0.319241,0.617163,0.034012,-0.084502,-0.002969,-0.002173,22.609987,-0.755086,0.029624,9.852906,12.757081
67.800000,27.130191,17.298769,-0.322061,0.616933,0.034046,-0.084675,-0.002968,-0.002149,22.603072,-0.756335,0.028346,9.847046,12.756026
67.833333,27.150046,17.293310,-0.324886,0.616704,0.034079,-0.084846,-0.002966,-0.002125,22.596250,-0.757570,0.027059,9.841259,12.754991
67.866667,27.169879,17.287799,-0.327717,0.616478,0.034111,-0.085016,-0.002965,-0.002101,22.589523,-0.758793,0.025761,9.835545,12.753978
67.900000,27.189690,17.282235,-0.330554,0.616254,0.034143,-0.085184,-0.002963,-0.002077,22.582891,-0.760001,0.024454,9.829905,12.752986
67.933333,27.209477,17.276617,-0.333396,0.616033,0.034173,-0.085351,-0.002962,-0.002054,22.576355,-0.761196,0.023136,9.824338,12.752017
67.966667,27.229243,17.270947,-0.336244,0.615813,0.034203,-0.085517,-0.002960,-0.002030,22.569916,-0.762378,0.021809,9.818847,12.751069
68.000000,27.248985,17.265224,-0.339097,0.615596,0.034232,-0.085681,-0.002958,-0.002006,22.563575,-0.763545,0.020472,9.813431,12.750144
68.033333,27.268704,17.259448,-0.341956,0.615381,0.034261,-0.085844,-0.002957,-0.001982,22.557332,-0.764699,0.019126,9.808091,12.749242
68.066667,27.288401,17.253619,-0.344820,0.615169,0.034288,-0.086005,-0.002955,-0.001958,22.551189,-0.765839,0.017769,9.802827,12.748362
68.100000,27.308074,17.247737,-0.347690,0.614959,0.034315,-0.086165,-0.002954,-0.001935,22.545145,-0.766965,0.016403,9.797640,12.747506
68.133333,27.327724,17.241801,-0.350564,0.614751,0.034341,-0.086324,-0.002952,-0.001911,22.539203,-0.768077,0.015028,9.792530,12.746672
68.166667,27.347351,17.235812,-0.353445,0.614546,0.034366,-0.086481,-0.002951,-0.001887,22.533361,-0.769175,0.013643,9.787499,12.745862
68.200000,27.366955,17.229769,-0.356330,0.614343,0.034390,-0.086636,-0.002949,-0.001863,22.527622,-0.770258,0.012249,9.782546,12.745076
68.233333,27.386534,17.223673,-0.359220,0.614143,0.034414,-0.086790,-0.002948,-0.001839,22.521986,-0.771327,0.010845,9.777672,12.744314
68.266667,27.406091,17.217524,-0.362116,0.613945,0.034436,-0.086943,-0.002946,-0.001816,22.516453,-0.772382,0.009432,9.772877,12.743576
68.300000,27.425623,17.211321,-0.365016,0.613749,0.034458,-0.087094,-0.002945,-0.001792,22.511025,-0.773422,0.008010,9.768163,12.742862
68.333333,27.445132,17.205064,-0.367922,0.613556,0.034479,-0.087243,-0.002943,-0.001768,22.505702,-0.774448,0.006578,9.763529,12.742173
68.366667,27.464616,17.198753,-0.370833,0.613366,0.034500,-0.087391,-0.002942,-0.001744,22.500485,-0.775458,0.005138,9.758976,12.741509
68.400000,27.484077,17.192389,-0.373748,0.613178,0.034519,-0.087538,-0.002940,-0.001720,22.495374,-0.776455,0.003688,9.754505,12.740869
68.433333,27.503513,17.185971,-0.376668,0.612993,0.034538,-0.087683,-0.002939,-0.001697,22.490370,-0.777436,0.002229,9.750116,12.740255
68.466667,27.522925,17.179499,-0.379594,0.612811,0.034556,-0.087826,-0.002937,-0.001673,22.485474,-0.778403,0.000761,9.745809,12.739665
68.500000,27.542312,17.172972,-0.382524,0.612631,0.034573,-0.087968,-0.002936,-0.001649,22.480687,-0.779354,-0.000715,9.741586,12.739101
68.533333,27.561675,17.166392,-0.385458,0.612453,0.034590,-0.088108,-0.002934,-0.001625,22.476008,-0.780291,-0.002201,9.737446,12.738563
68.566667,27.581014,17.159758,-0.388397,0.612279,0.034605,-0.088247,-0.002933,-0.001601,22.471440,-0.781212,-0.003695,9.733389,12.738050
68.600000,27.600327,17.153069,-0.391341,0.612107,0.034620,-0.088384,-0.002940,-0.001564,22.466978,-0.782118,-0.005196,9.729415,12.737563
68.633333,27.619616,17.146326,-0.394290,0.611938,0.034634,-0.088520,-0.002952,-0.001519,22.462613,-0.783012,-0.006695,9.725514,12.737100
68.666667,27.638880,17.139529,-0.397243,0.611771,0.034648,-0.088654,-0.002964,-0.001475,22.458344,-0.783893,-0.008192,9.721685,12.736660
68.700000,27.658118,17.132677,-0.400200,0.611608,0.034660,-0.088786,-0.002976,-0.001430,22.454171,-0.784762,-0.009686,9.717928,12.736243
68.733333,27.677332,17.125771,-0.403162,0.611447,0.034672,-0.088917,-0.002988,-0.001385,22.450092,-0.785618,-0.011176,9.714242,12.735850
68.766667,27.696520,17.118811,-0.406128,0.611288,0.034683,-0.089046,-0.003000,-0.001341,22.446108,-0.786461,-0.012662,9.710628,12.735479
68.800000,27.715683,17.111796,-0.409098,0.611133,0.034694,-0.089174,-0.003012,-0.001296,22.442218,-0.787292,-0.014144,9.707086,12.735132
68.833333,27.734820,17.104726,-0.412073,0.610980,0.034703,-0.089300,-0.003024,-0.001251,22.438421,-0.788110,-0.015621,9.703614,12.734808
68.866667,27.753932,17.097602,-0.415051,0.610830,0.034712,-0.089425,-0.003036,-0.001207,22.434718,-0.788916,-0.017094,9.700213,12.734506
68.900000,27.773018,17.090423,-0.418034,0.610682,0.034721,-0.089548,-0.003048,-0.001162,22.431109,-0.789709,-0.018560,9.696882,12.734226
68.933333,27.792078,17.083190,-0.421021,0.610537,0.034729,-0.089669,-0.003060,-0.001118,22.427591,-0.790490,-0.020021,9.693622,12.733969
68.966667,27.811112,17.075902,-0.424012,0.610395,0.034736,-0.089789,-0.003072,-0.001073,22.424166,-0.791259,-0.021475,9.690432,12.733734
69.000000,27.830120,17.068559,-0.427007,0.610256,0.034742,-0.089908,-0.003084,-0.001028,22.420832,-0.792014,-0.022923,9.687311,12.733521
69.033333,27.849102,17.061161,-0.430006,0.610119,0.034749,-0.090024,-0.003096,-0.000984,22.417589,-0.792758,-0.024363,9.684260,12.733329
69.066667,27.868058,17.053708,-0.433009,0.609985,0.034754,-0.090140,-0.003108,-0.000939,22.414437,-0.793489,-0.025796,9.681278,12.733159
69.100000,27.886987,17.046200,-0.436015,0.609853,0.034759,-0.090254,-0.003120,-0.000894,22.411374,-0.794208,-0.027221,9.678364,12.733010
69.133333,27.905889,17.038638,-0.439026,0.609724,0.034763,-0.090366,-0.003132,-0.000850,22.408401,-0.794914,-0.028638,9.675519,12.732882
69.166667,27.924765,17.031020,-0.442040,0.609598,0.034767,-0.090477,-0.003144,-0.000805,22.405517,-0.795609,-0.030046,9.672742,12.732775
69.200000,27.943614,17.023348,-0.445057,0.609474,0.034771,-0.090586,-0.003156,-0.000760,22.402721,-0.796290,-0.031445,9.670033,12.732689
69.233333,27.962437,17.015620,-0.448079,0.609353,0.034773,-0.090694,-0.003168,-0.000716,22.400013,-0.796960,-0.032835,9.667391,12.732622
69.266667,27.981232,17.007838,-0.451104,0.609235,0.034776,-0.090800,-0.003180,-0.000671,22.397392,-0.797617,-0.034215,9.664816,12.732576
69.300000,28.000000,17.000000,-0.454132,0.609119,0.034778,-0.090905,-0.003192,-0.000627,22.394858,-0.798263,-0.035585,9.662309,12.732549
69.333333,28.018741,16.992107,-0.457164,0.609006,0.034779,-0.091008,-0.003204,-0.000582,22.392409,-0.798896,-0.036944,9.659867,12.732542
69.366667,28.037454,16.984159,-0.460199,0.608895,0.034780,-0.091110,-0.003216,-0.000537,22.390046,-0.799516,-0.038293,9.657491,12.732555
69.400000,28.056141,16.976156,-0.463238,0.608787,0.034781,-0.091211,-0.003228,-0.000493,22.387767,-0.800125,-0.039630,9.655181,12.732586
69.433333,28.074799,16.968098,-0.466280,0.608681,0.034781,-0.091310,-0.003240,-0.000448,22.385572,-0.800722,-0.040957,9.652936,12.732635
69.466667,28.093430,16.959985,-0.469325,0.608578,0.034781,-0.091407,-0.003252,-0.000403,22.383460,-0.801306,-0.042271,9.650756,12.732703
69.500000,28.112033,16.951816,-0.472374,0.608477,0.034781,-0.091503,-0.003264,-0.000359,22.381430,-0.801879,-0.043573,9.648641,12.732789
69.533333,28.130608,16.943592,-0.475425,0.608379,0.034780,-0.091597,-0.003276,-0.000314,22.379482,-0.802439,-0.044864,9.646589,12.732893
69.566667,28.149154,16.935313,-0.478480,0.608284,0.034779,-0.091690,-0.003288,-0.000269,22.377614,-0.802987,-0.046141,9.644601,12.733014
69.600000,28.167673,16.926979,-0.481538,0.608191,0.034777,-0.091782,-0.003300,-0.000225,22.375827,-0.803524,-0.047405,9.642676,12.733152
69.633333,28.186164,16.918589,-0.484599,0.608100,0.034775,-0.091872,-0.003312,-0.000180,22.374120,-0.804048,-0.048657,9.640813,12.733306
69.666667,28.204625,16.910145,-0.487663,0.608012,0.034773,-0.091961,-0.003324,-0.000136,22.372490,-0.804561,-0.049894,9.639013,12.733477
69.700000,28.223059,16.901645,-0.490730,0.607926,0.034771,-0.092048,-0.003336,-0.000091,22.370939,-0.805061,-0.051118,9.637275,12.733664
69.733333,28.241463,16.893089,-0.493799,0.607843,0.034768,-0.092134,-0.003348,-0.000046,22.369464,-0.805550,-0.052328,9.635598,12.733866
69.766667,28.259839,16.884479,-0.496872,0.607762,0.034765,-0.092218,-0.003360,-0.000002,22.368066,-0.806027,-0.053524,9.633982,12.734084
69.800000,28.278186,16.875813,-0.499947,0.607683,0.034762,-0.092301,-0.003372,0.000043,22.366743,-0.806492,-0.054705,9.632426,12.734317
69.833333,28.296504,16.867092,-0.503025,0.607607,0.034758,-0.092382,-0.003384,0.000088,22.365494,-0.806945,-0.055871,9.630930,12.734564
69.866667,28.314793,16.858315,-0.506106,0.607533,0.034755,-0.092462,-0.003396,0.000132,22.364318,-0.807386,-0.057022,9.629493,12.734825
69.900000,28.333052,16.849484,-0.509189,0.607462,0.034751,-0.092541,-0.003408,0.000177,22.363215,-0.807816,-0.058158,9.628115,12.735100
69.933333,28.351282,16.840597,-0.512275,0.607393,0.034747,-0.092618,-0.003420,0.000222,22.362184,-0.808234,-0.059279,9.626796,12.735388
69.966667,28.369482,16.831655,-0.515364,0.607326,0.034742,-0.092694,-0.003432,0.000266,22.361223,-0.808640,-0.060384,9.625534,12.735689
70.000000,28.387653,16.822658,-0.518455,0.607261,0.034738,-0.092768,-0.003444,0.000311,22.360332,-0.809035,-0.061473,9.624330,12.736002
70.033333,28.405794,16.813605,-0.521548,0.607199,0.034733,-0.092841,-0.003456,0.000355,22.359510,-0.809418,-0.062546,9.623183,12.736327
70.066667,28.423905,16.804497,-0.524644,0.607139,0.034729,-0.092913,-0.003468,0.000400,22.358756,-0.809789,-0.063603,9.622091,12.736664
70.100000,28.441985,16.795334,-0.527743,0.607081,0.034724,-0.092983,-0.003480,0.000445,22.358068,-0.810149,-0.064644,9.621056,12.737012
70.133333,28.460036,16.786116,-0.530843,0.607025,0.034719,-0.093052,-0.003492,0.000489,22.357447,-0.810497,-0.065668,9.620076,12.737371
70.166667,28.478056,16.776843,-0.533946,0.606972,0.034713,-0.093119,-0.003504,0.000534,22.356890,-0.810834,-0.066675,9.619150,12.737740
70.200000,28.496046,16.767514,-0.537051,0.606920,0.034708,-0.093185,-0.003516,0.000579,22.356397,-0.811159,-0.067665,9.618278,12.738119
70.233333,28.514005,16.758131,-0.540158,0.606871,0.034703,-0.093250,-0.003528,0.000623,22.355967,-0.811472,-0.068639,9.617459,12.738507
70.266667,28.531934,16.748692,-0.543268,0.606824,0.034697,-0.093313,-0.003540,0.000668,22.355598,-0.811775,-0.069596,9.616694,12.738904
70.300000,28.549831,16.739198,-0.546379,0.606779,0.034692,-0.093375,-0.003552,0.000712,22.355290,-0.812066,-0.070535,9.615980,12.739310
70.333333,28.567698,16.729649,-0.549493,0.606736,0.034686,-0.093436,-0.003564,0.000757,22.355042,-0.812345,-0.071457,9.615319,12.739723
70.366667,28.585533,16.720046,-0.552608,0.606695,0.034680,-0.093495,-0.003576,0.000802,22.354852,-0.812613,-0.072362,9.614708,12.740144
70.400000,28.603338,16.710387,-0.555726,0.606656,0.034675,-0.093553,-0.003588,0.000846,22.354719,-0.812870,-0.073249,9.614148,12.740571
70.433333,28.621111,16.700673,-0.558845,0.606619,0.034669,-0.093609,-0.003600,0.000891,22.354643,-0.813116,-0.074119,9.613637,12.741005
70.466667,28.638852,16.690904,-0.561966,0.606584,0.034663,-0.093664,-0.003612,0.000936,22.354621,-0.813350,-0.074971,9.613176,12.741445
70.500000,28.656562,16.681080,-0.565089,0.606551,0.034657,-0.093718,-0.003624,0.000980,22.354654,-0.813573,-0.075806,9.612763,12.741891
70.533333,28.674240,16.671202,-0.568214,0.606520,0.034651,-0.093771,-0.003636,0.001025,22.354739,-0.813785,-0.076623,9.612398,12.742341
70.566667,28.691886,16.661268,-0.571341,0.606490,0.034645,-0.093822,-0.003648,0.001070,22.354876,-0.813986,-0.077423,9.612081,12.742795
70.600000,28.709500,16.651280,-0.574469,0.606463,0.034639,-0.093871,-0.003660,0.001114,22.355063,-0.814175,-0.078205,9.611810,12.743254
70.633333,28.727081,16.641237,-0.577599,0.606437,0.034633,-0.093920,-0.003672,0.001159,22.355300,-0.814354,-0.078969,9.611584,12.743715
70.666667,28.744631,16.631140,-0.580730,0.606413,0.034627,-0.093967,-0.003684,0.001203,22.355584,-0.814522,-0.079716,9.611404,12.744180
70.700000,28.762148,16.620988,-0.583863,0.606391,0.034622,-0.094013,-0.003696,0.001248,22.355916,-0.814678,-0.080445,9.611269,12.744646
70.733333,28.779632,16.610781,-0.586998,0.606371,0.034616,-0.094057,-0.003708,0.001293,22.356292,-0.814824,-0.081156,9.611178,12.745115
70.766667,28.797084,16.600519,-0.590134,0.606353,0.034610,-0.094101,-0.003720,0.001337,22.356713,-0.814958,-0.081850,9.611129,12.745584
70.800000,28.814503,16.590203,-0.593271,0.606336,0.034604,-0.094142,-0.003732,0.001382,22.357178,-0.815082,-0.082527,9.611124,12.746054
70.833333,28.831888,16.579833,-0.596410,0.606321,0.034598,-0.094183,-0.003744,0.001427,22.357683,-0.815195,-0.083186,9.611160,12.746524
70.866667,28.849241,16.569408,-0.599550,0.606307,0.034592,-0.094222,-0.003756,0.001471,22.358230,-0.815297,-0.083828,9.611237,12.746993
70.900000,28.866560,16.558929,-0.602691,0.606295,0.034586,-0.094260,-0.003768,0.001516,22.358815,-0.815388,-0.084452,9.611354,12.747461
70.933333,28.883846,16.548395,-0.605834,0.606285,0.034581,-0.094297,-0.003780,0.001561,22.359439,-0.815468,-0.085060,9.611511,12.747927
70.966667,28.901099,16.537807,-0.608978,0.606276,0.034575,-0.094332,-0.003792,0.001605,22.360099,-0.815538,-0.085651,9.611707,12.748391
71.000000,28.918317,16.527165,-0.612123,0.606269,0.034569,-0.094367,-0.003804,0.001650,22.360794,-0.815597,-0.086225,9.611942,12.748852
71.033333,28.935502,16.516469,-0.615269,0.606263,0.034564,-0.094399,-0.003816,0.001694,22.361523,-0.815645,-0.086782,9.612213,12.749309
71.066667,28.952653,16.505719,-0.618416,0.606258,0.034558,-0.094431,-0.003828,0.001739,22.362284,-0.815683,-0.087323,9.612522,12.749763
71.100000,28.969770,16.494914,-0.621564,0.606255,0.034553,-0.094461,-0.003840,0.001784,22.363077,-0.815710,-0.087847,9.612866,12.750211
71.133333,28.986852,16.484056,-0.624713,0.606254,0.034547,-0.094490,-0.003852,0.001828,22.363900,-0.815726,-0.088355,9.613246,12.750654
71.166667,29.003900,16.473144,-0.627864,0.606254,0.034542,-0.094518,-0.003864,0.001873,22.364751,-0.815732,-0.088847,9.613660,12.751091
71.200000,29.020913,16.462178,-0.631015,0.606255,0.034537,-0.094545,-0.003876,0.001918,22.365629,-0.815728,-0.089324,9.614107,12.751522
71.233333,29.037892,16.451159,-0.634167,0.606257,0.034531,-0.094570,-0.003888,0.001962,22.366533,-0.815713,-0.089785,9.614588,12.751945
71.266667,29.054836,16.440085,-0.637319,0.606261,0.034526,-0.094594,-0.003900,0.002007,22.367460,-0.815688,-0.090231,9.615100,12.752360
71.300000,29.071745,16.428959,-0.640473,0.606266,0.034521,-0.094617,-0.003912,0.002052,22.368411,-0.815652,-0.090662,9.615644,12.752767
71.333333,29.088619,16.417778,-0.643627,0.606272,0.034516,-0.094639,-0.003924,0.002096,22.369383,-0.815606,-0.091078,9.616219,12.753165
71.366667,29.105457,16.406544,-0.646782,0.606279,0.034511,-0.094659,-0.003936,0.002141,22.370375,-0.815550,-0.091480,9.616823,12.753552
71.400000,29.122260,16.395257,-0.649938,0.606287,0.034506,-0.094678,-0.003948,0.002185,22.371386,-0.815483,-0.091867,9.617456,12.753930
71.433333,29.139028,16.383917,-0.653094,0.606297,0.034501,-0.094696,-0.003960,0.002230,22.372414,-0.815407,-0.092241,9.618117,12.754296
71.466667,29.155759,16.372523,-0.656251,0.606307,0.034496,-0.094713,-0.003972,0.002275,22.373457,-0.815320,-0.092601,9.618806,12.754651
71.500000,29.172455,16.361076,-0.659408,0.606319,0.034491,-0.094728,-0.003984,0.002319,22.374514,-0.815223,-0.092948,9.619521,12.754993
71.533333,29.189115,16.349576,-0.662566,0.606331,0.034487,-0.094742,-0.003996,0.002364,22.375584,-0.815116,-0.093282,9.620261,12.755322
71.566667,29.205739,16.338024,-0.665724,0.606344,0.034482,-0.094755,-0.004008,0.002409,22.376665,-0.814999,-0.093604,9.621027,12.755638
71.600000,29.222326,16.326418,-0.668883,0.606359,0.034477,-0.094767,-0.004020,0.002453,22.377755,-0.814872,-0.093914,9.621816,12.755939
71.633333,29.238877,16.314759,-0.672042,0.606374,0.034472,-0.094778,-0.004032,0.002498,22.378854,-0.814735,-0.094212,9.622629,12.756225
71.666667,29.255392,16.303048,-0.675201,0.606390,0.034468,-0.094787,-0.004044,0.002543,22.379959,-0.814588,-0.094499,9.623464,12.756496
71.700000,29.271869,16.291285,-0.678361,0.606407,0.034463,-0.094796,-0.004056,0.002587,22.381070,-0.814432,-0.094775,9.624320,12.756750
71.733333,29.288310,16.279469,-0.681521,0.606424,0.034459,-0.094803,-0.004068,0.002632,22.382184,-0.814265,-0.095041,9.625197,12.756986
71.766667,29.304714,16.267600,-0.684681,0.606443,0.034454,-0.094808,-0.004080,0.002676,22.383299,-0.814089,-0.095297,9.626094,12.757206
71.800000,29.321080,16.255679,-0.687842,0.606462,0.034449,-0.094813,-0.004092,0.002721,22.384416,-0.813903,-0.095543,9.627010,12.757406
71.833333,29.337409,16.243706,-0.691002,0.606481,0.034445,-0.094817,-0.004104,0.002766,22.385531,-0.813708,-0.095780,9.627943,12.757588
71.866667,29.353701,16.231681,-0.694163,0.606502,0.034440,-0.094819,-0.004116,0.002810,22.386643,-0.813502,-0.096009,9.628894,12.757750
71.900000,29.369955,16.219604,-0.697323,0.606522,0.034436,-0.094820,-0.004128,0.002855,22.387752,-0.813288,-0.096230,9.629861,12.757891
71.933333,29.386171,16.207475,-0.700484,0.606544,0.034431,-0.094820,-0.004140,0.002900,22.388854,-0.813063,-0.096443,9.630844,12.758011
71.966667,29.402349,16.195294,-0.703645,0.606566,0.034426,-0.094819,-0.004152,0.002944,22.389949,-0.812830,-0.096650,9.631841,12.758109
72.000000,29.418489,16.183062,-0.706805,0.606588,0.034422,-0.094817,-0.004164,0.002989,22.391035,-0.812587,-0.096850,9.632851,12.758184
72.033333,29.434591,16.170778,-0.709966,0.606611,0.034417,-0.094813,-0.004176,0.003034,22.392111,-0.812334,-0.097045,9.633875,12.758236
72.066667,29.450654,16.158442,-0.713126,0.606634,0.034412,-0.094809,-0.004188,0.003078,22.393174,-0.812072,-0.097234,9.634910,12.758264
72.100000,29.466679,16.146055,-0.716286,0.606657,0.034407,-0.094803,-0.004200,0.003123,22.394223,-0.811801,-0.097419,9.635956,12.758268
72.133333,29.482665,16.133617,-0.719446,0.606681,0.034402,-0.094796,-0.004212,0.003167,22.395258,-0.811521,-0.097600,9.637012,12.758245
72.166667,29.498612,16.121128,-0.722606,0.606705,0.034397,-0.094788,-0.004224,0.003212,22.396274,-0.811231,-0.097777,9.638077,12.758197
72.200000,29.514520,16.108588,-0.725766,0.606729,0.034392,-0.094779,-0.004226,0.003251,22.397274,-0.810933,-0.097952,9.639152,12.758123
72.233333,29.530389,16.095997,-0.728925,0.606754,0.034387,-0.094769,-0.004210,0.003282,22.398271,-0.810626,-0.098119,9.640240,12.758032
72.266667,29.546219,16.083355,-0.732084,0.606778,0.034381,-0.094758,-0.004194,0.003313,22.399269,-0.810312,-0.098279,9.641343,12.757927
72.300000,29.562009,16.070663,-0.735242,0.606803,0.034376,-0.094745,-0.004178,0.003343,22.400268,-0.809990,-0.098430,9.642460,12.757808
72.333333,29.577759,16.057920,-0.738400,0.606828,0.034370,-0.094732,-0.004162,0.003374,22.401266,-0.809662,-0.098574,9.643592,12.757675
72.366667,29.593469,16.045127,-0.741557,0.606853,0.034364,-0.094717,-0.004147,0.003405,22.402264,-0.809325,-0.098710,9.644737,12.757527
72.400000,29.609140,16.032284,-0.744714,0.606879,0.034358,-0.094701,-0.004131,0.003435,22.403261,-0.808982,-0.098839,9.645896,12.757365
72.433333,29.624770,16.019390,-0.747871,0.606904,0.034352,-0.094685,-0.004115,0.003466,22.404256,-0.808632,-0.098961,9.647067,12.757189
72.466667,29.640360,16.006446,-0.751027,0.606930,0.034346,-0.094667,-0.004099,0.003496,22.405250,-0.808275,-0.099075,9.648250,12.756999
72.500000,29.655910,15.993453,-0.754182,0.606955,0.034340,-0.094648,-0.004083,0.003527,22.406240,-0.807911,-0.099182,9.649446,12.756794
72.533333,29.671419,15.980410,-0.757337,0.606981,0.034334,-0.094628,-0.004067,0.003558,22.407228,-0.807540,-0.099282,9.650653,12.756575
72.566667,29.686887,15.967317,-0.760491,0.607007,0.034327,-0.094608,-0.004052,0.003588,22.408211,-0.807162,-0.099376,9.651870,12.756341
72.600000,29.702315,15.954175,-0.763644,0.607033,0.034320,-0.094586,-0.004036,0.003619,22.409191,-0.806778,-0.099462,9.653098,12.756092
72.633333,29.717701,15.940983,-0.766796,0.607059,0.034313,-0.094563,-0.004020,0.003649,22.410165,-0.806388,-0.099543,9.654336,12.755829
72.666667,29.733046,15.927742,-0.769948,0.607085,0.034306,-0.094539,-0.004004,0.003680,22.411135,-0.805991,-0.099616,9.655584,12.755551
72.700000,29.748350,15.914453,-0.773099,0.607111,0.034299,-0.094515,-0.003988,0.003711,22.412098,-0.805589,-0.099684,9.656840,12.755258
72.733333,29.763612,15.901114,-0.776249,0.607137,0.034292,-0.094489,-0.003972,0.003741,22.413054,-0.805180,-0.099745,9.658105,12.754949
72.766667,29.778833,15.887726,-0.779398,0.607164,0.034285,-0.094462,-0.003956,0.003772,22.414003,-0.804765,-0.099800,9.659377,12.754626
72.800000,29.794012,15.874290,-0.782546,0.607190,0.034277,-0.094435,-0.003941,0.003803,22.414945,-0.804344,-0.099850,9.660657,12.754287
72.833333,29.809149,15.860805,-0.785694,0.607216,0.034269,-0.094406,-0.003925,0.003833,22.415878,-0.803917,-0.099893,9.661944,12.753933
72.866667,29.824244,15.847272,-0.788840,0.607243,0.034261,-0.094377,-0.003909,0.003864,22.416801,-0.803485,-0.099931,9.663238,12.753564
72.900000,29.839296,15.833691,-0.791986,0.607269,0.034253,-0.094347,-0.003893,0.003894,22.417715,-0.803047,-0.099963,9.664537,12.753179
72.933333,29.854307,15.820061,-0.795130,0.607295,0.034245,-0.094316,-0.003877,0.003925,22.418619,-0.802603,-0.099990,9.665841,12.752778
72.966667,29.869275,15.806384,-0.798273,0.607321,0.034237,-0.094284,-0.003861,0.003956,22.419511,-0.802155,-0.100011,9.667151,12.752361
73.000000,29.884200,15.792659,-0.801415,0.607348,0.034228,-0.094251,-0.003846,0.003986,22.420392,-0.801701,-0.100028,9.668464,12.751928
73.033333,29.899082,15.778886,-0.804557,0.607374,0.034220,-0.094217,-0.003830,0.004017,22.421260,-0.801241,-0.100039,9.669781,12.751478
73.066667,29.913922,15.765066,-0.807697,0.607400,0.034211,-0.094183,-0.003814,0.004048,22.422114,-0.800777,-0.100044,9.671102,12.751013
73.100000,29.928718,15.751198,-0.810835,0.607426,0.034202,-0.094147,-0.003798,0.004078,22.422955,-0.800308,-0.100045,9.672425,12.750531
73.133333,29.943471,15.737283,-0.813973,0.607452,0.034193,-0.094111,-0.003782,0.004109,22.423781,-0.799833,-0.100042,9.673750,12.750032
73.166667,29.958181,15.723321,-0.817109,0.607477,0.034183,-0.094074,-0.003766,0.004139,22.424592,-0.799354,-0.100033,9.675076,12.749516
73.200000,29.972847,15.709312,-0.820245,0.607503,0.034174,-0.094036,-0.003751,0.004170,22.425387,-0.798871,-0.100020,9.676403,12.748983
73.233333,29.987470,15.695257,-0.823379,0.607528,0.034164,-0.093998,-0.003735,0.004201,22.426165,-0.798383,-0.100002,9.677731,12.748433
73.266667,30.002049,15.681155,-0.826511,0.607553,0.034154,-0.093958,-0.003719,0.004231,22.426925,-0.797890,-0.099980,9.679059,12.747866
73.300000,30.016584,15.667006,-0.829642,0.607578,0.034144,-0.093918,-0.003703,0.004262,22.427666,-0.797393,-0.099953,9.680385,12.747281
73.333333,30.031074,15.652811,-0.832772,0.607603,0.034134,-0.093877,-0.003687,0.004293,22.428389,-0.796892,-0.099923,9.681711,12.746679
73.366667,30.045521,15.638570,-0.835901,0.607628,0.034124,-0.093836,-0.003671,0.004323,22.429092,-0.796386,-0.099888,9.683034,12.746058
73.400000,30.059923,15.624283,-0.839028,0.607652,0.034113,-0.093794,-0.003655,0.004354,22.429774,-0.795877,-0.099849,9.684354,12.745419
73.433333,30.074281,15.609951,-0.842154,0.607676,0.034103,-0.093751,-0.003640,0.004384,22.430434,-0.795363,-0.099807,9.685672,12.744762
73.466667,30.088595,15.595572,-0.845278,0.607700,0.034092,-0.093707,-0.003624,0.004415,22.431072,-0.794846,-0.099760,9.686986,12.744087
