t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_plan,tau_r_plan,tau_u_applied,tau_r_applied,T1_plan,T2_plan,T1_applied,T2_applied
6.066667,1.555240,-0.051920,-0.034373,0.504582,-0.002720,0.000531,2.220781,-0.072578,-0.037515,0.688315,0.000447,-0.000308,20.490268,0.012915,20.490268,0.012915,10.269971,10.220297,10.269971,10.220297
6.100000,1.572097,-0.052590,-0.034354,0.507637,-0.002717,0.000584,2.243766,-0.073426,-0.037524,0.691731,0.000433,-0.000238,20.599349,0.013557,20.599349,0.013557,10.325745,10.273603,10.325745,10.273603
6.133333,1.589056,-0.053264,-0.034334,0.510687,-0.002713,0.000637,2.266865,-0.074279,-0.037530,0.695133,0.000418,-0.000168,20.708094,0.014208,20.708094,0.014208,10.381370,10.326724,10.381370,10.326724
6.166667,1.606116,-0.053940,-0.034312,0.513731,-0.002708,0.000692,2.290078,-0.075137,-0.037535,0.698520,0.000402,-0.000095,20.816497,0.014869,20.816497,0.014869,10.436843,10.379654,10.436843,10.379654
6.200000,1.623278,-0.054619,-0.034288,0.516770,-0.002703,0.000748,2.313402,-0.076000,-0.037537,0.701892,0.000385,-0.000021,20.924549,0.015540,20.924549,0.015540,10.492159,10.432390,10.492159,10.432390
6.233333,1.640541,-0.055301,-0.034262,0.519802,-0.002697,0.000804,2.336839,-0.076867,-0.037536,0.705249,0.000367,0.000055,21.032240,0.016221,21.032240,0.016221,10.547314,10.484927,10.547314,10.484927
6.266667,1.657905,-0.055986,-0.034234,0.522829,-0.002691,0.000862,2.360387,-0.077740,-0.037533,0.708590,0.000349,0.000133,21.139565,0.016911,21.139565,0.016911,10.602303,10.537261,10.602303,10.537261
6.300000,1.675370,-0.056673,-0.034204,0.525849,-0.002685,0.000920,2.384046,-0.078617,-0.037527,0.711916,0.000330,0.000212,21.246513,0.017611,21.246513,0.017611,10.657124,10.589388,10.657124,10.589388
6.333333,1.692935,-0.057363,-0.034173,0.528862,-0.002678,0.000979,2.407816,-0.079498,-0.037519,0.715226,0.000310,0.000293,21.353077,0.018322,21.353077,0.018322,10.711772,10.641304,10.711772,10.641304
6.366667,1.710601,-0.058056,-0.034139,0.531869,-0.002670,0.001040,2.431696,-0.080385,-0.037508,0.718521,0.000289,0.000376,21.459248,0.019042,21.459248,0.019042,10.766243,10.693005,10.766243,10.693005
6.400000,1.728366,-0.058752,-0.034103,0.534869,-0.002662,0.001101,2.455685,-0.081275,-0.037494,0.721799,0.000267,0.000461,21.565018,0.019772,21.565018,0.019772,10.820532,10.744486,10.820532,10.744486
6.433333,1.746232,-0.059449,-0.034066,0.537862,-0.002654,0.001163,2.479783,-0.082171,-0.037477,0.725062,0.000244,0.000548,21.670380,0.020512,21.670380,0.020512,10.874637,10.795743,10.874637,10.795743
6.466667,1.764197,-0.060150,-0.034026,0.540847,-0.002645,0.001227,2.503990,-0.083070,-0.037457,0.728308,0.000221,0.000636,21.775324,0.021263,21.775324,0.021263,10.928552,10.846772,10.928552,10.846772
6.500000,1.782261,-0.060852,-0.033984,0.543824,-0.002636,0.001291,2.528304,-0.083974,-0.037434,0.731538,0.000196,0.000727,21.879842,0.022023,21.879842,0.022023,10.982273,10.897569,10.982273,10.897569
6.533333,1.800425,-0.061557,-0.033940,0.546793,-0.002627,0.001356,2.552726,-0.084882,-0.037409,0.734751,0.000171,0.000819,21.983927,0.022794,21.983927,0.022794,11.035798,10.948129,11.035798,10.948129
6.566667,1.818687,-0.062264,-0.033893,0.549755,-0.002617,0.001422,2.577254,-0.085795,-0.037380,0.737947,0.000145,0.000913,22.087570,0.023575,22.087570,0.023575,11.089121,10.998449,11.089121,10.998449
6.600000,1.837048,-0.062973,-0.033845,0.552707,-0.002607,0.001489,2.601889,-0.086711,-0.037348,0.741127,0.000117,0.001009,22.190762,0.024366,22.190762,0.024366,11.142238,11.048524,11.142238,11.048524
6.633333,1.855507,-0.063685,-0.033794,0.555652,-0.002597,0.001558,2.626629,-0.087632,-0.037312,0.744289,0.000089,0.001107,22.293496,0.025167,22.293496,0.025167,11.195146,11.098350,11.195146,11.098350
6.666667,1.874064,-0.064398,-0.033741,0.558587,-0.002587,0.001627,2.651474,-0.088556,-0.037274,0.747435,0.000060,0.001208,22.395763,0.025979,22.395763,0.025979,11.247840,11.147923,11.247840,11.147923
6.700000,1.892719,-0.065113,-0.033686,0.561513,-0.002576,0.001697,2.676424,-0.089485,-0.037232,0.750563,0.000030,0.001309,22.497555,0.026800,22.497555,0.026800,11.300317,11.197238,11.300317,11.197238
6.733333,1.911471,-0.065830,-0.033628,0.564431,-0.002565,0.001768,2.701478,-0.090417,-0.037187,0.753674,-0.000002,0.001413,22.598864,0.027633,22.598864,0.027633,11.352572,11.246292,11.352572,11.246292
6.766667,1.930321,-0.066549,-0.033568,0.567338,-0.002554,0.001840,2.726635,-0.091353,-0.037138,0.756767,-0.000034,0.001519,22.699681,0.028475,22.699681,0.028475,11.404601,11.295080,11.404601,11.295080
6.800000,1.949267,-0.067270,-0.033505,0.570236,-0.002542,0.001914,2.751894,-0.092292,-0.037085,0.759843,-0.000068,0.001627,22.799999,0.029328,22.799999,0.029328,11.456400,11.343598,11.456400,11.343598
6.833333,1.968309,-0.067992,-0.033440,0.573124,-0.002531,0.001988,2.777256,-0.093236,-0.037029,0.762901,-0.000102,0.001738,22.899808,0.030192,22.899808,0.030192,11.507965,11.391843,11.507965,11.391843
6.866667,1.987448,-0.068716,-0.033373,0.576002,-0.002519,0.002063,2.802720,-0.094182,-0.036969,0.765940,-0.000138,0.001850,22.999101,0.031066,22.999101,0.031066,11.559293,11.439809,11.559293,11.439809
6.900000,2.006682,-0.069441,-0.033303,0.578869,-0.002507,0.002140,2.828284,-0.095132,-0.036906,0.768962,-0.000174,0.001964,23.097870,0.031950,23.097870,0.031950,11.610378,11.487492,11.610378,11.487492
6.933333,2.026012,-0.070168,-0.033230,0.581726,-0.002495,0.002217,2.853949,-0.096085,-0.036838,0.771966,-0.000212,0.002080,23.196106,0.032845,23.196106,0.032845,11.661217,11.534889,11.661217,11.534889
6.966667,2.045437,-0.070896,-0.033155,0.584572,-0.002483,0.002295,2.879714,-0.097042,-0.036767,0.774951,-0.000251,0.002199,23.293802,0.033751,23.293802,0.033751,11.711806,11.581995,11.711806,11.581995
7.000000,2.064956,-0.071625,-0.033077,0.587407,-0.002471,0.002375,2.905577,-0.098001,-0.036692,0.777918,-0.000291,0.002319,23.390948,0.034667,23.390948,0.034667,11.762141,11.628806,11.762141,11.628806
7.033333,2.084570,-0.072356,-0.032996,0.590230,-0.002458,0.002456,2.931540,-0.098963,-0.036612,0.780867,-0.000333,0.002442,23.487536,0.035594,23.487536,0.035594,11.812218,11.675318,11.812218,11.675318
7.066667,2.104278,-0.073087,-0.032913,0.593042,-0.002446,0.002537,2.957600,-0.099929,-0.036529,0.783796,-0.000375,0.002567,23.583559,0.036531,23.583559,0.036531,11.862032,11.721527,11.862032,11.721527
7.100000,2.124080,-0.073820,-0.032827,0.595842,-0.002434,0.002620,2.983757,-0.100897,-0.036441,0.786707,-0.000419,0.002694,23.679009,0.037479,23.679009,0.037479,11.911580,11.767429,11.911580,11.767429
7.133333,2.143974,-0.074553,-0.032739,0.598631,-0.002422,0.002704,3.010012,-0.101867,-0.036349,0.789599,-0.000464,0.002823,23.773876,0.038438,23.773876,0.038438,11.960857,11.813019,11.960857,11.813019
7.166667,2.163962,-0.075287,-0.032647,0.601407,-0.002410,0.002788,3.036362,-0.102841,-0.036253,0.792472,-0.000510,0.002955,23.868152,0.039407,23.868152,0.039407,12.009860,11.858293,12.009860,11.858293
7.200000,2.184041,-0.076022,-0.032553,0.604171,-0.002398,0.002874,3.062808,-0.103816,-0.036152,0.795326,-0.000558,0.003088,23.961830,0.040388,23.961830,0.040388,12.058584,11.903247,12.058584,11.903247
7.233333,2.204213,-0.076758,-0.032455,0.606922,-0.002386,0.002961,3.089348,-0.104794,-0.036047,0.798161,-0.000606,0.003224,24.054911,0.041378,24.054911,0.041378,12.107029,11.947881,12.107029,11.947881
7.266667,2.224476,-0.077494,-0.032355,0.609660,-0.002374,0.003049,3.115983,-0.105774,-0.035937,0.800976,-0.000656,0.003363,24.147457,0.042380,24.147457,0.042380,12.155228,11.992229,12.155228,11.992229
7.300000,2.244830,-0.078231,-0.032252,0.612385,-0.002362,0.003139,3.142711,-0.106756,-0.035823,0.803772,-0.000708,0.003503,24.239482,0.043391,24.239482,0.043391,12.203185,12.036297,12.203185,12.036297
7.333333,2.265275,-0.078968,-0.032146,0.615098,-0.002351,0.003229,3.169532,-0.107741,-0.035704,0.806549,-0.000760,0.003646,24.330981,0.044413,24.330981,0.044413,12.250900,12.080082,12.250900,12.080082
7.366667,2.285810,-0.079705,-0.032037,0.617797,-0.002339,0.003320,3.196445,-0.108726,-0.035580,0.809306,-0.000814,0.003791,24.421953,0.045444,24.421953,0.045444,12.298370,12.123583,12.298370,12.123583
7.400000,2.306436,-0.080443,-0.031925,0.620483,-0.002328,0.003413,3.223450,-0.109714,-0.035451,0.812044,-0.000870,0.003939,24.512395,0.046486,24.512395,0.046486,12.345594,12.166800,12.345594,12.166800
7.433333,2.327150,-0.081181,-0.031809,0.623157,-0.002317,0.003506,3.250546,-0.110703,-0.035317,0.814763,-0.000927,0.004089,24.602303,0.047539,24.602303,0.047539,12.392572,12.209731,12.392572,12.209731
7.466667,2.347953,-0.081919,-0.031691,0.625816,-0.002306,0.003601,3.277732,-0.111694,-0.035178,0.817462,-0.000985,0.004241,24.691675,0.048601,24.691675,0.048601,12.439301,12.252374,12.439301,12.252374
7.500000,2.368845,-0.082656,-0.031569,0.628463,-0.002295,0.003697,3.305008,-0.112685,-0.035034,0.820142,-0.001044,0.004396,24.780508,0.049674,24.780508,0.049674,12.485781,12.294727,12.485781,12.294727
