t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_plan,tau_r_plan,tau_u_applied,tau_r_applied,T1_plan,T2_plan,T1_applied,T2_applied
104.633333,23.409733,2.898006,-2.758803,0.705588,0.004236,-0.001259,10.240486,21.677754,-5.519597,0.906691,0.012483,-0.014826,25.225492,0.010049,25.225492,0.010049,12.632070,12.593422,12.632070,12.593422
104.666667,23.387986,2.889099,-2.758844,0.704447,0.004176,-0.001174,10.262026,21.698936,-5.520087,0.905743,0.012315,-0.014575,25.172137,0.010648,25.172137,0.010648,12.606546,12.565591,12.606546,12.565591
104.700000,23.366273,2.880208,-2.758881,0.703288,0.004116,-0.001090,10.283557,21.720082,-5.520569,0.904779,0.012147,-0.014325,25.118115,0.011245,25.118115,0.011245,12.580682,12.537433,12.580682,12.537433
104.733333,23.344595,2.871335,-2.758916,0.702111,0.004055,-0.001006,10.305079,21.741191,-5.521042,0.903799,0.011980,-0.014076,25.063476,0.011838,25.063476,0.011838,12.554504,12.508973,12.554504,12.508973
104.766667,23.322952,2.862479,-2.758948,0.700917,0.003994,-0.000923,10.326590,21.762263,-5.521507,0.902803,0.011814,-0.013827,25.008224,0.012428,25.008224,0.012428,12.528011,12.480212,12.528011,12.480212
104.800000,23.301346,2.853641,-2.758978,0.699704,0.003934,-0.000840,10.348090,21.783297,-5.521964,0.901791,0.011648,-0.013579,24.952360,0.013014,24.952360,0.013014,12.501207,12.451153,12.501207,12.451153
104.833333,23.279776,2.844821,-2.759004,0.698474,0.003873,-0.000757,10.369580,21.804295,-5.522412,0.900762,0.011482,-0.013332,24.895887,0.013597,24.895887,0.013597,12.474092,12.421795,12.474092,12.421795
104.866667,23.258244,2.836018,-2.759028,0.697226,0.003812,-0.000675,10.391057,21.825256,-5.522853,0.899718,0.011317,-0.013086,24.838809,0.014177,24.838809,0.014177,12.446668,12.392141,12.446668,12.392141
104.900000,23.236750,2.827233,-2.759049,0.695961,0.003751,-0.000593,10.412522,21.846178,-5.523285,0.898659,0.011153,-0.012840,24.781127,0.014754,24.781127,0.014754,12.418936,12.362191,12.418936,12.362191
104.933333,23.215294,2.818467,-2.759068,0.694678,0.003690,-0.000512,10.433974,21.867064,-5.523709,0.897583,0.010988,-0.012596,24.722843,0.015327,24.722843,0.015327,12.390897,12.331947,12.390897,12.331947
104.966667,23.193877,2.809719,-2.759084,0.693377,0.003629,-0.000431,10.455412,21.887911,-5.524124,0.896491,0.010825,-0.012352,24.663962,0.015897,24.663962,0.015897,12.362552,12.301410,12.362552,12.301410
105.000000,23.172500,2.800989,-2.759097,0.692059,0.003568,-0.000350,10.476836,21.908720,-5.524532,0.895383,0.010662,-0.012109,24.604485,0.016464,24.604485,0.016464,12.333904,12.270581,12.333904,12.270581
105.033333,23.151163,2.792278,-2.759107,0.690724,0.003507,-0.000270,10.498245,21.929491,-5.524932,0.894260,0.010499,-0.011867,24.544414,0.017028,24.544414,0.017028,12.304952,12.239461,12.304952,12.239461
105.066667,23.129866,2.783586,-2.759115,0.689371,0.003445,-0.000190,10.519639,21.950224,-5.525323,0.893121,0.010337,-0.011625,24.483752,0.017588,24.483752,0.017588,12.275700,12.208053,12.275700,12.208053
105.100000,23.108611,2.774912,-2.759120,0.688001,0.003384,-0.000111,10.541016,21.970919,-5.525707,0.891966,0.010176,-0.011385,24.422503,0.018146,24.422503,0.018146,12.246147,12.176356,12.246147,12.176356
105.133333,23.087398,2.766258,-2.759122,0.686614,0.003322,-0.000032,10.562377,21.991574,-5.526082,0.890795,0.010015,-0.011145,24.360668,0.018700,24.360668,0.018700,12.216295,12.144373,12.216295,12.144373
105.166667,23.066227,2.757623,-2.759122,0.685211,0.003261,0.000047,10.583721,22.012191,-5.526450,0.889609,0.009855,-0.010906,24.298249,0.019251,24.298249,0.019251,12.186146,12.112104,12.186146,12.112104
105.200000,23.045099,2.749008,-2.759119,0.683790,0.003199,0.000125,10.605047,22.032769,-5.526809,0.888407,0.009695,-0.010668,24.235251,0.019799,24.235251,0.019799,12.155700,12.079550,12.155700,12.079550
105.233333,23.024015,2.740412,-2.759113,0.682352,0.003137,0.000203,10.626354,22.053308,-5.527161,0.887189,0.009536,-0.010431,24.171674,0.020344,24.171674,0.020344,12.124960,12.046714,12.124960,12.046714
105.266667,23.002975,2.731836,-2.759105,0.680897,0.003075,0.000280,10.647643,22.073807,-5.527505,0.885956,0.009377,-0.010195,24.107522,0.020886,24.107522,0.020886,12.093926,12.013596,12.093926,12.013596
105.300000,22.981979,2.723280,-2.759095,0.679425,0.003013,0.000357,10.668912,22.094268,-5.527841,0.884707,0.009219,-0.009960,24.042797,0.021425,24.042797,0.021425,12.062600,11.980197,12.062600,11.980197
105.333333,22.961028,2.714744,-2.759081,0.677937,0.002951,0.000434,10.690161,22.114688,-5.528169,0.883442,0.009062,-0.009725,23.977502,0.021961,23.977502,0.021961,12.030984,11.946519,12.030984,11.946519
105.366667,22.940123,2.706228,-2.759066,0.676432,0.002889,0.000510,10.711389,22.135069,-5.528489,0.882162,0.008905,-0.009491,23.911639,0.022494,23.911639,0.022494,11.999077,11.912562,11.999077,11.912562
105.400000,22.919264,2.697733,-2.759047,0.674911,0.002827,0.000586,10.732596,22.155409,-5.528801,0.880866,0.008749,-0.009259,23.845212,0.023024,23.845212,0.023024,11.966883,11.878329,11.966883,11.878329
105.433333,22.898452,2.689258,-2.759027,0.673373,0.002765,0.000662,10.753781,22.175710,-5.529106,0.879555,0.008594,-0.009027,23.778221,0.023551,23.778221,0.023551,11.934401,11.843820,11.934401,11.843820
105.466667,22.877686,2.680803,-2.759003,0.671819,0.002703,0.000737,10.774944,22.195971,-5.529403,0.878228,0.008439,-0.008796,23.710671,0.024075,23.710671,0.024075,11.901634,11.809037,11.901634,11.809037
105.500000,22.856969,2.672370,-2.758978,0.670248,0.002640,0.000811,10.796084,22.216191,-5.529692,0.876886,0.008285,-0.008565,23.642563,0.024597,23.642563,0.024597,11.868583,11.773981,11.868583,11.773981
105.533333,22.836300,2.663958,-2.758949,0.668661,0.002578,0.000886,10.817200,22.236370,-5.529974,0.875528,0.008131,-0.008336,23.573900,0.025115,23.573900,0.025115,11.835248,11.738652,11.835248,11.738652
105.566667,22.815680,2.655567,-2.758918,0.667058,0.002516,0.000960,10.838292,22.256509,-5.530248,0.874155,0.007978,-0.008108,23.504686,0.025631,23.504686,0.025631,11.801632,11.703053,11.801632,11.703053
105.600000,22.795109,2.647197,-2.758885,0.665438,0.002453,0.001033,10.859360,22.276607,-5.530515,0.872767,0.007826,-0.007880,23.434921,0.026143,23.434921,0.026143,11.767736,11.667185,11.767736,11.667185
105.633333,22.774588,2.638849,-2.758850,0.663803,0.002390,0.001107,10.880402,22.296664,-5.530774,0.871363,0.007675,-0.007654,23.364609,0.026653,23.364609,0.026653,11.733561,11.631048,11.733561,11.631048
105.666667,22.754117,2.630522,-2.758811,0.662151,0.002328,0.001179,10.901418,22.316679,-5.531025,0.869944,0.007524,-0.007428,23.293753,0.027161,23.293753,0.027161,11.699109,11.594644,11.699109,11.594644
105.700000,22.733697,2.622217,-2.758771,0.660484,0.002265,0.001252,10.922408,22.336654,-5.531269,0.868510,0.007374,-0.007203,23.222354,0.027665,23.222354,0.027665,11.664380,11.557975,11.664380,11.557975
105.733333,22.713329,2.613934,-2.758728,0.658800,0.002202,0.001324,10.943371,22.356587,-5.531505,0.867060,0.007224,-0.006979,23.150416,0.028167,23.150416,0.028167,11.629376,11.521041,11.629376,11.521041
105.766667,22.693012,2.605673,-2.758683,0.657101,0.002140,0.001396,10.964307,22.376478,-5.531734,0.865595,0.007076,-0.006756,23.077942,0.028666,23.077942,0.028666,11.594098,11.483844,11.594098,11.483844
105.800000,22.672748,2.597435,-2.758635,0.655386,0.002077,0.001467,10.985215,22.396327,-5.531955,0.864115,0.006928,-0.006534,23.004933,0.029163,23.004933,0.029163,11.558548,11.446384,11.558548,11.446384
105.833333,22.652537,2.589219,-2.758585,0.653656,0.002014,0.001538,11.006094,22.416134,-5.532170,0.862619,0.006780,-0.006313,22.931392,0.029656,22.931392,0.029656,11.522727,11.408664,11.522727,11.408664
105.866667,22.632379,2.581025,-2.758532,0.651909,0.001951,0.001609,11.026944,22.435899,-5.532376,0.861109,0.006634,-0.006093,22.857322,0.030148,22.857322,0.030148,11.486637,11.370685,11.486637,11.370685
105.900000,22.612275,2.572854,-2.758478,0.650148,0.001888,0.001679,11.047764,22.455622,-5.532576,0.859583,0.006488,-0.005874,22.782725,0.030636,22.782725,0.030636,11.450278,11.332447,11.450278,11.332447
105.933333,22.592225,2.564706,-2.758420,0.648370,0.001826,0.001749,11.068554,22.475303,-5.532768,0.858042,0.006343,-0.005655,22.707604,0.031122,22.707604,0.031122,11.413652,11.293952,11.413652,11.293952
105.966667,22.572230,2.556581,-2.758361,0.646578,0.001763,0.001819,11.089314,22.494940,-5.532953,0.856486,0.006199,-0.005438,22.631962,0.031605,22.631962,0.031605,11.376761,11.255201,11.376761,11.255201
106.000000,22.552291,2.548479,-2.758299,0.644770,0.001700,0.001888,11.110042,22.514535,-5.533130,0.854914,0.006055,-0.005222,22.555801,0.032086,22.555801,0.032086,11.339605,11.216196,11.339605,11.216196
106.033333,22.532407,2.540401,-2.758235,0.642947,0.001637,0.001957,11.130738,22.534087,-5.533301,0.853328,0.005912,-0.005006,22.479124,0.032565,22.479124,0.032565,11.302186,11.176937,11.302186,11.176937
106.066667,22.512580,2.532346,-2.758169,0.641109,0.001574,0.002026,11.151402,22.553596,-5.533464,0.851727,0.005770,-0.004792,22.401932,0.033041,22.401932,0.033041,11.264506,11.137426,11.264506,11.137426
106.100000,22.492809,2.524314,-2.758100,0.639255,0.001511,0.002094,11.172033,22.573061,-5.533620,0.850110,0.005629,-0.004578,22.324230,0.033514,22.324230,0.033514,11.226565,11.097665,11.226565,11.097665
106.133333,22.473096,2.516307,-2.758029,0.637387,0.001448,0.002162,11.192630,22.592483,-5.533769,0.848478,0.005489,-0.004365,22.246019,0.033985,22.246019,0.033985,11.188365,11.057653,11.188365,11.057653
106.166667,22.453441,2.508323,-2.757956,0.635503,0.001385,0.002229,11.213194,22.611862,-5.533911,0.846832,0.005349,-0.004154,22.167302,0.034454,22.167302,0.034454,11.149908,11.017394,11.149908,11.017394
106.200000,22.433844,2.500363,-2.757881,0.633605,0.001322,0.002296,11.233722,22.631196,-5.534046,0.845170,0.005210,-0.003943,22.088081,0.034920,22.088081,0.034920,11.111194,10.976887,11.111194,10.976887
106.233333,22.414305,2.492428,-2.757803,0.631692,0.001259,0.002363,11.254216,22.650487,-5.534174,0.843494,0.005072,-0.003733,22.008359,0.035384,22.008359,0.035384,11.072225,10.936134,11.072225,10.936134
106.266667,22.394826,2.484517,-2.757723,0.629764,0.001196,0.002430,11.274674,22.669733,-5.534295,0.841802,0.004935,-0.003525,21.928139,0.035845,21.928139,0.035845,11.033003,10.895137,11.033003,10.895137
106.300000,22.375407,2.476631,-2.757641,0.627821,0.001134,0.002496,11.295097,22.688935,-5.534409,0.840096,0.004799,-0.003317,21.847423,0.036304,21.847423,0.036304,10.993528,10.853896,10.993528,10.853896
106.333333,22.356047,2.468769,-2.757557,0.625864,0.001071,0.002562,11.315482,22.708093,-5.534516,0.838374,0.004663,-0.003110,21.766214,0.036761,21.766214,0.036761,10.953802,10.812413,10.953802,10.812413
106.366667,22.336748,2.460932,-2.757470,0.623892,0.001008,0.002627,11.335830,22.727206,-5.534617,0.836638,0.004528,-0.002904,21.684515,0.037216,21.684515,0.037216,10.913826,10.770689,10.913826,10.770689
106.400000,22.317511,2.453120,-2.757381,0.621906,0.000945,0.002692,11.356141,22.746274,-5.534710,0.834886,0.004395,-0.002699,21.602327,0.037668,21.602327,0.037668,10.873602,10.728725,10.873602,10.728725
106.433333,22.298335,2.445333,-2.757291,0.619905,0.000882,0.002757,11.376413,22.765297,-5.534796,0.833120,0.004261,-0.002495,21.519654,0.038118,21.519654,0.038118,10.833131,10.686523,10.833131,10.686523
106.466667,22.279220,2.437571,-2.757198,0.617890,0.000820,0.002822,11.396647,22.784276,-5.534876,0.831339,0.004129,-0.002292,21.436497,0.038566,21.436497,0.038566,10.792414,10.644083,10.792414,10.644083
106.500000,22.260169,2.429835,-2.757103,0.615861,0.000757,0.002886,11.416841,22.803208,-5.534949,0.829543,0.003998,-0.002091,21.352861,0.039012,21.352861,0.039012,10.751453,10.601408,10.751453,10.601408
106.533333,22.241180,2.422125,-2.757005,0.613817,0.000695,0.002949,11.436996,22.822096,-5.535016,0.827732,0.003868,-0.001890,21.268746,0.039455,21.268746,0.039455,10.710248,10.558498,10.710248,10.558498
106.566667,22.222254,2.414440,-2.756906,0.611759,0.000632,0.003013,11.457110,22.840937,-5.535075,0.825907,0.003738,-0.001690,21.184156,0.039897,21.184156,0.039897,10.668802,10.515354,10.668802,10.515354
106.600000,22.203392,2.406781,-2.756804,0.609688,0.000570,0.003076,11.477184,22.859733,-5.535128,0.824066,0.003609,-0.001491,21.099094,0.040336,21.099094,0.040336,10.627116,10.471978,10.627116,10.471978
106.633333,22.184595,2.399148,-2.756701,0.607602,0.000507,0.003139,11.497216,22.878483,-5.535175,0.822211,0.003482,-0.001293,21.013561,0.040773,21.013561,0.040773,10.585191,10.428371,10.585191,10.428371
106.666667,22.165862,2.391541,-2.756595,0.605502,0.000445,0.003202,11.517206,22.897186,-5.535214,0.820341,0.003355,-0.001096,20.927561,0.041208,20.927561,0.041208,10.543027,10.384534,10.543027,10.384534
106.700000,22.147194,2.383960,-2.756487,0.603389,0.000383,0.003264,11.537155,22.915843,-5.535248,0.818456,0.003229,-0.000900,20.841096,0.041641,20.841096,0.041641,10.500628,10.340469,10.500628,10.340469
106.733333,22.128592,2.376406,-2.756378,0.601261,0.000321,0.003326,11.557060,22.934454,-5.535274,0.816557,0.003104,-0.000705,20.754169,0.042072,20.754169,0.042072,10.457993,10.296176,10.457993,10.296176
106.766667,22.110056,2.368878,-2.756266,0.599120,0.000259,0.003387,11.576922,22.953018,-5.535295,0.814643,0.002979,-0.000511,20.666782,0.042501,20.666782,0.042501,10.415124,10.251657,10.415124,10.251657
106.800000,22.091586,2.361378,-2.756152,0.596966,0.000197,0.003449,11.596740,22.971535,-5.535309,0.812714,0.002856,-0.000319,20.578937,0.042929,20.578937,0.042929,10.372023,10.206914,10.372023,10.206914
106.833333,22.073183,2.353904,-2.756036,0.594797,0.000135,0.003509,11.616514,22.990004,-5.535316,0.810770,0.002734,-0.000127,20.490638,0.043354,20.490638,0.043354,10.328691,10.161947,10.328691,10.161947
106.866667,22.054847,2.346457,-2.755918,0.592616,0.000073,0.003570,11.636242,23.008427,-5.535317,0.808811,0.002612,0.000064,20.401887,0.043777,20.401887,0.043777,10.285130,10.116757,10.285130,10.116757
106.900000,22.036579,2.339037,-2.755798,0.590421,0.000012,0.003630,11.655926,23.026802,-5.535312,0.806838,0.002492,0.000254,20.312686,0.044198,20.312686,0.044198,10.241339,10.071347,10.241339,10.071347
106.933333,22.018379,2.331644,-2.755676,0.588212,-0.000050,0.003690,11.675564,23.045129,-5.535300,0.804850,0.002372,0.000443,20.223038,0.044617,20.223038,0.044617,10.197322,10.025716,10.197322,10.025716
106.966667,22.000248,2.324280,-2.755552,0.585990,-0.000111,0.003750,11.695155,23.063409,-5.535282,0.802848,0.002253,0.000630,20.132946,0.045035,20.132946,0.045035,10.153079,9.979867,10.153079,9.979867
107.000000,21.982186,2.316942,-2.755426,0.583755,-0.000173,0.003810,11.714700,23.081640,-5.535258,0.800831,0.002136,0.000817,20.042412,0.045451,20.042412,0.045451,10.108611,9.933801,10.108611,9.933801
107.033333,21.964193,2.309633,-2.755298,0.581507,-0.000234,0.003869,11.734197,23.099823,-5.535228,0.798799,0.002019,0.001003,19.951438,0.045865,19.951438,0.045865,10.063920,9.887518,10.063920,9.887518
107.066667,21.946269,2.302351,-2.755168,0.579245,-0.000295,0.003928,11.753646,23.117958,-5.535191,0.796752,0.001903,0.001188,19.860028,0.046277,19.860028,0.046277,10.019007,9.841021,10.019007,9.841021
107.100000,21.928416,2.295097,-2.755036,0.576971,-0.000356,0.003986,11.773048,23.136044,-5.535149,0.794691,0.001788,0.001371,19.768184,0.046687,19.768184,0.046687,9.973874,9.794310,9.973874,9.794310
107.133333,21.910634,2.287871,-2.754902,0.574684,-0.000416,0.004044,11.792400,23.154082,-5.535100,0.792615,0.001674,0.001554,19.675908,0.047095,19.675908,0.047095,9.928522,9.747386,9.928522,9.747386
107.166667,21.892923,2.280674,-2.754766,0.572384,-0.000477,0.004102,11.811703,23.172070,-5.535045,0.790525,0.001561,0.001735,19.583203,0.047502,19.583203,0.047502,9.882952,9.700252,9.882952,9.700252
107.200000,21.875283,2.273505,-2.754629,0.570071,-0.000537,0.004160,11.830956,23.190009,-5.534984,0.788420,0.001449,0.001916,19.490072,0.047907,19.490072,0.047907,9.837165,9.652907,9.837165,9.652907
107.233333,21.857715,2.266365,-2.754489,0.567745,-0.000597,0.004217,11.850160,23.207899,-5.534917,0.786300,0.001338,0.002095,19.396517,0.048310,19.396517,0.048310,9.791163,9.605354,9.791163,9.605354
107.266667,21.840219,2.259254,-2.754348,0.565407,-0.000658,0.004274,11.869312,23.225739,-5.534844,0.784166,0.001228,0.002273,19.302541,0.048712,19.302541,0.048712,9.744948,9.557593,9.744948,9.557593
107.300000,21.822796,2.252171,-2.754204,0.563056,-0.000717,0.004331,11.888413,23.243529,-5.534766,0.782017,0.001119,0.002451,19.208146,0.049112,19.208146,0.049112,9.698519,9.509627,9.698519,9.509627
107.333333,21.805445,2.245118,-2.754059,0.560692,-0.000777,0.004387,11.907463,23.261270,-5.534681,0.779853,0.001011,0.002627,19.113335,0.049510,19.113335,0.049510,9.651880,9.461455,9.651880,9.461455
107.366667,21.788169,2.238093,-2.753912,0.558316,-0.000837,0.004444,11.926461,23.278960,-5.534591,0.777675,0.000904,0.002802,19.018110,0.049907,19.018110,0.049907,9.605030,9.413079,9.605030,9.413079
107.400000,21.770966,2.231098,-2.753763,0.555928,-0.000896,0.004500,11.945405,23.296600,-5.534494,0.775483,0.000798,0.002976,18.922474,0.050302,18.922474,0.050302,9.557972,9.364502,9.557972,9.364502
107.433333,21.753837,2.224133,-2.753612,0.553527,-0.000955,0.004555,11.964297,23.314189,-5.534392,0.773275,0.000693,0.003149,18.826430,0.050696,18.826430,0.050696,9.510707,9.315723,9.510707,9.315723
107.466667,21.736783,2.217197,-2.753459,0.551114,-0.001014,0.004611,11.983136,23.331727,-5.534284,0.771054,0.000588,0.003321,18.729980,0.051088,18.729980,0.051088,9.463236,9.266744,9.463236,9.266744
107.500000,21.719803,2.210290,-2.753304,0.548689,-0.001073,0.004666,12.001920,23.349214,-5.534171,0.768817,0.000485,0.003492,18.633126,0.051479,18.633126,0.051479,9.415560,9.217566,9.415560,9.217566
107.533333,21.702899,2.203414,-2.753148,0.546252,-0.001132,0.004720,12.020650,23.366650,-5.534051,0.766566,0.000383,0.003662,18.535872,0.051868,18.535872,0.051868,9.367681,9.168191,9.367681,9.168191
107.566667,21.686071,2.196567,-2.752990,0.543803,-0.001190,0.004775,12.039325,23.384035,-5.533927,0.764301,0.000282,0.003831,18.438220,0.052255,18.438220,0.052255,9.319600,9.118620,9.319600,9.118620
107.600000,21.669319,2.189751,-2.752830,0.541342,-0.001248,0.004829,12.057944,23.401368,-5.533796,0.762021,0.000182,0.003999,18.340172,0.052641,18.340172,0.052641,9.271319,9.068853,9.271319,9.068853
107.633333,21.652643,2.182965,-2.752668,0.538869,-0.001306,0.004883,12.076508,23.418649,-5.533660,0.759726,0.000083,0.004165,18.241731,0.053026,18.241731,0.053026,9.222838,9.018893,9.222838,9.018893
107.666667,21.636045,2.176209,-2.752504,0.536384,-0.001364,0.004937,12.095015,23.435878,-5.533518,0.757417,-0.000015,0.004331,18.142900,0.053409,18.142900,0.053409,9.174159,8.968741,9.174159,8.968741
107.700000,21.619523,2.169484,-2.752339,0.533887,-0.001421,0.004990,12.113465,23.453054,-5.533371,0.755093,-0.000112,0.004495,18.043680,0.053790,18.043680,0.053790,9.125283,8.918397,9.125283,8.918397
107.733333,21.603079,2.162790,-2.752171,0.531379,-0.001478,0.005043,12.131859,23.470178,-5.533219,0.752755,-0.000208,0.004659,17.944076,0.054171,17.944076,0.054171,9.076212,8.867863,9.076212,8.867863
107.766667,21.586713,2.156126,-2.752002,0.528859,-0.001535,0.005096,12.150194,23.487249,-5.533061,0.750402,-0.000303,0.004821,17.844088,0.054550,17.844088,0.054550,9.026947,8.817141,9.026947,8.817141
107.800000,21.570425,2.149493,-2.751832,0.526327,-0.001592,0.005149,12.168471,23.504268,-5.532897,0.748034,-0.000397,0.004982,17.743721,0.054927,17.743721,0.054927,8.977490,8.766231,8.977490,8.766231
107.833333,21.554216,2.142892,-2.751659,0.523784,-0.001649,0.005201,12.186690,23.521233,-5.532729,0.745652,-0.000490,0.005143,17.642976,0.055303,17.642976,0.055303,8.927840,8.715135,8.927840,8.715135
107.866667,21.538085,2.136321,-2.751485,0.521230,-0.001705,0.005253,12.204850,23.538144,-5.532554,0.743256,-0.000582,0.005302,17.541855,0.055678,17.541855,0.055678,8.878001,8.663854,8.878001,8.663854
107.900000,21.522035,2.129782,-2.751309,0.518664,-0.001761,0.005305,12.222950,23.555002,-5.532375,0.740845,-0.000673,0.005460,17.440363,0.056052,17.440363,0.056052,8.827973,8.612389,8.827973,8.612389
107.933333,21.506063,2.123275,-2.751131,0.516087,-0.001817,0.005357,12.240991,23.571806,-5.532190,0.738419,-0.000763,0.005617,17.338500,0.056424,17.338500,0.056424,8.777758,8.560742,8.777758,8.560742
107.966667,21.490172,2.116799,-2.750952,0.513499,-0.001872,0.005408,12.258970,23.588556,-5.532001,0.735979,-0.000852,0.005773,17.236270,0.056795,17.236270,0.056795,8.727356,8.508913,8.727356,8.508913
108.000000,21.474362,2.110355,-2.750771,0.510899,-0.001927,0.005459,12.276890,23.605251,-5.531806,0.733524,-0.000940,0.005927,17.133675,0.057165,17.133675,0.057165,8.676770,8.456905,8.676770,8.456905
108.033333,21.458632,2.103943,-2.750588,0.508289,-0.001982,0.005510,12.294747,23.621892,-5.531605,0.731054,-0.001027,0.006081,17.030718,0.057533,17.030718,0.057533,8.626000,8.404718,8.626000,8.404718
108.066667,21.442983,2.097563,-2.750403,0.505668,-0.002037,0.005561,12.312543,23.638478,-5.531400,0.728570,-0.001112,0.006234,16.927401,0.057901,16.927401,0.057901,8.575048,8.352353,8.575048,8.352353
108.100000,21.427416,2.091215,-2.750217,0.503035,-0.002091,0.005611,12.330277,23.655009,-5.531190,0.726072,-0.001197,0.006386,16.823727,0.058267,16.823727,0.058267,8.523915,8.299812,8.523915,8.299812
108.133333,21.411930,2.084899,-2.750029,0.500392,-0.002146,0.005661,12.347949,23.671484,-5.530975,0.723559,-0.001281,0.006536,16.719699,0.058632,16.719699,0.058632,8.472603,8.247096,8.472603,8.247096
108.166667,21.396527,2.078616,-2.749840,0.497738,-0.002199,0.005711,12.365557,23.687904,-5.530754,0.721031,-0.001363,0.006686,16.615318,0.058996,16.615318,0.058996,8.421112,8.194206,8.421112,8.194206
108.200000,21.381206,2.072365,-2.749648,0.495073,-0.002253,0.005761,12.383102,23.704268,-5.530529,0.718489,-0.001445,0.006834,16.510589,0.059358,16.510589,0.059358,8.369445,8.141144,8.369445,8.141144
108.233333,21.365967,2.066147,-2.749456,0.492398,-0.002306,0.005810,12.400582,23.720576,-5.530299,0.715932,-0.001525,0.006981,16.405512,0.059720,16.405512,0.059720,8.317601,8.087911,8.317601,8.087911
108.266667,21.350812,2.059962,-2.749261,0.489712,-0.002359,0.005859,12.417999,23.736828,-5.530063,0.713360,-0.001605,0.007128,16.300091,0.060080,16.300091,0.060080,8.265584,8.034507,8.265584,8.034507
108.300000,21.335740,2.053810,-2.749065,0.487016,-0.002412,0.005908,12.435351,23.753023,-5.529823,0.710774,-0.001683,0.007273,16.194342,0.060439,16.194342,0.060439,8.213400,7.980942,8.213400,7.980942
108.333333,21.320752,2.047691,-2.748867,0.484309,-0.002464,0.005956,12.452637,23.769161,-5.529578,0.708173,-0.001761,0.007417,16.088333,0.060797,16.088333,0.060797,8.161083,7.927249,8.161083,7.927249
108.366667,21.305848,2.041605,-2.748668,0.481592,-0.002516,0.006005,12.469858,23.785242,-5.529329,0.705558,-0.001837,0.007560,15.982079,0.061153,15.982079,0.061153,8.108642,7.873437,8.108642,7.873437
108.400000,21.291029,2.035553,-2.748467,0.478866,-0.002568,0.006053,12.487013,23.801266,-5.529074,0.702928,-0.001912,0.007702,15.875587,0.061508,15.875587,0.061508,8.056079,7.819508,8.056079,7.819508
108.433333,21.276294,2.029534,-2.748264,0.476129,-0.002619,0.006101,12.504102,23.817232,-5.528815,0.700284,-0.001987,0.007844,15.768866,0.061862,15.768866,0.061862,8.003398,7.765468,8.003398,7.765468
108.466667,21.261644,2.023549,-2.748060,0.473383,-0.002670,0.006149,12.521123,23.833141,-5.528552,0.697626,-0.002060,0.007983,15.661922,0.062214,15.661922,0.062214,7.950604,7.711318,7.950604,7.711318
108.500000,21.247079,2.017597,-2.747854,0.470627,-0.002720,0.006196,12.538077,23.848991,-5.528283,0.694954,-0.002132,0.008122,15.554763,0.062565,15.554763,0.062565,7.897699,7.657064,7.897699,7.657064
108.533333,21.232600,2.011679,-2.747647,0.467863,-0.002771,0.006243,12.554964,23.864783,-5.528010,0.692267,-0.002203,0.008260,15.447397,0.062915,15.447397,0.062915,7.844689,7.602709,7.844689,7.602709
108.566667,21.218207,2.005795,-2.747438,0.465089,-0.002820,0.006290,12.571783,23.880516,-5.527732,0.689567,-0.002273,0.008397,15.339831,0.063263,15.339831,0.063263,7.791575,7.548256,7.791575,7.548256
108.600000,21.203899,1.999946,-2.747228,0.462307,-0.002870,0.006337,12.588532,23.896191,-5.527450,0.686853,-0.002342,0.008533,15.232072,0.063610,15.232072,0.063610,7.738363,7.493709,7.738363,7.493709
108.633333,21.189678,1.994130,-2.747016,0.459516,-0.002918,0.006383,12.605214,23.911806,-5.527164,0.684125,-0.002410,0.008668,15.124128,0.063955,15.124128,0.063955,7.685055,7.439073,7.685055,7.439073
108.666667,21.175544,1.988349,-2.746802,0.456717,-0.002967,0.006430,12.621825,23.927362,-5.526872,0.681383,-0.002477,0.008801,15.016006,0.064300,15.016006,0.064300,7.631656,7.384350,7.631656,7.384350
108.700000,21.161497,1.982602,-2.746587,0.453910,-0.003015,0.006476,12.638367,23.942858,-5.526577,0.678628,-0.002543,0.008934,14.907714,0.064642,14.907714,0.064642,7.578170,7.329545,7.578170,7.329545
108.733333,21.147537,1.976890,-2.746371,0.451095,-0.003062,0.006521,12.654840,23.958295,-5.526277,0.675860,-0.002608,0.009066,14.799260,0.064984,14.799260,0.064984,7.524599,7.274660,7.524599,7.274660
108.766667,21.133664,1.971212,-2.746152,0.448272,-0.003109,0.006567,12.671241,23.973671,-5.525972,0.673078,-0.002672,0.009196,14.690650,0.065324,14.690650,0.065324,7.470949,7.219701,7.470949,7.219701
108.800000,21.119878,1.965569,-2.745933,0.445441,-0.003155,0.006612,12.687572,23.988987,-5.525664,0.670283,-0.002734,0.009326,14.581892,0.065663,14.581892,0.065663,7.417221,7.164670,7.417221,7.164670
108.833333,21.106181,1.959961,-2.745712,0.442604,-0.003201,0.006657,12.703832,24.004243,-5.525351,0.667474,-0.002796,0.009454,14.472993,0.066001,14.472993,0.066001,7.363422,7.109572,7.363422,7.109572
108.866667,21.092571,1.954387,-2.745489,0.439759,-0.003246,0.006702,12.720020,24.019437,-5.525034,0.664653,-0.002857,0.009581,14.363962,0.066337,14.363962,0.066337,7.309553,7.054409,7.309553,7.054409
